dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,26.458475,21.728763,19.028651,10.374702,2.596538,16.281778,4.352395,2.077016,0.316088,11.549957,28.674896,20.264644
cuda,Background_Matting,4,23.125321,19.718966,16.118207,9.150525,2.724836,16.528309,5.577189,2.956974,0.232943,17.987828,33.667658,28.289074
cuda,LearningToPaint,96,14.472106,13.068597,8.639177,5.830711,0.993950,9.929525,1.244718,0.729278,0.073041,12.020234,23.536431,17.192915
cuda,Super_SloMo,6,23.824280,20.884092,17.705298,10.894584,2.667886,16.984081,6.104311,2.728715,0.147744,8.912732,8.099987
cuda,alexnet,128,6.509563,6.002900,2.896529,2.492141,0.182016,5.957995,0.950276,0.330647,0.015783,4.132925,7.792601,3.975362
cuda,attention_is_all_you_need_pytorch,256,27.305646,23.002567,20.053125,11.131029,2.485180,18.369082,4.895470,2.295664,0.381219,14.491180,32.956853,24.452152
cuda,dcgan,32,6.215366,5.777144,2.628408,2.099083,0.348187,3.061498,0.210589,0.116873,0.014440,0.120344,1.447345
cuda,demucs,4,14.925733,13.365862,10.133500,9.064026,0.467932,14.311450,1.166424,0.676173,0.045382,5.559959,8.464396,11.307955
cuda,densenet121,4,52.469554,45.060429,41.772533,23.726557,6.682760,35.646167,13.790171,5.564448,0.693512,28.147842,55.475677,47.602639
cuda,dlrm,1024,5.535295,5.148136,2.384180,1.697131,0.176629,3.210266,0.387193,0.167159,0.016521,0.128788,1.833199
cuda,drq,1,6.996328,6.317450,3.252965,2.750975,0.131954,4.336630,0.190417,0.111905,0.016918,0.384902,2.117082
cuda,fastNLP_Bert,6,29.289940,24.387163,21.513812,13.798928,2.080555,19.579995,4.309778,2.115916,0.313395,0.393084,7.176829,8.453546
cuda,functorch_dp_cifar10,64,11.638338,10.438917,7.813006,5.035799,1.298099,10.853071,2.182799,1.078547,0.066054,26.953403,36.389641,34.146627
cuda,hf_Albert,8,18.565992,16.038023,13.430899,6.590113,1.857096,11.603415,3.370746,1.527846,0.150191,0.002497,9.878019,7.032362
cuda,hf_Bart,4,38.711054,28.485777,25.344207,15.666292,2.674873,23.784496,4.646146,2.697179,0.282925,3.826728,3.944676,14.875748
cuda,hf_Bert,4,23.626898,18.724545,15.988911,8.455733,1.967782,13.596087,3.966443,1.929709,0.285234,0.002420,3.299829,7.299950
cuda,hf_Bert_large,4,40.940633,30.250628,27.625994,12.763099,3.773344,20.728811,7.732839,3.687671,0.828977,0.002644,3.209641,12.115013
cuda,hf_BigBird,2,74.437338,62.043851,58.401774,31.407595,8.689836,50.800076,20.967247,10.145715,0.580553,14.865826,9.302799,43.661662
cuda,hf_DistilBert,8,15.243104,12.844724,10.232454,6.335808,1.042492,10.069169,1.852505,1.040117,0.115515,2.150542,6.669002,7.021389
cuda,hf_GPT2,4,23.764256,19.143722,15.545053,8.813372,2.156022,12.951993,3.707952,1.791142,0.255336,0.323706,8.015886,6.794744
cuda,hf_GPT2_large,4,56.960149,42.362464,39.440273,19.906219,6.129036,34.055671,11.802245,5.981584,1.394595,0.689963,16.928018,21.900296
cuda,hf_Longformer,2,76.467775,65.484679,62.372774,40.319709,8.094267,55.372805,21.017331,7.730881,0.438888,16.463041,6.396982,40.282329
cuda,hf_Reformer,4,26.794458,22.715514,20.034258,17.804450,0.775897,21.728267,1.345120,0.773160,0.072013,0.470690,5.669198,5.281645
cuda,hf_T5,8,28.631639,22.980338,19.241340,10.248218,2.728415,16.413716,4.319602,1.916867,0.309541,3.290962,8.676671,12.426749
cuda,hf_T5_large,2,100.855816,73.881153,70.362777,33.283338,9.655955,52.317677,22.809765,7.527323,2.571499,3.959008,27.587624,33.651828
cuda,lennard_jones,1000,4.286424,3.897582,1.540828,1.251214,0.066365,2.258322,0.083313,0.067520,0.006505,0.104380,1.184654
