dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.191016,6.846863,2.333002,8.656762,3.707333,1.344545,0.267382,7.588358,4.241730
cuda,Background_Matting,4,1.518678,4.890503,1.981344,8.517651,4.441408,1.938088,0.184457,5.680823
cuda,LearningToPaint,96,0.628107,2.466617,0.759137,3.230865,0.939748,0.452078,0.064714,1.554463
cuda,Super_SloMo,6,1.776201,7.419390,2.582722,10.224536,5.478205,1.951108,0.114121,5.463251
cuda,alexnet,128,0.102417,1.406513,0.186670,2.668655,0.818902,0.246356,0.012409,1.453532
cuda,attention_is_all_you_need_pytorch,256,1.809198,21.005906,2.039425,23.472492,3.552079,1.522297,0.300354,8.296946,4.610691
cuda,dcgan,32,0.121554,1.827571,0.152299,2.400436,0.163086,0.076360,0.010614,2.594855,0.731645
cuda,demucs,4,0.221268
cuda,densenet121,4,3.564621,13.406266,5.108054,20.150605,11.485281,3.647455,0.543106,12.055087
cuda,dlrm,1024,0.391609,0.981017,0.145229,1.873137,0.328323,0.098890,0.013343,1.044434
cuda,drq,1,0.201741,1.554893,0.106619,2.487548,0.107654,0.055779,0.012068,1.046469
cuda,fastNLP_Bert,6,2.170417,8.114724,1.974503,11.308127,2.942175,1.637176,0.251768,4.223721,5.487725
cuda,hf_Albert,8,1.684902,3.151661,1.974774,6.126595,2.590358,1.045648,0.136898,5.025888,3.133468
cuda,hf_Bart,4,2.385378,9.296806,2.947812,13.269114,4.327182,2.127688,0.364558,3.351243,7.036341
cuda,hf_Bert,4,2.170174,6.403909,1.928465,8.926340,3.396484,1.278113,0.245568,4.536855,0.373392
cuda,hf_DistilBert,8,0.886474,3.296218,0.999639,5.134772,1.797783,0.711787,0.107856,3.047207,1.855531
cuda,hf_GPT2,4,2.029050,4.297256,1.610681,7.028342,3.023816,1.219718,0.217713,4.417267,1.717007
cuda,hf_GPT2_large,4,7.222160,10.825235,4.856088,16.693132,9.082627,3.372201,1.030523,11.447923,1.278938
cuda,hf_Reformer,4,2.419110,7.154672,0.672361,7.849674,1.036994,0.516510,0.044811,3.490722,1.400558
cuda,hf_T5,8,3.068090,6.507589,1.925378,11.554574,4.191565,1.404093,0.280391,5.137131,7.081469
cuda,hf_T5_large,2,16.592392,21.242717,7.564895,36.837077,19.281857,5.177510,2.338110,22.712983,23.590770
cuda,lennard_jones,1000,0.073065,0.897800,0.055596,1.415342,0.043395,0.028399,0.005418,0.576517
cuda,mnasnet1_0,32,1.385117,5.258914,2.040714,6.860062,2.708583,1.266256,0.178971,3.923353,2.566744
cuda,mobilenet_v2,96,1.538654,6.085511,2.142566,7.284366,3.115710,1.584966,0.205544,3.419866
cuda,mobilenet_v2_quantized_qat,96,2.574846,10.953877,4.523501,17.910894,7.974620,3.528744,0.551879,49.510431,11.634646
cuda,mobilenet_v3_large,32,1.485662,5.643366,2.206881,8.104114,3.116590,1.393094,0.215577,4.745080,32.791689
cuda,nvidia_deeprecommender,256,0.127448,1.029425,0.122692,2.053024,0.103223,0.058882,0.008736,1.151500,0.378174
cuda,pytorch_CycleGAN_and_pix2pix,1,0.542852,2.311458,0.986919,4.289465,1.774951,0.626663,0.063236,3.001533
cuda,pytorch_stargan,16,0.599925,2.083570,0.646866,3.465625,0.990585,0.304461,0.041834,2.058835,16.262326
cuda,pytorch_struct,200,0.216074,1.089010,0.102087,2.460665,0.196116,0.098939,0.019388,1.483396,18.614117
cuda,pytorch_unet,1,0.708525,3.042085,1.105561,4.666511,1.998606,0.742476,0.071782,2.767615
cuda,resnet152,32,4.257551,9.901351,6.089260,12.228266,6.412179,2.598309,0.751225,8.633808,3.347494
cuda,resnet18,16,0.577272,2.933095,0.798871,4.466672,1.605255,0.557935,0.061728,2.360081,2.607000
cuda,resnet50,32,1.488416,4.688737,2.064085,6.365832,2.700575,1.116955,0.185721,3.814987,2.252357
cuda,resnet50_quantized_qat,32,2.287217,9.357625,4.357378,15.707689,6.450069,3.201750,0.507513,38.756027,10.849948
cuda,resnext50_32x4d,8,1.481378,4.077733,1.910645,5.947551,2.304221,1.110426,0.163292,3.853048,2.899084
cuda,shufflenet_v2_x1_0,128,1.629889,5.692120,2.216931,8.161120,3.927845,1.922842,0.244808,4.768782
cuda,soft_actor_critic,256,0.131420,1.449771,0.055991,2.344301,0.049880,0.030963,0.005569,0.955240
cuda,speech_transformer,32,2.471565,8.169058,2.178520,11.993420,3.963603,1.823936,0.264558,6.253718
cuda,squeezenet1_1,32,0.250068,1.902709,0.392395,3.464636,1.142906,0.655321,0.033049,1.965017
cuda,tacotron2,64,6.659946,17.278826,3.572377,20.607959,5.886434,3.283946,0.452818,3.869007,7.048906
cuda,timm_efficientdet,1,22.299924,18.098176,10.502151,28.800273,15.796583,4.861959,1.288568,44.840249,21.556565
cuda,timm_efficientnet,32,2.471810,6.079083,2.392615,9.208419,4.198401,1.686399,0.273038,5.619867,39.715064
