dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,20.586545,17.316615,7.611093,3.307605,10.680384,4.798377,2.039271,0.369480,13.591002,6.514750
cuda,Background_Matting,4,18.614185,16.252032,7.810746,3.146993,11.354853,5.989685,3.097325,0.283464,6.811628
cuda,LearningToPaint,96,7.352145,6.453328,3.059003,1.469153,3.791917,1.460678,0.715510,0.093274,2.250146
cuda,Super_SloMo,6,18.482521,16.477501,8.739656,3.107436,11.668768,6.585590,2.537085,0.183738,6.134094
cuda,alexnet,128,2.120590,1.884066,1.374229,0.199816,2.517126,0.990944,0.318433,0.020822,1.350430
cuda,attention_is_all_you_need_pytorch,256,22.162485,19.241550,9.218504,3.061690,12.006409,5.324056,2.206245,0.428145,14.223011,6.209287
cuda,dcgan,32,1.895622,1.706019,1.097756,0.222467,1.410887,0.238729,0.107698,0.016232,0.545015
cuda,demucs,4,1.822979,1.082960,0.872207,0.129762,0.736008,0.162531,0.083839,0.013059
cuda,densenet121,4,48.439936,42.938474,21.142478,8.034048,25.731633,15.209194,5.211894,0.787371,13.854184
cuda,drq,1,2.241593,1.901416,1.326796,0.153673,1.848084,0.226747,0.118375,0.020173,0.684999
cuda,fastNLP_Bert,6,21.123189,17.727152,8.753938,2.416719,12.387782,4.897690,2.111888,0.364547,5.732162,6.413488
cuda,functorch_dp_cifar10,64,6.893529,6.187545,3.284130,1.523706,5.872401,2.561371,0.850937,0.087151,4.161575,0.642494
cuda,hf_Albert,8,13.928019,12.006302,4.414344,2.276587,7.178032,3.147556,1.319088,0.159814,4.440490,5.129664
cuda,hf_Bart,4,26.346919,21.815296,9.806782,2.982629,14.061714,5.676741,2.507063,0.498912,4.267872,7.390230
cuda,hf_Bert,4,19.029981,15.333824,6.364197,2.472358,9.201360,4.079756,1.871511,0.344439,2.214198,5.422825
cuda,hf_Bert_large,4,36.984246,30.046135,12.258619,5.265963,17.394651,8.628203,4.196079,0.967454,1.890985,10.626218
cuda,hf_BigBird,2,69.608567,58.670928,25.968297,9.619996,40.808643,23.540164,10.123247,0.628838,10.221694,24.911143
cuda,hf_DistilBert,8,10.837476,9.273037,4.744278,1.324504,6.773185,2.309942,1.039961,0.144100,5.346323,3.414875
cuda,hf_GPT2,4,16.760594,13.849406,5.970153,2.300163,9.042700,4.130442,1.739385,0.300267,1.695119,5.475218
cuda,hf_GPT2_large,4,50.320156,40.766679,17.273507,7.010194,27.043449,14.773620,5.061457,1.538090,1.197500,17.395162
