dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,adv_inception_v3,128,13.726335,9.601973
cuda,beit_base_patch16_224,64,8.724963,5.673904
cuda,botnet26t_256,128,6.163565,3.930501
cuda,cait_m36_384,4,31.628434,21.114515
cuda,coat_lite_mini,128,8.556284,5.998785
cuda,convit_base,64,9.241261,6.322875
cuda,convmixer_768_32,32,8.038078,6.356623
cuda,convnext_base,64,11.982509,7.595676
cuda,crossvit_9_240,128,13.248873,9.258922
cuda,cspdarknet53,64,11.003161,6.811597
cuda,deit_base_distilled_patch16_224,64,7.139314,4.896570
cuda,dla102,128,15.519425,10.611276
cuda,dm_nfnet_f0,128,10.901346,6.796446
cuda,dpn107,32,19.997303,12.914773
cuda,eca_botnext26ts_256,128,7.033309,4.670053
cuda,eca_halonext26ts,128,7.145077,4.747565
cuda,ese_vovnet19b_dw,128,4.572064,2.712754
cuda,fbnetc_100,128,9.969571,6.068684
cuda,fbnetv3_b,128,18.036453,11.487561
cuda,gernet_l,128,9.037216,5.439901
cuda,ghostnet_100,128,15.382032,9.577727
cuda,gluon_inception_v3,128,13.567805,9.511857
cuda,gluon_xception65,32,18.360538,12.397534
cuda,gmixer_24_224,128,13.280139,9.215586
cuda,gmlp_s16_224,128,12.184855,8.267470
cuda,hrnet_w18,128,39.867830,32.052185
cuda,inception_v3,128,13.729479,9.642865
cuda,jx_nest_base,32,14.367425,9.741351
cuda,lcnet_050,128,5.345613,3.403215
cuda,mixer_b16_224,128,5.918371,3.982854
cuda,mixnet_l,128,16.545652,10.389414
cuda,mnasnet_100,128,7.894534,4.890333
cuda,mobilenetv2_100,128,8.361835,5.247128
cuda,mobilenetv3_large_100,128,8.767043,5.663948
cuda,mobilevit_s,64,11.327900,7.604511
cuda,nfnet_l0,128,10.803253,7.031385
cuda,pit_b_224,64,8.172069,5.517918
cuda,pnasnet5large,16,28.544566,22.412174
cuda,poolformer_m36,64,12.767359,7.977946
cuda,regnety_002,128,8.723758,5.357836
cuda,repvgg_a2,128,9.044000,5.457500
cuda,res2net101_26w_4s,64,28.109162,19.572687
cuda,res2net50_14w_8s,128,25.009026,17.863615
cuda,res2next50,128,13.281634,9.409938
cuda,resmlp_12_224,128,5.082114,3.255006
cuda,resnest101e,64,26.109539,17.409638
cuda,rexnet_100,128,11.390215,7.401951
cuda,sebotnet33ts_256,64,7.514478,5.480793
cuda,selecsls42b,128,5.952927,4.116052
cuda,spnasnet_100,128,9.781300,5.946406
cuda,swin_base_patch4_window7_224,64,19.186385,13.181706
cuda,swsl_resnext101_32x16d,32,15.016458,10.222959
cuda,tf_efficientnet_b0,128,10.751291,6.856486
cuda,tf_mixnet_l,128,16.343170,10.039468
cuda,tinynet_a,128,12.455622,8.165761
cuda,tnt_s_patch16_224,128,16.645084,11.619781
cuda,twins_pcpvt_base,64,23.491324,15.855616
cuda,visformer_small,128,6.322416,4.354841
cuda,vit_base_patch16_224,64,7.025196,4.816781
cuda,volo_d1_224,64,11.874930,8.343350
cuda,xcit_large_24_p8_224,5,28.496947,19.045918
