dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,adv_inception_v3,128,0.9966,12.5395,0.8621
cuda,beit_base_patch16_224,64,0.9783,7.2463,0.9327
cuda,botnet26t_256,128,0.9749,5.7738,0.8640
cuda,cait_m36_384,2,0.8454,25.2390,0.8803
cuda,coat_lite_mini,128,0.9891,6.8772,0.9202
cuda,convit_base,32,0.9925,7.9360,0.8582
cuda,convmixer_768_32,32,0.9982,9.2380,0.9788
cuda,convnext_base,32,0.9298,8.9108,0.9053
cuda,crossvit_9_240,64,0.9545,10.9250,0.8698
cuda,cspdarknet53,64,0.9338,10.1594,0.8405
cuda,deit_base_distilled_patch16_224,64,0.9908,6.1138,0.9332
cuda,dla102,64,0.9914,13.6918,0.9487
cuda,dm_nfnet_f0,128,0.9997,8.9314,0.8980
cuda,dpn107,32,0.9315,18.5481,0.9097
cuda,eca_botnext26ts_256,64,0.8004,6.1393,0.7708
cuda,eca_halonext26ts,64,0.8060,6.5765,0.7750
cuda,ese_vovnet19b_dw,128,0.9649,4.2735,0.8566
cuda,fbnetc_100,128,0.9432,9.7552,0.8491
cuda,fbnetv3_b,128,0.9493,14.9782,0.7836
cuda,gernet_l,128,0.9388,8.4993,0.8503
cuda,ghostnet_100,128,0.9990,13.1798,0.8700
cuda,gluon_inception_v3,128,0.9963,12.5288,0.8621
cuda,gluon_xception65,32,0.9895,15.5100,0.8859
cuda,gmixer_24_224,64,0.8840,10.4668,0.9494
cuda,gmlp_s16_224,64,0.9840,9.4990,0.9623
cuda,hrnet_w18,2,0.9570,44.0062,0.8333
cuda,inception_v3,128,0.9963,13.4329,0.8621
cuda,jx_nest_base,32,0.9932,11.7585,0.8927
cuda,lcnet_050,128,0.9549,4.5993,0.7566
cuda,mixer_b16_224,64,0.9910,4.7267,0.9361
cuda,mixnet_l,64,0.8889,16.3643,0.8439
cuda,mnasnet_100,128,0.9440,7.3755,0.8701
cuda,mobilenetv2_100,128,0.9414,7.6148,0.7642
cuda,mobilenetv3_large_100,128,0.9449,7.6920,0.8400
cuda,mobilevit_s,32,0.7952,9.7982,0.7681
cuda,nfnet_l0,64,0.8344,9.0197,0.8166
cuda,pit_b_224,64,0.9950,6.7464,0.8053
cuda,pnasnet5large,16,1.0329,31.6190,0.9913
cuda,poolformer_m36,64,0.9979,11.1080,0.9432
cuda,regnety_002,128,0.9323,7.9661,0.7948
cuda,repvgg_a2,128,0.9342,8.1301,0.7822
cuda,res2net101_26w_4s,64,0.9965,23.5875,0.9151
cuda,res2net50_14w_8s,2,0.8989,20.9949,0.8240
cuda,res2next50,2,0.9285,11.9601,0.8277
cuda,resmlp_12_224,128,0.9988,4.2790,0.9508
cuda,resnest101e,32,0.9809,23.4942,0.9721
cuda,rexnet_100,128,0.8507,10.3698,0.7850
cuda,sebotnet33ts_256,64,0.8360,8.6752,0.7073
cuda,selecsls42b,128,0.9961,5.4934,0.8760
cuda,spnasnet_100,128,0.9380,9.0716,0.8801
cuda,swin_base_patch4_window7_224,64,0.9571,16.3405,0.9203
cuda,swsl_resnext101_32x16d,32,0.9824,13.4744,0.8790
cuda,tf_efficientnet_b0,128,0.8079,8.9852,0.7693
cuda,tf_mixnet_l,64,0.8978,15.9106,0.8556
cuda,tinynet_a,128,0.7899,10.7604,0.7884
cuda,tnt_s_patch16_224,64,0.9960,13.8180,0.9668
cuda,twins_pcpvt_base,32,0.8853,19.2931,0.9046
cuda,visformer_small,128,1.0020,5.1658,0.9259
cuda,vit_base_patch16_224,64,0.9938,6.0165,0.9342
cuda,volo_d1_224,64,0.9946,9.8537,0.9475
cuda,xcit_large_24_p8_224,0,0.0000
