dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,3.605576,100.739766,4.686165,208.282239,8.766194,3.803628,0.606963,1.360418,113.786280
cuda,beit_base_patch16_224,64,1.798752,37.276298,2.135266,73.494428,3.644257,1.470890,0.235159,9.522769,47.980032
cuda,botnet26t_256,128,1.838069,116.390188,2.876825,229.435349,6.054958,2.209683,0.150104,104.231834,220.235653
cuda,cait_m36_384,2,6.032861,56.063599,7.600074,118.870621,12.750303,5.600056,1.759112,70.772108,141.562631
cuda,coat_lite_mini,128,1.683681,208.328009,3.284175,417.009813,6.221226,2.330450,0.205639,221.171694,433.248811
cuda,convit_base,32,1.798585,57.943197,2.980380,129.676224,4.052854,1.851476,0.273005,52.266984,127.104115
cuda,convmixer_768_32,32,2.475820,13.634259,2.387923,28.934432,2.358483,1.229167,0.274361,2.719200,20.547632
cuda,convnext_base,32,2.262075,116.975554,4.826248,272.779818,9.488884,3.430855,0.502174,105.279018,266.098498
cuda,crossvit_9_240,64,2.720244,61.426845,3.579447,136.757511,5.990755,2.259423,0.380135,108.757982,188.139864
cuda,cspdarknet53,64,3.656091,68.758805,3.279853,147.750432,4.372879,1.882803,0.349452,0.838791,83.258961
cuda,deit_base_distilled_patch16_224,64,1.466864,34.203827,2.067699,80.921565,3.823052,1.411380,0.206011,13.426924,62.309828
cuda,dla102,64,3.887650,83.824125,4.135777,199.777040,7.672956,2.869313,0.570342,1.747937,122.064116
cuda,dm_nfnet_f0,128,2.859737,51.894675,5.454010,107.888402,6.220328,1.786558,0.258705,1.166800,63.138715
cuda,dpn107,32,6.154167,166.674574,4.657116,292.895211,7.949572,3.172327,0.562469,1.575193,132.727237
cuda,eca_botnext26ts_256,64,1.957270,97.011216,3.068949,203.144369,6.338219,2.571160,0.169716,195.391046,304.686528
cuda,ese_vovnet19b_dw,128,1.353592,58.518461,1.458251,121.956342,3.490256,1.380910,0.127099,0.576770,65.532946
cuda,fbnetc_100,128,3.339285,97.359102,2.618987,171.222988,4.181863,1.914933,0.314949,1.092971,77.716705
cuda,fbnetv3_b,128,5.697757,116.538378,5.157569,244.772527,8.511981,3.085231,0.703655,1.420130,135.045524
