,Compiler,torchbench,huggingface,timm_models
eager,eager,1.76,3.16,2.19
aot_eager,aot_eager,7.16,12.02,9.85
inductor,inductor,26.21,40.40,44.07
inductor_no_cudagraphs,inductor_no_cudagraphs,26.63,36.09,42.83
