,Compiler,torchbench,huggingface,timm_models
eager,eager,"96%, 52/54","100%, 45/45","100%, 61/61"
aot_eager,aot_eager,"94%, 51/54","98%, 44/45","93%, 57/61"
inductor,inductor,"89%, 48/54","93%, 42/45","92%, 56/61"
inductor_no_cudagraphs,inductor_no_cudagraphs,"89%, 48/54","98%, 44/45","93%, 57/61"
