dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,17.854796,14.946154,7.091291,2.661254,9.947761,4.672344,1.783884,0.290836,10.111052,5.638872
cuda,Background_Matting,4,16.786935,14.542458,6.954184,2.958594,10.023791,5.426581,2.636168,0.252733,6.401536
cuda,LearningToPaint,96,6.751984,5.888512,2.887234,1.027622,3.661890,1.553987,0.658768,0.088984,1.847310
cuda,Super_SloMo,6,17.064235,14.782605,8.055922,3.074653,10.401210,5.599935,2.319246,0.146766,5.510469
cuda,alexnet,128,1.914930,1.605081,1.235403,0.191947,2.120567,0.788007,0.279343,0.016937,1.083851
cuda,attention_is_all_you_need_pytorch,256,19.559403,16.897982,8.544022,2.697040,11.675103,4.858602,2.284142,0.351682,12.856110,5.961277
cuda,dcgan,32,1.835062,1.661002,1.150357,0.190232,1.499915,0.202217,0.091633,0.014159,0.548195
cuda,demucs,4,1.720517,1.026963,0.816545,0.131136,0.678759,0.168280,0.086537,0.013369
cuda,densenet121,4,46.048143,40.015718,19.470598,7.274644,23.959585,13.813338,5.346482,0.736975,12.055421
cuda,dlrm,1024,1.059065,0.884665,0.456050,0.155212,1.146770,0.346176,0.115871,0.015065,0.853316
cuda,drq,1,1.873148,1.575670,1.152309,0.133283,1.605872,0.160571,0.085385,0.016843,0.595349
cuda,fastNLP_Bert,6,18.069139,15.050487,7.947213,2.446445,10.913014,4.215002,1.779887,0.288598,5.336196,5.524797
cuda,functorch_dp_cifar10,64,6.038386,5.391851,2.812994,1.208804,5.355924,2.415589,0.752712,0.068599,3.797378,0.636355
cuda,hf_Albert,8,11.154777,9.586244,3.885874,1.668999,7.105000,3.321614,1.215244,0.150590,3.252989,4.967575
cuda,hf_Bart,4,23.222890,19.527689,10.140315,3.022523,14.306122,5.373798,2.517995,0.420965,3.468248,7.329126
cuda,hf_Bert,4,16.493093,13.349372,5.876124,2.128474,8.702478,3.853205,1.653336,0.285254,1.948668,5.060856
cuda,hf_Bert_large,4,31.117210,24.863059,10.861638,4.662665,15.664020,8.415576,3.207366,0.729533,1.647670,9.672160
cuda,hf_BigBird,2,17.383367,12.246074,6.350478,1.823542,9.259810,2.909700,1.486320,0.239408,5.053539,0.349205
cuda,hf_DistilBert,8,9.091982,7.721743,4.108503,1.082970,5.764278,2.012100,0.889407,0.127347,4.988054,2.794861
cuda,hf_GPT2,4,16.825566,13.857429,7.458023,2.473438,9.277508,3.487745,1.579560,0.254667,2.417809,4.385396
cuda,hf_GPT2_large,4,46.694172,37.852964,17.664803,7.073863,23.423815,12.024954,4.638706,1.225992,1.586859,13.113232
cuda,hf_Reformer,4,11.242895,8.883585,6.818921,0.813626,7.493228,1.315331,0.674273,0.062520,3.640424,1.530686
cuda,hf_T5,8,19.806915,16.493586,7.734546,2.416341,10.801259,4.421800,1.720980,0.327609,5.845214,5.612114
cuda,hf_T5_large,2,78.180764,62.776265,27.602870,9.725956,38.666720,20.861813,6.604943,2.723271,23.787928,21.860230
cuda,lennard_jones,1000,1.122555,0.985342,0.737549,0.037795,1.080940,0.087953,0.042796,0.007741,0.385844
cuda,mnasnet1_0,32,16.559971,14.558081,7.299155,2.627170,8.748515,4.084560,1.724742,0.239131,4.186679,2.303726
cuda,mobilenet_v2,96,17.976191,15.942739,8.204052,2.828856,8.985506,4.592717,1.869570,0.266725,3.908698
cuda,mobilenet_v3_large,32,17.934579,15.679232,7.600932,2.918609,9.705488,4.631150,1.891323,0.274073,5.141919,25.828597
cuda,nvidia_deeprecommender,256,1.364177,1.175511,0.778738,0.125717,1.533438,0.117624,0.065427,0.010715,0.887349,0.389434
cuda,phlippe_densenet,128,17.675771,15.586419,8.069569,3.063851,9.764446,4.743009,2.150277,0.265081,4.871216
cuda,phlippe_resnet,128,6.500530,5.510945,2.709139,1.086938,3.102708,1.127325,0.620836,0.081418,1.523069
cuda,pytorch_CycleGAN_and_pix2pix,1,6.122443,5.418132,2.450795,1.026484,4.424409,2.235803,0.779939,0.073047,3.042508
cuda,pytorch_stargan,16,6.907585,6.149111,2.999963,1.056445,3.751400,1.324087,0.470960,0.066838,32.439684,1.854720
cuda,pytorch_struct,200,2.472016,2.134856,1.462147,0.159366,2.401383,0.223732,0.133040,0.023566,15.479942,1.110225
cuda,pytorch_unet,1,8.170875,7.193504,3.745353,1.439474,4.982482,2.294030,1.079628,0.093522,3.012182
cuda,resnet152,32,45.507827,39.012509,16.218152,7.725661,17.667864,10.489247,3.931335,1.048608,9.957624,2.255434
cuda,resnet18,16,7.244203,6.411966,3.534427,1.299499,4.594468,1.959175,0.774669,0.081944,2.403557,2.377767
cuda,resnet50,32,16.058195,13.966686,6.465991,2.708633,7.727967,3.883209,1.590486,0.247555,4.082296,2.397257
cuda,resnext50_32x4d,8,15.336495,13.250397,5.784345,2.523852,7.186532,3.420688,1.618325,0.221716,4.037028,1.790065
cuda,shufflenet_v2_x1_0,128,18.408612,15.774611,7.421131,2.934838,9.245027,4.627394,2.473871,0.333971,4.884106
cuda,soft_actor_critic,256,1.507862,1.326736,1.093869,0.060314,1.548754,0.067024,0.042008,0.007463,0.520208
cuda,speech_transformer,32,20.867721,17.115838,8.363637,3.069081,12.036040,5.103082,2.443627,0.316797,6.883837
cuda,squeezenet1_1,32,3.117543,2.578217,1.735631,0.571467,3.232795,1.351688,0.639941,0.049278,2.086135
cuda,timm_efficientdet,1,71.664434,55.648150,24.798894,13.266442,41.145102,18.839602,7.730895,1.564508,41.015733,30.777272
cuda,timm_efficientnet,32,20.443350,17.034568,8.411194,3.336096,10.787155,5.464718,2.169916,0.335425,5.850542,32.910821
cuda,timm_nfnet,128,19.870259,15.721329,6.638808,3.777658,10.406258,5.682824,2.174802,0.322088,7.909464
cuda,timm_regnet,32,22.118422,17.881600,7.807140,3.669621,9.533601,4.610415,2.203748,0.410849,5.555784,19.419678
cuda,timm_resnest,32,10.419293,9.288944,5.719828,1.337214,8.267579,3.672635,1.419861,0.114230,40.049402,4.091047
cuda,timm_vision_transformer,8,11.539601,9.642365,4.788906,1.811674,7.453151,3.242334,1.428719,0.208417,18.205301,4.555185
cuda,timm_vision_transformer_large,8,35.902337,28.462027,12.208345,5.753519,17.945418,9.777730,4.291601,1.139873,11.455427,12.055341
cuda,timm_vovnet,32,13.685311,11.452598,5.913417,2.118186,8.290404,4.204382,1.669097,0.174873,4.578597,2.466621
cuda,tts_angular,64,1.052075,0.850390,0.687006,0.066500,1.052289,0.060757,0.034657,0.004415,0.435246
cuda,vgg16,64,2.217380,1.887671,1.309098,0.271996,2.345180,0.988986,0.369958,0.030173,1.319326
cuda,yolov3,16,25.531015,22.175278,11.124132,4.397368,13.584662,6.768238,2.784480,0.416876,4.333135,7.020739
