dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,1.189379,23.576231,19.187508,1.586950,4.504407,2.926563,0.994319,0.144624,51.072614,38.077726
cuda,Background_Matting,4,0.463134,19.957275,16.829691,0.911117,5.109225,3.422606,1.333201,0.080885,80.058472,69.321017
cuda,LearningToPaint,96,0.260252,13.485879,12.303010,0.355272,1.158309,0.659465,0.277144,0.031578,99.140709,88.381255
cuda,Super_SloMo,6,0.591481,53.002660,50.070806,1.729584,5.122138,3.379890,1.295499,0.072308,70.126880,26.978689
cuda,alexnet,128,0.145341,5.764013,5.584177,0.108313,0.610096,0.338317,0.160977,0.010401,18.760210,13.899203
cuda,attention_is_all_you_need_pytorch,256,0.942117,46.332093,41.606095,1.924481,4.732261,3.005297,1.261434,0.169034,125.877480,91.036190
cuda,dcgan,32,0.140510,3.685329,3.454381,0.100331,0.250915,0.110012,0.047275,0.007330,18.772196,15.675290
cuda,densenet121,4,1.155973,91.888556,82.189809,2.107568,15.743754,10.399206,3.741206,0.193787,452.768435,388.862444
cuda,drq,1,0.210380,6.871724,6.612325,0.075391,0.239831,0.101211,0.042030,0.011699,12.989890,6.701013
cuda,fastNLP_Bert,6,1.175783,22.291248,18.397074,1.620064,4.105037,2.650577,1.100497,0.141342,66.445510,53.866719
cuda,hf_Albert,8,0.964154,19.055485,15.172566,1.426292,3.845167,2.626056,0.891212,0.109915,78.670692,68.856601
cuda,hf_Bart,4,1.771055,19.067249,14.193623,1.864313,4.577658,2.836001,1.322985,0.193791,65.776404,58.152906
cuda,hf_Bert,4,1.122686,17.272921,12.892288,1.486452,4.019917,2.729971,0.969169,0.137160,18.234904,10.949260
cuda,hf_BigBird,2,6.601459,85.104576,66.675129,9.478615,23.803857,15.746797,7.106460,0.552088,147.273263,114.387115
cuda,hf_GPT2,4,1.187585,39.728393,36.305204,1.302953,3.598583,2.275898,0.973535,0.122900,65.497152,34.180412
cuda,hf_Reformer,4,1.304863,28.396054,27.748403,0.499883,1.593512,0.920923,0.441337,0.042965,44.859064,19.244992
cuda,mnasnet1_0,32,0.418997,20.935463,17.982179,0.813812,3.358538,2.167524,0.808112,0.077040,176.833663,163.096052
cuda,mobilenet_v2,96,0.436094,19.694958,16.432248,1.149385,3.690794,2.385519,0.898727,0.088652,166.976986,155.465495
cuda,mobilenet_v3_large,32,0.480375,33.502450,30.239339,1.198500,3.974489,2.497715,0.961194,0.100534,176.279381,151.299606
cuda,nvidia_deeprecommender,256,0.146890,1.919826,1.724570,0.075253,0.210915,0.090383,0.038286,0.006849,15.089350,13.657031
cuda,pytorch_CycleGAN_and_pix2pix,1,0.255221,11.395739,9.676749,0.584452,2.462934,1.450557,0.795292,0.052750,23.559334,16.974069
cuda,pytorch_stargan,16,0.262903,8.772058,7.367139,0.458886,0.929851,0.536992,0.232715,0.032605,40.454022,34.508997
cuda,pytorch_unet,1,0.273264,13.904913,12.666240,0.425495,1.835267,1.198091,0.415527,0.039939,37.697188,27.428086
cuda,resnet18,16,0.255025,10.202814,9.094407,0.378868,1.732682,1.013730,0.384842,0.031889,70.159647,63.205493
cuda,resnet50,32,0.481056,4.970340,1.802029,0.986748,3.009382,1.904356,0.755390,0.076549,82.273325,84.542558
cuda,resnext50_32x4d,8,0.476314,16.833300,13.695236,0.932791,2.674737,1.685421,0.638597,0.075203,112.066197,102.053366
cuda,shufflenet_v2_x1_0,128,0.545829,18.851408,15.256510,1.150733,4.206828,2.701962,1.111459,0.095000,131.267055,121.452024
cuda,squeezenet1_1,32,0.217994,9.891228,9.448336,0.178364,1.083268,0.634159,0.295437,0.026333,18.774625,10.600148
cuda,timm_efficientnet,32,0.953465,31.892875,27.984645,1.184718,4.506425,2.838602,1.131788,0.113920,142.807786,120.606460
cuda,timm_nfnet,128,1.518047,50.210443,41.506333,2.543030,7.205174,5.185129,1.352692,0.190139,106.077554,74.509208
cuda,timm_regnet,32,1.258736,26.427632,21.806366,1.092167,3.853596,2.484786,0.915206,0.123148,124.964391,108.213024
cuda,timm_resnest,32,0.332791,35.589774,34.108028,0.658910,3.792174,2.273352,1.135566,0.050755,106.847092,77.355098
cuda,timm_vision_transformer,8,0.587512,26.380836,22.923059,1.419495,4.015495,2.673064,0.995177,0.116499,105.178190,87.773128
cuda,timm_vovnet,32,0.708992,16.330168,13.987471,0.911126,4.421257,2.815898,1.135887,0.064317,199.041080,190.443703
cuda,vgg16,64,0.181533,7.742242,7.441784,0.134210,0.807435,0.492499,0.195525,0.016604,20.930079,14.437993
