dev,name,batch_size,speedup,start_latency,peak_memory
cuda,adv_inception_v3,128,1.6654,273.1150,14.4192
cuda,beit_base_patch16_224,64,1.0197,98.8165,15.7922
cuda,botnet26t_256,128,1.5185,224.8449,13.3410
cuda,cait_m36_384,0,0.0000
cuda,coat_lite_mini,0,0.0000
cuda,convmixer_768_32,32,1.0908,23.3173,14.3017
cuda,convnext_base,0,0.0000
cuda,crossvit_9_240,64,1.2854,279.6482,5.2679
cuda,cspdarknet53,64,1.6803,171.9741,12.6217
cuda,deit_base_distilled_patch16_224,64,1.1246,87.0345,15.0321
cuda,densenet121,64,2.1063,407.2023,8.3944
cuda,dla102,64,1.7312,169.8969,10.3825
cuda,dm_nfnet_f0,128,1.4775,22.5065,18.6050
cuda,dpn107,32,1.4455,324.8772,14.2704
cuda,eca_botnext26ts_256,64,1.4529,247.0173,14.0883
cuda,eca_halonext26ts,64,1.4510,215.7818,14.0973
cuda,ecaresnet101d,64,1.6074,107.5996,13.3449
cuda,ese_vovnet19b_dw,128,1.5195,121.0343,10.5647
cuda,fbnetc_100,128,1.6556,126.6558,8.9122
cuda,fbnetv3_b,128,1.7329,193.9900,13.4650
cuda,gernet_l,128,1.3349,83.3699,10.0158
cuda,ghostnet_100,128,2.1554,318.0171,5.6400
cuda,gluon_inception_v3,128,1.6683,20.6070,14.4192
cuda,gluon_senet154,32,1.6178,113.9430,16.9710
cuda,gluon_xception65,32,1.2519,135.0026,16.0356
cuda,gmixer_24_224,0,0.0000
cuda,gmlp_s16_224,0,0.0000
cuda,hardcorenas_a,128,1.6595,133.7882,7.1813
cuda,hrnet_w18,2,4.6179,339.7938,1.2798
cuda,inception_v3,128,1.6668,20.7666,14.4192
cuda,jx_nest_base,0,0.0000
cuda,lcnet_050,128,2.6078,65.6662,2.6412
cuda,legacy_senet154,32,1.6194,34.2043,16.9614
cuda,mixer_b16_224,0,0.0000
cuda,mixnet_l,64,1.3370,225.3466,12.9785
cuda,mnasnet_100,128,1.7388,63.3740,6.6526
cuda,mobilenetv2_100,128,1.7976,48.4193,11.8405
cuda,mobilenetv3_large_100,128,1.7790,61.3662,7.4368
cuda,mobilevit_s,32,1.7325,516.2932,10.8950
cuda,nasnetalarge,0,0.0000
cuda,nfnet_l0,64,1.5454,90.1825,12.3748
cuda,pit_b_224,64,1.2044,230.2406,20.8277
cuda,pnasnet5large,0,0.0000
cuda,poolformer_m36,64,1.3157,190.3397,18.8347
cuda,regnety_002,128,2.6025,126.7090,3.1819
cuda,repvgg_a2,128,1.4371,56.6170,7.4842
cuda,res2net101_26w_4s,64,1.6465,255.7370,12.5068
cuda,res2net50_14w_8s,2,4.7507,372.5172,1.4106
cuda,res2next50,2,5.1916,167.5041,1.3931
cuda,resmlp_12_224,128,1.5743,134.9417,8.9689
cuda,resnest101e,32,2.2172,221.9355,10.3175
cuda,resnet18,128,1.5180,56.3180,4.7181
cuda,rexnet_100,128,1.4855,398.6685,18.0296
cuda,sebotnet33ts_256,64,1.2752,187.9890,16.6109
cuda,selecsls42b,128,1.5189,130.7058,7.3249
cuda,spnasnet_100,128,1.6848,21.4615,7.2537
cuda,swin_base_patch4_window7_224,0,0.0000
cuda,swsl_resnext101_32x16d,32,1.2515,53.6387,21.6197
cuda,tf_efficientnet_b0,128,1.5500,168.5468,20.2308
cuda,tf_mixnet_l,64,1.3383,151.6704,13.3662
cuda,tinynet_a,128,1.5304,186.8645,16.2441
cuda,tnt_s_patch16_224,0,0.0000
cuda,twins_pcpvt_base,0,0.0000
cuda,visformer_small,128,1.1792,120.5627,13.7256
cuda,vit_base_patch16_224,64,1.0752,45.2075,14.9298
cuda,volo_d1_224,0,0.0000
