dev,name,batch_size,speedup
cuda,adv_inception_v3,128,1.1344
cuda,beit_base_patch16_224,128,0.9620
cuda,botnet26t_256,128,1.1937
cuda,cait_m36_384,4,0.9952
cuda,coat_lite_mini,128,1.0741
cuda,convit_base,64,1.1711
cuda,convmixer_768_32,64,1.0428
cuda,convnext_base,0,0.0000
cuda,crossvit_9_240,64,1.0568
cuda,cspdarknet53,64,1.0618
cuda,deit_base_distilled_patch16_224,128,1.0212
cuda,densenet121,128,1.1545
cuda,dla102,128,1.2934
cuda,dm_nfnet_f0,128,1.2283
cuda,dpn107,64,1.0082
cuda,eca_botnext26ts_256,128,1.1643
cuda,eca_halonext26ts,128,1.1592
cuda,ecaresnet101d,128,1.2494
cuda,ese_vovnet19b_dw,128,1.0796
cuda,fbnetc_100,128,1.0341
cuda,fbnetv3_b,128,0.9849
cuda,gernet_l,128,1.0228
cuda,ghostnet_100,128,0.9991
cuda,gluon_inception_v3,128,1.1348
cuda,gluon_senet154,64,1.1472
cuda,gluon_xception65,32,1.0455
cuda,gmixer_24_224,128,1.0332
cuda,gmlp_s16_224,128,0.9678
cuda,hardcorenas_a,128,1.0726
cuda,hrnet_w18,128,1.3219
cuda,inception_v3,128,1.1348
cuda,jx_nest_base,64,0.9998
cuda,lcnet_050,128,1.3021
cuda,legacy_senet154,0,0.0000
cuda,levit_128,0,0.0000
cuda,mixer_b16_224,128,0.9804
cuda,mixnet_l,128,1.0295
cuda,mnasnet_100,128,1.0311
cuda,mobilenetv2_100,128,1.0487
cuda,mobilenetv3_large_100,128,1.0552
cuda,mobilevit_s,128,1.0904
cuda,nasnetalarge,16,1.1005
cuda,nfnet_l0,128,1.1838
cuda,pit_b_224,64,1.0622
cuda,pnasnet5large,16,1.0851
cuda,poolformer_m36,0,0.0000
cuda,regnety_002,128,1.3495
cuda,repvgg_a2,128,0.9909
cuda,res2net101_26w_4s,128,1.1762
cuda,res2net50_14w_8s,128,1.2490
cuda,res2next50,128,1.1813
cuda,resmlp_12_224,0,0.0000
cuda,resnest101e,64,1.2008
cuda,resnet18,128,1.1775
cuda,rexnet_100,128,1.0422
cuda,sebotnet33ts_256,128,1.1732
cuda,selecsls42b,128,1.2110
cuda,spnasnet_100,128,0.9829
cuda,swin_base_patch4_window7_224,64,0.9999
cuda,swsl_resnext101_32x16d,32,1.1067
cuda,tf_efficientnet_b0,128,1.0381
cuda,tf_mixnet_l,128,1.0297
cuda,tinynet_a,128,0.9861
cuda,tnt_s_patch16_224,128,1.0421
cuda,twins_pcpvt_base,128,1.1264
cuda,visformer_small,128,1.0192
cuda,vit_base_patch16_224,128,0.9809
cuda,volo_d1_224,128,1.1013
cuda,xcit_large_24_p8_224,11,0.9974
