dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,33.033222,29.171505,15.131397,5.803209,18.807488,9.350861,4.241569,0.740428,9.683259
cuda,beit_base_patch16_224,64,15.356903,12.729537,6.635638,2.042389,10.225626,3.531799,1.827612,0.269619,1.877347,5.732850
cuda,botnet26t_256,128,19.083856,16.967199,11.464473,2.771602,14.685913,5.991368,2.748469,0.175087,11.373740,6.075920
cuda,cait_m36_384,4,48.610024,38.868111,17.311277,8.837082,26.633918,13.577158,5.938925,2.000528,8.759512,18.800244
cuda,coat_lite_mini,128,16.267306,14.132678,8.095782,2.964643,15.948806,6.979570,2.594944,0.258361,34.573451,10.914368
cuda,convit_base,64,16.600334,13.883304,7.118759,2.372167,13.009038,5.499071,2.248286,0.289337,6.189422,8.370431
cuda,convmixer_768_32,32,16.762745,15.484889,6.348638,3.454408,8.266562,3.112574,1.301575,0.304409,5.501103,3.053381
cuda,convnext_base,64,21.322387,16.593292,8.539437,4.241527,14.021175,5.926108,2.461763,0.562075,14.693966,10.117379
cuda,crossvit_9_240,128,21.066161,17.558939,8.335373,3.283206,15.118949,6.900648,2.623047,0.402194,8.995101,10.212569
cuda,cspdarknet53,64,24.163616,19.703146,9.303203,3.600878,10.774841,4.715389,2.111174,0.427870,5.716143
cuda,deit_base_distilled_patch16_224,64,13.507482,11.127495,5.717262,2.122058,9.390043,3.060057,1.415688,0.214885,2.889305,5.881800
cuda,dla102,128,33.409806,28.999267,13.473619,5.732592,15.470119,7.935491,3.136491,0.678720,8.349972
cuda,dm_nfnet_f0,128,21.627012,17.765078,7.947539,4.156351,11.717709,5.676918,2.100753,0.380478,8.080088
cuda,dpn107,32,40.154383,33.322413,14.832505,6.753649,17.934346,8.593790,3.522405,0.627232,10.129519,2.523242
cuda,eca_botnext26ts_256,128,20.127721,17.933728,11.788196,3.440713,15.232151,6.756310,2.453078,0.196668,12.524036,6.979240
cuda,eca_halonext26ts,128,22.748874,20.486969,14.150452,3.247727,22.353227,11.429330,4.241657,0.211359,19.736352,11.546473
cuda,ese_vovnet19b_dw,128,11.639715,10.047545,6.183680,1.801285,8.018629,3.341178,1.331836,0.147277,3.696966
cuda,fbnetc_100,128,23.638245,19.972690,10.721172,4.114726,11.659739,5.292354,2.136132,0.381572,5.192502
