,Compiler,torchbench,huggingface,timm_models
eager,eager,"98%, 48/49","100%, 43/43","100%, 68/68"
ts_nvfuser,ts_nvfuser,"92%, 45/49","93%, 40/43","76%, 52/68"
aot_eager,aot_eager,"86%, 42/49","100%, 43/43","97%, 66/68"
aot_cudagraphs,aot_cudagraphs,"84%, 41/49","84%, 36/43","94%, 64/68"
aot_nvfuser,aot_nvfuser,"61%, 30/49","23%, 10/43","54%, 37/68"
inductor_cudagraphs,inductor_cudagraphs,"71%, 35/49","91%, 39/43","87%, 59/68"
