dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,1.851395,38.664465,4.135769,21.287408,12.764493,7.592917,0.304901,297.122104,284.012587
cuda,botnet26t_256,128,2.184519,28.794524,2.892191,12.709519,8.516276,3.575110,0.131498,155.614404,142.481113
cuda,cait_m36_384,2,8.322297,72.772124,12.769027,45.808507,31.467660,12.890571,0.893098,194.322567,180.500006
cuda,coat_lite_mini,128,1.690462,250.541693,5.141741,19.060081,12.103453,5.998036,0.247823,709.965522,483.889392
cuda,convit_base,32,0.684293,45.604378,3.576772,11.643926,7.082228,4.119799,0.232358,115.271951,84.985946
cuda,convmixer_768_32,32,0.752026,7.221585,1.897219,6.529745,3.977415,2.177886,0.209086,14.486361,15.787958
cuda,convnext_base,32,2.769236,174.623503,6.537855,22.899686,14.620737,7.329731,0.410926,418.768918,273.749739
cuda,cspdarknet53,64,5.002722,26.420681,3.191874,9.987793,5.985980,3.285151,0.231183,175.174266,162.035059
cuda,densenet121,64,13.391683,62.845646,4.493401,43.959046,28.110336,14.020043,0.394109,390.310339,376.380502
cuda,dm_nfnet_f0,128,9.499774,10.149877,4.288002,14.273804,9.426957,3.884461,0.362766,2.381802,10.978915
cuda,dpn107,32,13.487747,64.856017,4.601578,20.447483,12.086846,7.003271,0.379496,312.820561,273.199225
cuda,eca_botnext26ts_256,64,2.412042,34.150081,3.411851,13.377069,9.001904,3.721811,0.158891,165.487558,148.195428
cuda,eca_halonext26ts,64,2.692317,16.528867,4.605800,17.137327,11.775089,4.660167,0.166108,46.651006,51.934984
cuda,ecaresnet101d,64,4.359998,17.047861,4.056142,15.650977,9.234594,5.531633,0.411201,117.814136,120.652306
cuda,ese_vovnet19b_dw,128,1.102529,23.054944,1.370825,9.445418,5.726481,3.052474,0.127633,135.646051,123.449368
cuda,fbnetc_100,128,3.579171,26.463750,2.097212,8.449579,4.943024,2.874909,0.210636,143.922611,128.259681
cuda,fbnetv3_b,128,7.160740,44.316849,4.603147,16.490727,9.550481,5.934153,0.405740,215.623214,192.567045
cuda,gernet_l,128,4.163151,12.774732,1.699381,6.134598,3.601686,2.064268,0.174060,88.241159,83.376435
cuda,ghostnet_100,128,1.674605,53.913599,3.202008,16.203747,9.942104,5.269980,0.306068,367.781603,333.397926
cuda,gluon_inception_v3,128,1.836679,9.538621,4.123385,21.211989,12.702398,7.628894,0.304335,2.298032,18.223523
cuda,gluon_senet154,32,9.139014,28.004157,5.628134,22.027223,13.504270,7.201729,0.719225,99.816480,99.746000
cuda,gluon_xception65,32,1.862027,24.876115,3.534003,11.428342,6.428547,3.980870,0.395771,138.079875,128.337003
cuda,gmixer_24_224,64,2.302226,60.203161,3.763187,14.631016,9.425357,4.606625,0.325983,158.219415,116.542181
cuda,gmlp_s16_224,64,2.110320,48.492513,5.100397,18.068481,11.601457,5.853504,0.334771,124.347856,99.194602
cuda,hardcorenas_a,128,1.492716,23.789660,1.735393,8.188927,4.962833,2.609776,0.171330,138.575509,124.772356
cuda,hrnet_w18,2,18.583284,46.019331,10.818322,36.028313,22.253524,11.910596,0.969084,316.093932,317.363573
cuda,inception_v3,128,1.846683,9.615815,4.133431,21.254545,12.733344,7.638345,0.305480,2.329024,18.233579
cuda,jx_nest_base,32,3.940926,84.730623,7.418318,25.891025,17.064980,7.890783,0.477680,241.116382,190.077221
cuda,lcnet_050,128,0.987185,10.515307,1.829350,5.951827,3.577701,1.983148,0.118490,63.443352,60.759017
cuda,legacy_senet154,32,5.481868,15.562627,6.012154,21.966210,13.293771,7.331949,0.751887,7.498471,20.200187
cuda,mixer_b16_224,64,0.840774,49.805712,2.746863,8.039751,5.054271,2.583195,0.173522,115.020468,76.087990
cuda,mixnet_l,64,9.866858,57.687093,3.846601,17.037929,10.119900,5.785346,0.453933,225.835243,189.169743
cuda,mnasnet_100,128,2.372892,9.642510,1.702429,7.543131,4.517361,2.514544,0.165554,60.515162,60.186054
cuda,mobilenetv2_100,128,2.398772,13.083873,1.921780,7.861735,4.669304,2.460779,0.191194,49.596980,46.371393
cuda,mobilenetv3_large_100,128,2.397583,8.356687,2.448404,9.415862,5.612903,3.142119,0.212628,54.487147,58.074217
cuda,mobilevit_s,32,3.694577,137.064384,7.043968,26.985115,17.888699,8.138178,0.291286,425.495576,322.569488
cuda,nfnet_l0,64,5.680325,38.666356,2.944443,11.149435,7.351952,2.988974,0.339940,80.655302,56.208958
cuda,pit_b_224,64,1.379080,46.199714,3.987811,10.965527,6.827691,3.453434,0.243576,178.884671,147.735123
cuda,poolformer_m36,64,5.484985,144.475690,7.877057,33.800370,20.810580,11.965136,0.424265,189.645517,87.245845
cuda,regnety_002,128,3.360864,27.824669,1.884228,7.631742,4.552151,2.504877,0.201744,146.107427,127.874373
cuda,repvgg_a2,128,3.857668,9.319027,1.366059,5.145345,3.182185,1.577358,0.138270,57.098028,54.359239
cuda,res2net101_26w_4s,64,5.387031,38.711210,6.020849,28.337437,17.502607,9.528097,0.608191,249.698423,245.600292
cuda,res2net50_14w_8s,2,3.757588,42.353788,4.369773,24.791218,15.471300,7.932034,0.531452,403.720219,390.741858
cuda,res2next50,2,1.759193,20.439184,2.484358,14.874372,8.986356,5.016016,0.309136,152.768326,149.809982
cuda,resmlp_12_224,128,0.782370,28.409883,1.741421,5.973752,3.512354,2.107328,0.147228,119.879465,99.242047
cuda,resnest101e,32,7.769789,65.311748,6.411600,28.790885,17.716863,9.807291,0.571844,213.630059,183.775215
cuda,resnet18,128,0.326980,8.985414,0.821766,3.722684,2.307201,1.120705,0.067357,58.600878,54.188973
cuda,rexnet_100,128,4.019650,82.872619,3.065208,14.678450,8.609129,4.959330,0.281739,474.053883,409.033292
cuda,sebotnet33ts_256,64,3.470034,16.509911,4.158777,15.846541,10.646302,4.443999,0.202174,61.819784,65.400037
cuda,selecsls42b,128,0.472527,26.072336,1.687069,9.168920,5.701404,2.943086,0.133903,156.034070,140.874359
cuda,spnasnet_100,128,3.432044,5.189894,2.066063,8.614906,4.963744,2.883534,0.204235,13.210459,18.784036
cuda,swin_base_patch4_window7_224,64,8.536025,144.973233,11.016986,38.751169,25.733833,11.583092,0.497033,413.861220,318.867185
cuda,swsl_resnext101_32x16d,32,2.166661,10.702263,2.789773,10.873311,6.473173,3.695300,0.311565,42.974704,46.296165
cuda,tf_efficientnet_b0,128,3.524825,43.175831,2.865168,11.929632,6.991774,4.152583,0.262879,186.756451,158.473390
cuda,tf_mixnet_l,64,13.059180,36.189678,3.669623,18.606646,10.916067,6.590011,0.440034,134.314175,120.538848
cuda,tinynet_a,128,3.894760,32.002555,3.065910,12.706099,7.777501,4.117336,0.299933,190.598680,174.481927
cuda,tnt_s_patch16_224,64,3.465557,75.758965,7.224889,22.949871,14.889965,7.098835,0.494366,234.111043,189.009782
cuda,visformer_small,128,1.065845,22.708424,2.818814,7.147740,4.454262,2.155821,0.189024,83.260931,70.603157
cuda,volo_d1_224,64,2.620054,97.907633,6.654211,19.744761,12.558887,6.108770,0.407550,252.017714,180.663537
