dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.913323,13.058547,4.026270,11.670497,8.060660,3.063628,0.254442,37.078876,39.828010
cuda,Background_Matting,4,0.548525,18.203259,2.168819,16.901024,10.222976,6.202423,0.171321,81.982889,82.918081
cuda,LearningToPaint,96,0.298485,16.945988,0.794226,2.633377,1.534392,0.816650,0.068163,98.125570,84.636213
cuda,alexnet,128,0.156194,8.976890,0.277561,1.948933,1.154316,0.648841,0.021216,21.911134,15.166285
cuda,attention_is_all_you_need_pytorch,256,2.271275,39.353326,4.529182,10.749573,6.727835,3.384809,0.301440,98.973910,75.012655
cuda,dcgan,32,0.144889,4.107258,0.187206,0.604164,0.330729,0.161352,0.014862,18.895345,15.585750
cuda,densenet121,4,3.581772,73.721302,4.111943,42.353351,27.327586,13.229501,0.400455,422.912428,396.059394
cuda,drq,1,0.277848,8.251286,0.147558,0.553703,0.285847,0.135906,0.023820,13.822860,6.280851
cuda,fastNLP_Bert,6,4.007678,17.689468,3.842328,11.216324,7.290617,3.388433,0.282099,66.951794,64.424829
cuda,hf_Albert,8,1.767352,13.342047,3.632658,9.365645,6.193785,2.702465,0.213365,73.676512,73.425537
cuda,hf_Bart,4,3.446946,12.985181,4.629663,18.079725,7.443589,9.318353,0.331188,10.167473
cuda,hf_Bert,4,5.072589,12.792323,4.085046,10.370939,6.768390,3.099841,0.276683,29.717717,31.487626
cuda,hf_DistilBert,8,0.852015,9.130760,2.084791,5.221131,3.284621,1.620264,0.136945,19.891781,18.122195
cuda,hf_GPT2,4,4.209715,12.502408,3.212001,8.546744,5.448789,2.646772,0.222679,25.085762,24.426278
cuda,hf_Reformer,4,1.869063,31.675085,1.088452,4.991887,3.078000,1.632230,0.077171,49.222184,23.671273
cuda,hf_T5,8,7.422300,21.099406,3.806802,9.785053,6.275549,2.865752,0.324287,56.865925,49.468021
cuda,mnasnet1_0,32,0.467415,32.017648,1.613662,6.985572,4.159521,2.313933,0.167380,188.465390,165.116347
cuda,mobilenet_v2,96,0.474728,21.897934,2.024434,7.435397,4.532273,2.387442,0.182766,169.338356,156.975155
cuda,mobilenet_v3_large,32,0.648571,37.751372,2.279688,8.689430,5.116585,2.912378,0.209297,182.118341,155.416585
cuda,nvidia_deeprecommender,256,0.166170,1.837582,0.145550,0.469245,0.246760,0.120293,0.012471,18.457552,17.241354
cuda,pytorch_CycleGAN_and_pix2pix,1,0.281697,7.000023,1.221707,6.070323,3.979582,1.633403,0.113097,170.054702,170.495246
cuda,pytorch_stargan,16,0.268381,9.443182,0.793724,2.453485,1.562720,0.684659,0.069475,32.226568,26.058734
cuda,pytorch_unet,1,0.341267,12.411644,0.956662,4.629489,2.769431,1.420807,0.075672,34.035000,27.240808
cuda,resnet18,16,0.289447,10.265315,0.790883,3.588878,2.224635,1.084638,0.065076,68.980054,63.120563
cuda,resnet50,32,0.630806,4.086967,1.633333,6.865765,4.155879,2.245223,0.163971,80.124010,84.605929
cuda,resnext50_32x4d,8,0.634578,14.670832,1.544701,6.347389,3.816000,2.071250,0.163395,101.733148,95.024840
cuda,shufflenet_v2_x1_0,128,0.758290,18.151431,2.423740,8.897086,5.340500,3.039782,0.187809,126.234230,119.481595
cuda,soft_actor_critic,256,0.204588,1.113926,0.077495,0.306729,0.143436,0.070566,0.008979,5.176474,4.451510
cuda,squeezenet1_1,32,0.268559,9.043692,0.565005,3.282070,1.915143,1.133661,0.061952,9.012051,3.829693
cuda,timm_efficientnet,32,2.802157,33.216858,2.505160,10.439646,6.315419,3.411842,0.251737,142.347946,122.172779
cuda,timm_nfnet,128,9.366455,44.703462,4.176188,13.841231,9.200930,3.813052,0.341958,100.597292,74.094151
cuda,timm_regnet,32,6.192585,28.282210,2.473475,8.627070,4.995617,2.964848,0.279798,131.959949,114.886241
cuda,timm_resnest,32,0.492831,34.308850,1.642435,9.402272,5.848157,3.072755,0.104317,102.927772,79.703593
cuda,timm_vovnet,32,2.094853,19.306275,1.726991,10.712753,6.426690,3.713677,0.129791,191.691761,184.880103
cuda,vgg16,64,0.189446,5.945166,0.339107,2.370301,1.443548,0.743755,0.038476,11.933422,8.707801
