dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,AlbertForMaskedLM,4,2.325887
cuda,AlbertForQuestionAnswering,4,2.443956
cuda,BartForCausalLM,4,2.391209
cuda,BartForConditionalGeneration,2,6.478772
cuda,BertForMaskedLM,64,2.777303
cuda,BertForQuestionAnswering,128,2.805892
cuda,BlenderbotSmallForCausalLM,64,1.645593
cuda,BlenderbotSmallForConditionalGeneration,64,4.100336
cuda,CamemBert,1,2.836018
cuda,DebertaForMaskedLM,4,6.050469
cuda,DebertaForQuestionAnswering,8,6.197784
cuda,DistilBertForMaskedLM,64,1.296800
cuda,DistilBertForQuestionAnswering,64,1.317868
cuda,DistillGPT2,1,1.377902
cuda,ElectraForCausalLM,32,2.829556
cuda,ElectraForQuestionAnswering,64,2.884413
cuda,GPT2ForSequenceClassification,4,2.517399
cuda,LayoutLMForMaskedLM,16,3.153178
cuda,LayoutLMForSequenceClassification,16,3.236913
cuda,M2M100ForConditionalGeneration,8,6.034301
cuda,MBartForCausalLM,32,2.387717
cuda,MBartForConditionalGeneration,16,6.250331
cuda,MT5ForConditionalGeneration,8,5.144404
cuda,MegatronBertForCausalLM,16,5.827778
cuda,MegatronBertForQuestionAnswering,16,5.750275
cuda,MobileBertForMaskedLM,32,13.614869
cuda,MobileBertForQuestionAnswering,64,13.747142
cuda,OPTForCausalLM,32,2.455481
cuda,PLBartForCausalLM,32,1.317064
cuda,PLBartForConditionalGeneration,16,3.173942
cuda,PegasusForCausalLM,32,2.426642
cuda,PegasusForConditionalGeneration,16,5.986747
cuda,RobertaForCausalLM,64,2.961066
cuda,RobertaForQuestionAnswering,128,2.789203
cuda,Speech2Text2ForCausalLM,128,1.355661
cuda,T5ForConditionalGeneration,4,3.529240
cuda,T5Small,1,3.515390
cuda,TrOCRForCausalLM,32,2.370611
cuda,XGLMForCausalLM,8,4.873770
cuda,YituTechConvBert,1,4.024413
