dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.725665,7.476962,3.783357,10.573622,3.996372,1.512192,0.311131,0.000007,11.324889,7.004740
cuda,Background_Matting,4,1.602929,5.119790,2.413656,8.704736,4.506646,1.909885,0.204817,0.464328,6.547605
cuda,LearningToPaint,96,0.697644,2.621444,1.031175,3.581829,1.120255,0.508484,0.075202,0.239489,2.269018
cuda,Super_SloMo,6,1.566635,6.718044,2.414350,8.162375,4.028893,1.531290,0.115730,0.341814,4.267366
cuda,alexnet,128,0.138377,1.541398,0.209854,2.286597,0.440237,0.187591,0.014753,0.127423,1.088800
cuda,attention_is_all_you_need_pytorch,256,2.241295,7.543474,3.175454,10.666234,4.439358,1.693372,0.380093,3.551011,15.669901,9.972451
cuda,dcgan,32,0.138248,1.888430,0.204621,2.568871,0.211612,0.087261,0.013072,0.106894,6.692000,0.999430
cuda,demucs,4,0.269897
cuda,densenet121,4,4.002518,14.543917,9.088531,21.765934,12.723061,4.143667,0.655524,1.060138,17.620069
cuda,dlrm,2048,0.430763,1.123953,0.177591,2.049762,0.376677,0.128214,0.015617,0.120217,1.231668
cuda,drq,1,0.227345,1.620920,0.149132,2.592160,0.148846,0.073841,0.015044,0.251678,1.380375
cuda,fastNLP_Bert,6,2.698763,8.358704,2.781846,11.976131,4.066921,1.615123,0.307723,2.925390,6.255359,9.434788
cuda,functorch_dp_cifar10,64,0.415467,3.716837,1.353393,6.295440,2.350266,0.724844,0.073369,7.746469,11.358326,11.722690
cuda,hf_Albert,8,2.156534,3.634100,2.331439,7.129490,3.349244,1.121597,0.160148,4.888801,10.805367,4.459810
cuda,hf_Bart,4,3.085470,9.008798,3.991950,13.138143,5.157280,1.949468,0.427276,4.178808,4.786388,12.697161
cuda,hf_Bert,4,2.711221,5.474843,3.091923,8.475488,3.931339,1.488200,0.314176,2.609957,8.815939,2.136079
cuda,hf_DistilBert,8,1.143632,3.212988,1.507979,5.227717,1.903365,0.785269,0.129099,3.508754,7.087580,3.216875
cuda,hf_GPT2,4,2.438151,4.823461,2.306583,7.171978,2.690788,1.303119,0.241806,2.653468,7.400142,2.372779
cuda,hf_Reformer,4,2.136863,7.591014,0.740078,8.287951,1.182872,0.586042,0.052718,2.385744,3.155354,3.868601
cuda,hf_T5,8,3.307915,7.188110,3.073040,11.169145,4.702796,1.534918,0.307560,2.992687,6.190566,10.170772
cuda,hf_T5_large,2,17.757452,29.511975,20.287682,42.970024,26.276183,6.208489,2.550569,7.763068,25.114319,42.018415
cuda,lennard_jones,1000,0.108165,0.973325,0.072250,1.582737,0.070706,0.044890,0.006514,0.106543,0.792917
cuda,mnasnet1_0,32,1.584527,5.799204,2.711891,8.461506,3.405576,1.453892,0.213431,2.751776,8.221626,2.468393
cuda,mobilenet_v2,96,1.635070,6.577440,2.966235,8.156822,3.591250,1.542553,0.238471,0.435143,5.089092
cuda,mobilenet_v3_large,32,1.723564,6.321017,3.102889,9.391922,4.252486,1.608830,0.238753,5.645537,11.921114,5.190853
cuda,nvidia_deeprecommender,256,0.206199,1.089561,0.123704,2.139722,0.116921,0.063444,0.009660,0.577731,1.758431,0.445593
cuda,pytorch_CycleGAN_and_pix2pix,1,0.662516,2.458253,1.110167,4.425355,1.757652,0.668912,0.072054,0.209232,3.330769
