dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.741927,6.633317,3.708942,9.685992,3.923587,1.520141,0.314008,11.054610,7.195184
cuda,Background_Matting,4,1.595533,4.926389,2.368507,8.495064,4.427455,1.884628,0.207865,6.019136
cuda,LearningToPaint,96,0.698263,2.603359,1.279954,3.502507,1.115878,0.507651,0.078284,2.216595
cuda,Super_SloMo,6,1.554257,6.685079,2.595146,8.152265,4.004489,1.512465,0.115159,4.126169
cuda,alexnet,128,0.136838,1.518924,0.208649,2.405729,0.433393,0.184674,0.014444,1.101543
cuda,attention_is_all_you_need_pytorch,256,2.224342,7.327574,3.520007,10.091207,4.024811,1.697709,0.382466,15.982440,6.404002
cuda,dcgan,32,0.137768,2.002353,0.205362,2.678222,0.215541,0.087398,0.013028,6.568743,0.888279
cuda,demucs,4,0.271617
cuda,densenet121,4,3.972809,14.534057,9.108898,21.698119,12.784657,4.132073,0.636210,17.066313
cuda,dlrm,2048,0.440004,1.137939,0.185710,2.250483,0.522591,0.131732,0.015932,1.306270
cuda,drq,1,0.242422,1.745606,0.153477,2.728083,0.149359,0.074186,0.015074,1.145737
cuda,fastNLP_Bert,6,2.725703,8.484019,3.131407,11.708554,3.721779,1.601793,0.311904,6.228625,6.463355
cuda,functorch_dp_cifar10,64,0.418144,3.747663,1.367547,6.545931,2.354824,0.727699,0.073801,11.836473,4.208325
cuda,hf_Albert,8,2.189090,3.783646,2.393520,7.350012,3.492704,1.142612,0.161984,6.046339,4.051782
cuda,hf_Bart,4,3.126437,9.311945,4.093546,13.566259,5.354372,2.012791,0.422531,4.854149,8.785489
cuda,hf_Bert,4,2.594924,5.224304,3.030782,8.118928,3.792603,1.450274,0.311362,6.032934,2.395356
cuda,hf_DistilBert,8,1.238447,3.312857,1.513886,5.276613,1.936344,0.779551,0.127803,3.533626,3.025704
cuda,hf_GPT2,4,2.460909,4.826870,2.628697,7.197823,2.699666,1.313533,0.241883,5.093151,1.959200
cuda,hf_GPT2_large,4,8.599373,14.985641,10.129823,19.833280,10.119611,3.892602,1.267355,15.253163,1.540228
cuda,hf_Reformer,4,2.183579,8.144927,0.756237,8.792287,1.392167,0.765661,0.052251,3.050030,1.445483
cuda,hf_T5,8,3.407012,7.380622,3.530951,11.026822,4.383825,1.563086,0.320166,6.119515,7.304334
cuda,hf_T5_large,2,18.126145,29.755909,20.708246,46.984993,26.464098,6.275181,2.573040,24.834861,38.451725
cuda,lennard_jones,1000,0.106626,0.917156,0.074832,1.451440,0.071936,0.045895,0.006773,0.613476
cuda,mnasnet1_0,32,1.603094,5.897967,2.744262,8.492328,3.761744,1.480063,0.214833,5.432034,2.456927
cuda,mobilenet_v2,96,1.688767,6.722767,3.021145,8.319154,3.656009,1.566690,0.244848,5.005533
cuda,mobilenet_v3_large,32,1.757341,6.410812,3.418920,9.080907,3.956796,1.635418,0.239950,6.187910,5.195916
cuda,nvidia_deeprecommender,256,0.206658,1.083175,0.125788,2.120522,0.116534,0.063941,0.009733,1.170587,0.437290
cuda,pytorch_CycleGAN_and_pix2pix,1,0.656983,2.456180,1.291160,4.465854,1.760237,0.671731,0.072796,3.346307
cuda,pytorch_stargan,16,0.655306,2.193339,1.000514,3.697188,0.961609,0.494378,0.048632,2.541037,19.543076
cuda,pytorch_struct,200,0.291456,1.215524,0.186772,2.729761,0.244331,0.137837,0.024082,1.712224,15.740218
cuda,pytorch_unet,1,0.688222,2.919419,1.107259,4.436783,1.816744,0.646673,0.075126,2.661386
