dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,0.8852,9.6474,0.7431
cuda,AlbertForQuestionAnswering,4,0.8858,9.5103,0.7540
cuda,AllenaiLongformerBase,1,0.7173,18.8195,0.9473
cuda,BartForCausalLM,4,0.9699,9.2803,0.8997
cuda,BartForConditionalGeneration,2,0.9697,23.9259,0.9073
cuda,BertForMaskedLM,64,0.9568,9.7999,0.8990
cuda,BertForQuestionAnswering,128,0.9842,9.8667,0.9520
cuda,BigBird,1,0.9043,17.9581,0.9547
cuda,BlenderbotSmallForCausalLM,64,0.9251,6.0616,0.8172
cuda,BlenderbotSmallForConditionalGeneration,64,0.8810,16.0695,0.8918
cuda,CamemBert,1,0.8239,10.1184,0.8143
cuda,DebertaForMaskedLM,4,0.7242,13.4971,0.9824
cuda,DebertaForQuestionAnswering,8,0.8780,13.3870,1.0737
cuda,DistilBertForMaskedLM,64,0.9394,4.7838,0.8600
cuda,DistilBertForQuestionAnswering,64,0.9702,4.8264,0.9216
cuda,DistillGPT2,1,0.8636,4.5961,0.7984
cuda,ElectraForCausalLM,32,0.9321,10.0882,0.8480
cuda,ElectraForQuestionAnswering,64,0.9796,10.0508,0.9538
cuda,GPT2ForSequenceClassification,4,0.9794,8.9736,0.9164
cuda,LayoutLMForMaskedLM,16,0.9714,10.5512,0.9238
cuda,LayoutLMForSequenceClassification,16,0.9806,10.4133,0.9325
cuda,M2M100ForConditionalGeneration,8,0.8027,24.9489,0.9401
cuda,MBartForCausalLM,32,0.9405,9.1803,0.8924
cuda,MBartForConditionalGeneration,16,0.8303,24.5140,0.8555
cuda,MT5ForConditionalGeneration,8,0.8310,19.9272,0.8300
cuda,MegatronBertForCausalLM,16,0.8411,20.9295,0.8597
cuda,MegatronBertForQuestionAnswering,16,0.8461,19.8299,0.8529
cuda,MobileBertForMaskedLM,32,0.8144,44.8018,0.8864
cuda,MobileBertForQuestionAnswering,64,0.8132,44.5644,0.9965
cuda,OPTForCausalLM,32,0.9263,9.3697,0.8679
cuda,PLBartForCausalLM,32,0.9413,4.7334,0.8444
cuda,PLBartForConditionalGeneration,16,0.8241,12.4558,0.9000
cuda,PegasusForCausalLM,32,0.9531,9.2042,0.8906
cuda,PegasusForConditionalGeneration,16,0.8247,23.8904,0.9620
cuda,RobertaForCausalLM,64,0.9597,10.6038,0.8994
cuda,RobertaForQuestionAnswering,128,0.9737,9.9709,0.9520
cuda,Speech2Text2ForCausalLM,128,0.9446,4.7464,0.8196
cuda,T5ForConditionalGeneration,4,0.8478,12.8866,0.9527
cuda,T5Small,1,0.8421,12.9028,0.8840
cuda,TrOCRForCausalLM,32,0.9487,9.1620,0.8921
cuda,XGLMForCausalLM,8,0.8170,19.3323,0.9234
cuda,YituTechConvBert,1,0.8193,15.0827,0.8648
