dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler
cuda,Background_Matting,4,1.655581,5.500385,2.042698,8.832473,4.602076,1.948051,0.201276,5.681403
cuda,LearningToPaint,96,0.702227,2.685040,0.910876,3.621303,1.107818,0.512169,0.077141,2.150327
cuda,Super_SloMo,6,1.863849,8.135461,2.599240,9.269145,4.813124,1.744998,0.109172,3.807309
cuda,alexnet,128,0.133983,1.575071,0.199468,2.432328,0.550351,0.188248,0.013754,1.063481
cuda,attention_is_all_you_need_pytorch,256,2.146943,7.225712,2.752519,9.373601,3.459123,1.605278,0.358684,22.697300,5.026571
cuda,dcgan,32,0.132215,1.323674,0.185572,2.009570,0.182961,0.077266,0.012237,0.879298
cuda,demucs,4,0.270634
cuda,densenet121,4,3.850534,14.618891,6.103662,21.830489,12.628986,3.944489,0.648770,13.562697
cuda,dlrm,2048,0.423334,1.252090,0.306658,2.172301,0.511532,0.128547,0.015561,1.235208
cuda,fastNLP_Bert,6,2.623778,8.226792,2.719953,10.527570,3.366416,1.569175,0.293100,5.680364,5.131586
cuda,functorch_dp_cifar10,64,0.520452,3.252140,1.224558,5.902230,2.431567,0.667307,0.072105,3.919687,6.575135
cuda,hf_Albert,8,2.103770,3.543661,2.419760,6.236474,2.562243,1.077544,0.145177,5.207136,5.524781
cuda,hf_Bart,4,3.064064,7.854888,2.889531,12.162704,4.815306,1.863207,0.388384,4.449546,7.333976
cuda,hf_Bert,4,2.598549,5.124310,2.385245,7.815354,3.704142,1.407279,0.280992,5.182064,0.626027
cuda,hf_BigBird,2,11.383416,6.483365,1.836313,10.047766,2.797148,1.248685,0.212792,5.514831,0.496098
cuda,hf_DistilBert,8,1.135619,3.231705,1.328914,5.384868,1.818222,0.764891,0.119718,3.536708,3.443978
cuda,hf_GPT2,4,2.433290,4.770006,1.971676,7.365710,3.098853,1.315194,0.242354,4.659031,3.560060
cuda,hf_GPT2_large,4,8.242804,12.304404,6.260864,19.540016,9.985500,3.770921,1.209937,13.773860,2.925835
cuda,hf_Reformer,4,3.179227,8.616314,0.736613,9.313524,1.211321,0.802011,0.063706,5.151915,1.483451
cuda,hf_T5,8,3.306869,7.425385,2.294530,10.954284,4.342520,1.507369,0.294257,6.677927,5.951139
cuda,hf_T5_large,2,17.440612,24.040671,9.740416,34.159271,18.207480,5.765199,2.305732,35.043042,20.382703
cuda,lennard_jones,1000,0.108231,0.944784,0.072982,1.492189,0.071319,0.045707,0.006444,0.624966
cuda,mnasnet1_0,32,1.558269,5.792663,2.457425,8.109102,3.414210,1.427428,0.212558,4.865543,5.128669
cuda,mobilenet_v2,96,1.629967,6.648977,2.669526,8.373800,3.894306,1.554779,0.242534,4.492018
cuda,mobilenet_v3_large,32,1.694189,6.286663,2.721262,9.063093,3.910705,1.578732,0.242505,5.597414,10.701358
cuda,nvidia_deeprecommender,256,0.198655,1.137816,0.118766,2.208752,0.117844,0.063593,0.009527,1.196843,0.654234
cuda,pytorch_CycleGAN_and_pix2pix,1,0.638907,2.641499,0.924836,4.709692,1.823718,0.997360,0.075701,3.040043
cuda,pytorch_stargan,16,0.634987,2.141023,1.005008,3.447299,0.841079,0.344530,0.053560,2.351438,38.740869
cuda,pytorch_struct,200,0.290101,1.207300,0.190386,2.859423,0.412102,0.132020,0.021577,1.855992,28.936106
cuda,pytorch_unet,1,0.793797,3.310565,0.970680,4.815340,1.931841,0.892895,0.073486,2.515987
cuda,resnet18,16,0.652885,3.397213,0.935282,4.745962,1.528662,0.815921,0.072746,2.319425,5.525126
cuda,resnet50,32,1.633327,5.137271,2.451187,7.249346,3.165214,1.269231,0.215188,4.657184,4.903325
cuda,resnext50_32x4d,8,1.644389,4.510841,2.076609,7.013793,3.037092,1.271447,0.195287,4.674926,5.811088
cuda,shufflenet_v2_x1_0,128,1.780236,6.125513,2.745376,8.821956,4.009907,2.013399,0.285514,5.544229
cuda,soft_actor_critic,256,0.142737,1.501924,0.070599,2.464196,0.069979,0.041442,0.006509,1.037623
cuda,speech_transformer,32,3.309780,7.991221,2.608061,12.458781,4.382469,1.933199,0.320965,7.702041
cuda,squeezenet1_1,32,0.299037,2.073079,0.415151,2.982401,0.843385,0.387380,0.040308,1.341501
cuda,tacotron2,64,18.950485,16.806241,3.451205,25.147204,5.397830,4.015271,0.545580,6.415139,12.018938
cuda,timm_nfnet,128,2.920097,7.793321,6.024433,10.741028,5.812452,1.766207,0.260481,9.160346
cuda,timm_resnest,32,0.916242,5.131781,1.556235,7.853796,3.058246,1.236599,0.099706,51.177745,4.328140
cuda,timm_vision_transformer,8,1.477811,4.395569,2.076146,9.949141,2.670227,1.297346,0.212251,31.540110,8.028504
cuda,timm_vision_transformer_large,8,4.922239,10.900520,7.012514,27.783968,11.043772,4.033195,1.245394,19.394963,24.181920
cuda,tts_angular,64,0.148244,0.925239,0.045900,1.419672,0.027091,0.014281,0.001446,0.542283
cuda,vgg16,64,0.211469,1.818081,0.299920,2.826474,0.774724,0.281670,0.024377,1.319319
cuda,yolov3,16,4.013166,35.334247,4.674016,393.590678,14.510742,5.571274,0.352229,363.074401
