dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,AlbertForMaskedLM,2,1.823796
cuda,AlbertForQuestionAnswering,2,1.788708
cuda,AllenaiLongformerBase,1,6.506943
cuda,BartForCausalLM,2,1.676959
cuda,BartForConditionalGeneration,1,4.942405
cuda,BertForMaskedLM,64,1.969030
cuda,BertForQuestionAnswering,64,1.894219
cuda,BlenderbotSmallForCausalLM,64,1.316451
cuda,BlenderbotSmallForConditionalGeneration,32,3.323748
cuda,CamemBert,1,1.860149
cuda,DistilBertForMaskedLM,16,1.050220
cuda,DistilBertForQuestionAnswering,32,1.151809
cuda,DistillGPT2,1,1.292849
cuda,ElectraForCausalLM,1,1.844598
cuda,ElectraForQuestionAnswering,64,1.897184
cuda,GPT2ForSequenceClassification,4,2.110285
cuda,LayoutLMForMaskedLM,16,2.114093
cuda,LayoutLMForSequenceClassification,16,2.065104
cuda,M2M100ForConditionalGeneration,2,4.930180
cuda,MBartForCausalLM,16,1.682034
cuda,MBartForConditionalGeneration,8,4.875627
cuda,MegatronBertForCausalLM,2,3.779397
cuda,MegatronBertForQuestionAnswering,8,3.857106
cuda,MobileBertForMaskedLM,16,8.796044
cuda,MobileBertForQuestionAnswering,32,8.582198
cuda,OPTForCausalLM,4,1.759932
cuda,PLBartForCausalLM,16,1.203299
cuda,PLBartForConditionalGeneration,8,2.615963
cuda,PegasusForCausalLM,8,1.677552
cuda,PegasusForConditionalGeneration,4,4.596206
cuda,RobertaForCausalLM,4,1.846824
cuda,RobertaForQuestionAnswering,64,1.879342
cuda,Speech2Text2ForCausalLM,64,1.168679
cuda,TrOCRForCausalLM,8,1.580240
cuda,XGLMForCausalLM,1,3.155896
cuda,XLNetLMHeadModel,4,4.206870
cuda,YituTechConvBert,1,2.818152
