,Compiler,torchbench,huggingface,timm_models
eager,eager,0.99x,0.99x,1.00x
aot_eager,aot_eager,0.87x,0.92x,0.88x
inductor,inductor,0.84x,0.76x,1.04x
inductor_no_cudagraphs,inductor_no_cudagraphs,0.91x,0.87x,1.04x
