dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,19.046622,13.728082,7.782545,1.743742,14.181433,3.202716,1.428934,0.153259,1.486970,1.465288,9.714374
cuda,AlbertForQuestionAnswering,4,18.955213,13.704666,7.662547,1.720896,14.792804,3.370697,1.225301,0.153485,1.228727,1.050298,10.163919
cuda,BartForCausalLM,4,23.991000,16.512057,9.882988,2.025888,16.333126,3.719174,1.612270,0.275277,1.413209,1.555609,9.997086
cuda,BartForConditionalGeneration,2,48.830788,37.417663,20.145102,6.228980,26.354615,9.820544,4.064361,1.043669,0.861189,1.343210,13.574555
cuda,BertForMaskedLM,16,23.632596,16.662984,9.631638,2.307331,15.309728,3.881688,1.662939,0.286287,1.968924,2.062514,10.065284
cuda,BertForQuestionAnswering,16,24.041587,17.073102,9.975738,2.316845,15.392159,3.906922,1.683954,0.285859,1.557991,1.647878,9.403577
cuda,BlenderbotSmallForCausalLM,64,16.359961,9.949731,5.360316,1.562226,10.174826,2.283967,1.139094,0.175014,2.682494,9.162989,2.070876
cuda,BlenderbotSmallForConditionalGeneration,64,34.402207,25.450766,13.693624,3.443335,19.945888,6.983728,2.784873,0.598777,2.103771,1.872199,11.986068
cuda,CamemBert,16,23.980438,17.240867,10.144674,2.152364,15.398757,3.918220,1.680611,0.292349,0.863685,0.954801,8.569984
cuda,DebertaForMaskedLM,4,40.814492,30.375516,21.612833,2.625645,29.569230,4.770292,2.296931,0.368154,15.830221,2.509369,26.676728
cuda,DebertaForQuestionAnswering,8,42.551300,31.830334,23.100888,2.572964,31.464906,4.711794,2.276111,0.374871,16.355821,2.772604,27.554943
cuda,DebertaV2ForMaskedLM,1,52.912267,37.105175,23.142984,3.880420,29.418494,5.502378,2.890056,0.644491,33.556291,1.788016,44.140220
cuda,DebertaV2ForQuestionAnswering,2,52.307604,36.475196,22.316477,4.295563,29.030113,6.619975,3.448499,0.648764,33.519589,0.508711,44.959758
cuda,DistilBertForMaskedLM,128,16.316271,11.224792,7.489491,1.089075,11.964682,1.896088,0.885194,0.129426,1.497857,3.746916,7.122673
cuda,DistilBertForQuestionAnswering,256,17.282425,11.849121,8.060240,1.089168,13.151260,1.948874,0.898778,0.125894,0.905634,2.906830,7.142787
cuda,DistillGPT2,16,17.022882,11.811385,8.303416,1.096793,12.581320,1.970211,0.869734,0.112381,0.902850,2.206054,6.328292
cuda,ElectraForCausalLM,32,28.299780,21.396365,14.297420,2.300144,26.118239,4.031322,1.721142,0.289246,3.746374,3.821910,17.983896
cuda,ElectraForQuestionAnswering,64,24.817327,17.820470,10.769359,2.127507,19.456486,3.968983,1.862720,0.295645,2.314606,2.325749,13.425483
cuda,GPT2ForSequenceClassification,4,23.339059,16.825883,10.471819,2.159952,14.140660,3.651053,1.848943,0.252190,0.275072,1.485834,6.199658
cuda,GoogleFnet,16,20.107914,14.690660,11.249141,1.391440,19.375241,1.973524,0.874877,0.128206,5.088002,1.806437,14.686530
cuda,LayoutLMForMaskedLM,16,24.953796,17.667259,10.097833,2.188722,15.844162,3.994073,1.705728,0.296522,1.969458,2.547279,10.021127
cuda,LayoutLMForSequenceClassification,16,25.097645,17.878226,10.749863,2.415259,18.413643,4.829128,1.969785,0.287577,7.178715,7.704952,17.369194
cuda,M2M100ForConditionalGeneration,16,50.163801,38.603638,21.918612,5.093503,32.930063,8.954005,4.106259,0.794093,3.671935,8.543921,20.323436
cuda,MBartForCausalLM,4,24.551830,17.580233,10.982389,2.072734,17.228671,3.791795,1.651166,0.279198,1.374255,1.362592,9.800135
cuda,MBartForConditionalGeneration,2,47.996731,36.439188,19.281069,6.232932,25.581760,9.840077,4.132731,1.061517,0.860653,0.560375,13.669871
cuda,MT5ForConditionalGeneration,16,35.903842,27.404423,14.627347,3.796386,22.198304,6.444826,2.723264,0.542398,3.489290,21.198525,15.048393
cuda,MegatronBertForCausalLM,4,39.607300,29.354075,15.108743,4.480152,23.292979,8.469873,3.313090,0.729102,1.119155,1.660197,14.002738
cuda,MegatronBertForQuestionAnswering,8,40.391704,30.198889,16.040669,4.511331,23.575559,8.416392,3.317307,0.730947,1.657251,1.523553,14.186742
cuda,MobileBertForMaskedLM,64,42.669830,31.867865,10.783974,5.619800,26.382851,10.233991,4.789532,2.495127,3.010256,3.902764,24.555726
cuda,MobileBertForQuestionAnswering,128,43.089901,32.196793,10.948342,5.639886,26.931035,10.235325,4.773469,2.508344,2.701792,2.420777,24.658231
cuda,OPTForCausalLM,2,22.800015,16.262788,9.619330,2.011296,15.622220,4.000332,2.000711,0.275591,1.448700,1.943389,9.565079
cuda,PLBartForCausalLM,8,16.376391,11.094819,7.386859,1.086294,12.483519,1.856193,0.880963,0.128157,1.076669,1.249941,7.316390
cuda,PLBartForConditionalGeneration,4,28.272465,20.655135,11.490748,2.757992,18.823868,5.270640,2.194444,0.417477,1.724136,1.814564,11.960631
cuda,PegasusForCausalLM,32,24.746439,17.821090,11.293410,1.961703,18.841110,3.738443,1.638921,0.276767,1.701907,1.553505,11.318062
cuda,PegasusForConditionalGeneration,32,39.625124,32.087353,16.398376,3.868513,25.655164,8.065631,3.420089,0.715662,1.963706,0.644565,15.314403
cuda,RobertaForCausalLM,16,24.683645,17.719621,10.652047,2.148773,15.763780,3.993497,1.925292,0.298506,0.863800,1.349871,8.426608
cuda,RobertaForQuestionAnswering,16,24.064278,17.093843,10.099441,2.118170,14.103042,3.883250,1.663191,0.291133,0.536473,0.610131,6.959465
cuda,Speech2Text2ForCausalLM,256,18.313725,12.950837,9.585266,0.953330,16.224962,1.703092,0.869760,0.124342,1.313862,1.091079,8.962916
cuda,T5ForConditionalGeneration,4,27.703098,20.495843,11.710509,2.305511,17.660474,4.724468,1.758691,0.334458,2.130240,6.686120,10.517609
cuda,T5Small,4,27.783818,20.514724,11.661583,2.292236,17.904559,4.683864,1.740624,0.333392,2.115425,6.803358,10.780643
cuda,TrOCRForCausalLM,32,22.799857,15.910870,9.353607,2.167985,15.403540,3.572469,1.650555,0.280481,1.212479,1.123778,9.536533
cuda,XGLMForCausalLM,8,44.512973,34.863312,20.637207,4.725279,30.420531,9.195383,3.419118,0.812121,3.898949,22.121782,18.635442
cuda,XLNetLMHeadModel,8,56.733533,45.815938,24.654757,7.364166,32.307365,14.459683,3.881815,0.931150,10.538363,15.326632
cuda,YituTechConvBert,16,36.677435,26.891557,16.174703,3.896731,30.199795,5.923985,2.472560,0.487086,6.082955,9.344277,24.174606
