dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,18.504321,13.404158,7.418825,1.745913,13.594176,3.215415,1.416198,0.154881,1.439609,8.001740
cuda,AlbertForQuestionAnswering,4,18.873816,13.629731,7.449635,1.725724,13.942763,3.397520,1.219231,0.149301,1.056175,8.298960
cuda,BartForCausalLM,4,22.572295,16.010057,9.441592,2.063185,14.985360,3.756070,1.631895,0.281911,1.499530,7.984768
cuda,BartForConditionalGeneration,2,48.565842,37.341156,20.119840,6.752830,26.227705,9.907163,4.098026,1.052003,1.229783,13.120682
cuda,BertForMaskedLM,16,23.223230,16.402129,9.350727,2.335912,14.844088,3.692715,1.959107,0.294434,2.083069,8.134189
cuda,BertForQuestionAnswering,16,24.877184,17.596922,10.223703,2.378643,15.695781,3.697124,1.685934,0.289999,1.638021,8.194815
cuda,BlenderbotForCausalLM,4,38.199519,27.893474,14.639264,4.517617,22.206238,7.026547,3.216279,0.717989,4.225063,12.583817
cuda,BlenderbotSmallForCausalLM,64,15.792908,10.032381,5.450449,1.542021,10.287813,2.480181,1.116243,0.180373,6.448234,2.101285
cuda,BlenderbotSmallForConditionalGeneration,64,34.625344,25.582874,14.112859,3.627024,20.422380,6.911819,2.727881,0.587204,1.831282,10.114293
cuda,CamemBert,16,25.120283,17.460953,10.217504,2.178798,15.869339,4.099829,1.691785,0.298624,0.978580,8.139328
cuda,DebertaForMaskedLM,4,41.757333,31.562728,22.534162,2.934206,30.906722,4.914211,2.234140,0.356304,2.377699,11.525912
cuda,DebertaForQuestionAnswering,8,42.876760,32.213073,23.220487,2.524736,31.702925,4.681997,2.965449,0.360507,2.786925,11.227434
cuda,DebertaV2ForMaskedLM,1,53.966742,37.680970,23.914638,3.924423,30.104629,5.960331,2.861330,0.639467,1.687342,10.747650
cuda,DebertaV2ForQuestionAnswering,2,53.220808,37.214096,22.869953,3.926655,29.773107,7.009392,3.583608,0.635699,0.499389,11.448692
cuda,DistilBertForMaskedLM,128,15.932748,11.099221,7.308010,1.313673,11.767367,2.143333,0.904719,0.131475,3.726534,5.829849
cuda,DistilBertForQuestionAnswering,256,16.868249,12.057373,8.284704,1.099042,12.799375,2.205291,0.909737,0.129602,2.920380,5.669153
cuda,DistillGPT2,16,17.492821,12.425684,8.814586,1.318923,12.976877,2.013496,0.906854,0.114129,2.185502,5.531007
cuda,ElectraForCausalLM,32,28.164356,21.327199,13.978684,2.375287,25.043588,3.909095,1.756955,0.292939,3.843284,13.787611
cuda,ElectraForQuestionAnswering,64,26.452504,18.383716,11.114205,2.195531,20.298556,4.073537,1.912935,0.300189,2.299880,11.680290
cuda,GPT2ForSequenceClassification,4,26.222895,18.334821,11.817851,2.179694,15.596305,4.411334,1.585816,0.252736,1.412159,6.053793
cuda,GoogleFnet,16,21.824929,15.711532,12.223359,1.401397,21.489165,2.150410,0.878083,0.135066,1.768787,10.739645
cuda,LayoutLMForMaskedLM,16,25.819225,18.058168,10.430922,2.225908,16.667924,3.855917,2.035444,0.301248,2.509330,8.822586
cuda,LayoutLMForSequenceClassification,16,25.677011,18.362542,11.098518,2.647415,18.440279,4.581618,1.959791,0.295499,7.787966,10.098110
cuda,M2M100ForConditionalGeneration,16,50.311410,38.455455,21.525245,5.111940,32.913621,10.253199,4.165303,0.791777,8.660418,16.761668
cuda,MBartForCausalLM,4,24.445961,17.754208,10.730752,2.105511,16.658692,3.791500,1.664915,0.279385,1.346003,8.137402
cuda,MBartForConditionalGeneration,2,49.684060,37.760758,20.204524,7.049401,26.208338,10.113227,4.144708,1.080127,0.513830,13.322690
cuda,MT5ForConditionalGeneration,16,36.469998,27.939594,15.117708,3.781548,22.913833,7.002664,2.730115,0.536988,20.730342,11.763373
cuda,MegatronBertForCausalLM,4,39.754926,29.351362,15.126928,5.284996,22.866663,8.177410,3.330555,0.732687,1.780962,13.240962
cuda,MegatronBertForQuestionAnswering,8,40.195471,29.912578,15.604623,4.891414,23.023993,8.167007,3.746387,0.746914,1.527101,12.815515
cuda,MobileBertForMaskedLM,64,45.705999,33.599429,11.917469,5.815577,28.267627,10.496430,4.903250,2.584998,3.697956,22.485896
cuda,MobileBertForQuestionAnswering,128,44.651844,33.463220,10.630902,5.818920,26.609890,10.417495,4.868214,2.659573,2.425748,22.118190
cuda,OPTForCausalLM,2,23.690582,16.966967,10.269689,2.068986,16.857265,4.922828,1.769053,0.282960,1.738040,8.758306
cuda,PLBartForCausalLM,8,16.899469,11.461675,7.694443,1.300075,12.770469,2.111174,0.900869,0.129906,1.214792,6.431587
cuda,PLBartForConditionalGeneration,4,29.173505,21.376389,12.147983,3.028470,19.519305,5.037118,2.195005,0.418332,1.747738,10.536696
cuda,PegasusForCausalLM,32,25.070764,18.148481,11.599419,1.969323,19.109356,4.012230,1.625922,0.277964,1.558514,9.584143
cuda,PegasusForConditionalGeneration,32,38.486445,31.315035,15.726457,3.965689,25.270650,8.623526,3.515438,0.725452,0.638171,13.727567
cuda,RobertaForCausalLM,16,23.807351,17.080276,9.929002,2.175988,14.824716,4.105776,1.922743,0.297467,1.360844,7.373227
cuda,RobertaForQuestionAnswering,16,23.872359,16.997188,9.960528,2.117367,13.951424,3.641399,1.938086,0.279199,0.609734,6.399951
cuda,Speech2Text2ForCausalLM,256,17.912498,12.682701,9.406918,1.096530,16.065747,1.697617,0.981147,0.123975,1.086727,7.807035
cuda,T5ForConditionalGeneration,4,27.774203,20.572706,11.781461,2.309228,17.682499,4.721272,2.091617,0.331219,6.825333,8.335890
cuda,T5Small,4,27.867814,20.638600,11.870899,2.279452,17.783375,4.707770,2.082607,0.331196,6.841343,8.313775
cuda,TrOCRForCausalLM,32,23.090199,15.923803,9.309462,2.392945,15.177606,3.301713,1.617882,0.275709,1.097448,8.361014
cuda,XGLMForCausalLM,8,43.850298,34.360210,19.739852,5.408816,29.213955,9.040809,3.504642,0.829226,21.950753,15.105979
cuda,XLNetLMHeadModel,8,56.388218,45.592245,24.494421,7.308811,31.973398,14.310282,3.871646,0.919199,10.543815,15.101022
cuda,YituTechConvBert,16,37.000404,27.626767,16.567216,3.907557,30.693475,5.950049,2.451403,0.490639,9.419364,18.201250
