dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,26.361639,23.244034,20.331436,11.643358,2.552722,15.815959,4.166921,1.871088,0.251942,10.141473,24.771884,19.627075
cuda,Background_Matting,4,23.207164,21.111014,18.116854,10.640792,2.875494,16.210182,5.298042,2.831856,0.202410,13.085936,27.029321,23.989588
cuda,LearningToPaint,96,14.550987,13.664915,9.816041,6.158354,1.065439,9.436483,1.096658,0.675580,0.064736,12.428988,23.647724,17.760035
cuda,Super_SloMo,6,22.622446,20.569987,17.843387,10.814831,2.883275,14.172536,5.268493,2.471525,0.117493,7.418609,15.476318,7.127051
cuda,alexnet,128,7.689030,7.385103,3.857969,2.221456,0.247766,5.968547,0.740290,0.291672,0.012032,4.717628,8.831689,4.567550
cuda,attention_is_all_you_need_pytorch,256,26.333404,23.538356,20.453196,11.445675,2.317105,15.789821,4.387672,1.996144,0.329253,14.431326,31.130945,23.980483
cuda,dcgan,32,6.445684,6.162452,3.512244,1.772317,0.186414,2.654826,0.181787,0.102431,0.010401,0.123672,1.365205
cuda,demucs,4,13.236933,12.434413,9.656249,8.451237,0.545308,12.755766,1.048296,0.546265,0.031673,5.492052,8.781310,11.377950
cuda,densenet121,4,50.355575,45.524056,42.747512,25.607933,6.848830,33.610643,12.957080,5.327719,0.648845,29.454254,57.511492,51.472104
cuda,dlrm,1024,5.815457,5.509902,3.149620,1.401158,0.168735,2.863963,0.343634,0.137475,0.014378,0.127461,1.942483
cuda,drq,1,7.255054,6.792557,4.290641,2.646437,0.120374,4.163104,0.121869,0.081675,0.012400,0.396928,2.183229
cuda,fastNLP_Bert,6,26.561304,23.304471,20.879366,13.999753,1.973927,17.259997,3.612130,1.772684,0.267462,0.745324,6.598847,9.346676
cuda,functorch_dp_cifar10,64,12.687697,11.966544,9.361933,5.573868,1.313750,10.987033,2.124906,0.864001,0.052994,25.836429,34.280846,33.638334
cuda,hf_Albert,8,19.419877,17.491974,14.642208,7.508985,1.795501,11.478026,3.044379,1.455803,0.144409,5.202009,9.184313,13.129824
cuda,hf_Bart,4,27.846698,24.110056,21.672861,11.913842,2.547129,17.417998,4.457048,2.160478,0.391600,3.116704,2.848511,14.405774
cuda,hf_Bert,4,22.036330,18.754418,16.117679,8.821969,1.939105,12.456806,2.892095,1.878265,0.265259,0.635926,3.401643,8.830872
cuda,hf_Bert_large,4,36.851043,29.929200,27.366950,13.625730,3.686865,19.073416,6.410417,3.114202,0.732507,0.950374,3.025612,14.831687
cuda,hf_BigBird,2,71.503480,61.780560,59.224068,32.278328,9.404334,48.522564,20.963969,10.228862,0.558702,14.855750,7.900290,49.056296
cuda,hf_DistilBert,8,14.479101,12.968591,10.838645,6.268991,1.007559,9.451920,1.556931,0.885609,0.109484,1.955493,5.346675,7.396504
cuda,hf_GPT2,4,23.332035,20.260643,16.858229,9.915072,1.998253,12.143941,3.260573,1.615769,0.229700,0.265754,7.635157,6.718080
cuda,hf_Reformer,4,25.846984,22.550197,20.346967,17.176252,0.770862,19.857426,1.258633,0.707778,0.063166,0.483872,5.485790,4.941266
cuda,hf_T5,8,26.281854,22.247205,20.014131,10.651659,2.372736,14.681078,4.006414,1.685195,0.283640,2.085346,6.384823,11.501102
cuda,hf_T5_large,2,91.465498,71.629927,68.943677,34.989885,9.636526,44.476853,18.481063,6.451471,2.464386,3.492889,26.222916,34.815201
cuda,lennard_jones,1000,4.646838,4.407010,2.507894,1.038538,0.029711,1.897186,0.068791,0.038029,0.005886,0.107466,1.058329
cuda,mnasnet1_0,32,24.030710,22.133678,18.443696,11.212366,2.694777,14.845456,3.394350,1.807715,0.185950,37.692198,71.834207,46.550783
cuda,mobilenet_v2,96,25.545384,23.648239,20.090631,12.643055,2.881364,15.713332,3.757228,1.924345,0.207109,42.394180,92.263943,50.932788
