dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.083352,6.910757,2.852585,9.503738,3.432351,1.669477,0.278235,0.000007,9.696241,5.547966
cuda,Background_Matting,4,1.437901,4.764746,1.985671,7.929537,4.098404,1.746318,0.185700,0.462702,5.682638
cuda,LearningToPaint,96,0.580827,2.530539,0.855794,3.304096,0.953673,0.462992,0.065478,0.232921,1.894306
cuda,Super_SloMo,6,1.369131,6.379592,2.161768,7.345928,3.521058,1.327952,0.093695,0.331855,3.513068
cuda,alexnet,128,0.100159,1.505651,0.173346,2.228500,0.371591,0.160970,0.011525,0.145863,1.047921
cuda,attention_is_all_you_need_pytorch,256,1.744711,21.471019,2.969567,24.277617,3.813936,1.444272,0.309083,2.445236,13.920927,8.328057
cuda,dcgan,32,0.121908,1.970139,0.165873,2.578454,0.163338,0.077784,0.010947,0.106208,2.633526,0.887083
cuda,demucs,4,0.219371
cuda,densenet121,4,3.423335,13.695138,7.220293,20.437219,12.066539,3.785979,0.570953,1.027173,15.205518
cuda,dlrm,2048,0.370075,1.061447,0.149616,2.045205,0.343005,0.105818,0.013617,0.117467,1.257734
cuda,drq,1,0.186845,1.664430,0.112082,2.620664,0.097557,0.049352,0.012033,0.249034,1.324033
cuda,fastNLP_Bert,6,2.112934,8.550572,2.673677,12.294041,2.946871,1.691873,0.254657,2.602564,5.980931,9.115071
cuda,functorch_dp_cifar10,64,0.316131,3.341250,1.404781,5.602001,1.941819,0.665922,0.056011,3.374894,5.512509,7.080184
cuda,hf_Albert,8,1.591833,3.045853,2.067507,6.666297,2.903200,1.014241,0.146626,4.636845,10.405385,4.125754
cuda,hf_Bart,4,2.319933,9.539466,3.433252,13.757552,5.112572,1.735092,0.373704,3.472243,3.963247,11.247590
cuda,hf_Bert,4,2.047630,6.560057,2.729247,8.685114,2.850063,1.235366,0.252955,2.330735,7.279035,1.808979
cuda,hf_BigBird,2,10.201906,9.151257,1.555805,12.418516,2.111152,0.969820,0.197067,7.958625,12.890341,0.347942
cuda,hf_DistilBert,8,0.827030,3.143232,1.234218,4.980868,1.504042,0.656095,0.116985,3.186450,6.306672,2.817060
cuda,hf_GPT2,4,2.043005,4.490289,1.952426,6.678967,2.715174,1.163476,0.217931,2.114907,6.337924,1.704281
