
cuda,AlbertForMaskedLM,0,0.0000
cuda,AlbertForQuestionAnswering,0,0.0000
cuda,AllenaiLongformerBase,1,0.7712,120.5159,55.6530,0.3209
cuda,BartForCausalLM,4,0.7548,163.4891,7.5110,0.3643
cuda,BartForConditionalGeneration,0,0.0000
cuda,BertForMaskedLM,64,0.7296,138.6868,8.2291,0.3646
cuda,BertForQuestionAnswering,0,0.0000
cuda,BigBird,1,0.9997,180.7141,25.5169,0.4213
cuda,BlenderbotSmallForCausalLM,64,0.6823,94.7197,5.1556,0.3879
cuda,BlenderbotSmallForConditionalGeneration,0,0.0000
cuda,CamemBert,1,1.3404,23.2149,7.8421,0.3614
cuda,DebertaForMaskedLM,4,0.7253,82.3732,34.6318,0.3553
cuda,DebertaForQuestionAnswering,8,0.6823,120.0155,34.3398,0.3072
cuda,DistilBertForMaskedLM,64,0.7127,88.9923,4.4902,0.3665
cuda,DistilBertForQuestionAnswering,64,0.7124,55.9017,4.5165,0.3178
cuda,DistillGPT2,1,1.0445,16.4638,3.6830,0.3794
cuda,ElectraForCausalLM,0,0.0000
cuda,ElectraForQuestionAnswering,0,0.0000
cuda,GPT2ForSequenceClassification,0,0.0000
cuda,GoogleFnet,1,0.9612,19.3952,8.9306,0.3714
cuda,LayoutLMForMaskedLM,0,0.0000
cuda,LayoutLMForSequenceClassification,16,0.7382,153.4354,8.6779,0.3324
cuda,M2M100ForConditionalGeneration,8,1.0153,98.1611,20.3285,0.3799
cuda,MBartForCausalLM,32,0.7328,117.7004,7.3175,0.3743
cuda,MBartForConditionalGeneration,16,0.7588,138.7353,21.5055,0.3438
cuda,MT5ForConditionalGeneration,8,1.1704,63.5378,17.5937,0.4150
cuda,MegatronBertForCausalLM,16,0.7386,108.6768,16.6179,0.3520
cuda,MegatronBertForQuestionAnswering,16,0.7530,98.5191,16.4902,0.3483
cuda,MobileBertForMaskedLM,32,1.1040,117.3643,40.5746,0.3242
cuda,MobileBertForQuestionAnswering,64,0.8720,157.1813,41.1703,0.2587
cuda,OPTForCausalLM,32,0.7124,87.1432,9.4523,0.3604
cuda,PLBartForCausalLM,32,0.7346,58.2262,3.9311,0.3948
cuda,PLBartForConditionalGeneration,16,0.8143,61.3667,10.2553,0.3582
cuda,PegasusForCausalLM,32,0.7316,117.0388,8.2684,0.3909
cuda,PegasusForConditionalGeneration,16,0.7602,137.4873,20.1303,0.3704
cuda,RobertaForCausalLM,64,0.7457,146.6974,8.4670,0.3642
cuda,RobertaForQuestionAnswering,0,0.0000
cuda,Speech2Text2ForCausalLM,128,0.6607,53.3408,4.5675,0.3524
cuda,T5ForConditionalGeneration,4,0.7233,143.6557,11.6629,0.3543
cuda,T5Small,1,0.9850,56.7345,11.0732,0.3432
cuda,TrOCRForCausalLM,32,0.7344,117.3570,7.2719,0.3743
cuda,XGLMForCausalLM,8,0.7321,108.6420,21.8717,0.3971
cuda,YituTechConvBert,1,1.7619,28.2817,12.5684,0.3686
