dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BartForCausalLM,4,1.699587,6.322339,2.405599,8.803467,3.189659,1.160127,0.229091,1.303789,1.212250,6.279263
cuda,BartForConditionalGeneration,2,4.615754,16.237195,8.224040,20.685978,9.412995,2.932256,0.873561,3.174110,2.602239,16.086097
cuda,BertForMaskedLM,64,2.262702,6.717104,2.521922,9.237620,3.192838,1.246238,0.255619,2.833741,7.970838,2.108769
cuda,BigBird,1,9.653882,9.447097,1.280696,12.919362,2.097453,0.953560,0.194825,8.383490,13.245669,0.394925
cuda,BlenderbotSmallForCausalLM,64,1.154461,3.430396,1.534106,5.858179,2.018574,0.847906,0.154047,2.459970,6.483166,2.101047
cuda,BlenderbotSmallForConditionalGeneration,64,3.124336,9.218957,4.607273,13.389894,5.657531,2.123047,0.518454,3.350073,2.735581,12.279800
cuda,CamemBert,1,2.186130,6.152115,2.182266,7.996984,2.828648,1.054157,0.237489,0.997502,5.116086,0.571648
cuda,DebertaForMaskedLM,4,6.804578,17.842960,2.992640,20.920133,3.963537,1.863280,0.311350,19.615021,0.842264,25.923960
cuda,DebertaForQuestionAnswering,8,6.543801,16.966756,2.903505,20.099926,3.921516,1.846847,0.306202,21.569794,1.791945,27.844471
cuda,DistilBertForMaskedLM,64,0.863955,3.423370,1.239801,5.685009,1.753124,0.655218,0.113265,2.499361,6.048791,2.099668
cuda,DistilBertForQuestionAnswering,64,0.927702,3.394163,1.191234,5.443944,1.714390,0.640030,0.114138,2.142323,5.431305,1.756667
cuda,DistillGPT2,1,1.015208,2.737289,0.847808,4.540478,1.186816,0.785498,0.099233,3.808182,6.500715,3.570566
cuda,ElectraForQuestionAnswering,64,2.308568,6.725922,2.485527,9.325379,3.211462,1.267060,0.262639,2.729498,7.909293,1.968829
cuda,GPT2ForSequenceClassification,4,1.993059,4.445923,2.224703,6.481630,2.457462,1.164677,0.216923,1.435914,5.778787,1.023067
cuda,GoogleFnet,1,1.227031,9.261301,0.960134,12.006006,1.398726,0.635600,0.108827,4.779759,8.552932,0.615612
cuda,LayoutLMForSequenceClassification,16,2.675913,6.689991,2.480029,10.278463,3.947646,1.478078,0.253610,7.750727,13.913577,7.171592
cuda,M2M100ForConditionalGeneration,8,3.964981,11.565309,4.828770,18.200284,6.418422,2.598208,0.580941,6.527102,13.824740,18.185106
cuda,MBartForCausalLM,32,1.687964,7.912243,2.496291,10.644351,3.318428,1.255510,0.253844,1.258494,1.060652,6.576106
cuda,MBartForConditionalGeneration,16,4.595167,14.402504,7.695372,20.075125,9.514143,3.162122,0.960786,3.150431,1.726446,16.757953
cuda,MT5ForConditionalGeneration,8,4.579607,7.101030,4.534658,11.896962,5.804299,1.766549,0.469275,7.341423,16.839000,6.558269
cuda,MegatronBertForCausalLM,16,4.425643,10.218091,6.299151,13.357649,6.609410,3.017783,0.651322,3.702041,13.326602,2.561935
cuda,MegatronBertForQuestionAnswering,16,4.433941,10.150334,6.163284,13.229277,6.427777,2.375473,0.645800,3.361662,12.787588,2.264960
cuda,MobileBertForMaskedLM,32,10.700260,7.589213,9.080475,17.793770,9.202018,3.676900,1.849819,8.910163,28.542717,7.093859
cuda,MobileBertForQuestionAnswering,64,10.611483,7.519101,8.774853,17.344523,8.998352,3.647156,1.794442,5.714894,24.659248,3.615710
cuda,OPTForCausalLM,32,1.743021,5.737620,2.290130,8.820155,3.100843,1.264399,0.232031,1.127730,1.391336,6.582567
cuda,PLBartForCausalLM,32,0.919647,4.628075,1.291320,6.870394,1.907460,0.697071,0.112786,1.059512,1.367466,4.640525
cuda,PLBartForConditionalGeneration,16,2.314513,7.958740,3.347312,11.952190,4.945633,1.718040,0.364582,3.641010,3.698973,11.341161
cuda,PegasusForCausalLM,32,1.754066,6.872808,2.405158,10.029985,3.191889,1.248124,0.242212,1.799865,1.330567,7.452595
cuda,PegasusForConditionalGeneration,16,4.336099,13.155091,5.945438,19.253259,7.920488,3.112397,0.699956,4.423934,2.416781,16.699838
cuda,RobertaForCausalLM,64,2.281711,6.821533,2.509731,9.097565,3.293978,1.267546,0.253942,1.682934,1.346426,6.563083
cuda,Speech2Text2ForCausalLM,128,0.929633,4.808566,0.922308,7.765825,1.424339,0.795699,0.105568,1.340393,1.298063,5.266948
cuda,T5ForConditionalGeneration,4,3.164807,6.864750,2.679819,12.497407,4.117058,1.330899,0.291517,3.178933,6.563873,11.838923
cuda,T5Small,1,3.254513,6.468853,2.302585,8.953347,2.786460,1.102633,0.276861,3.453509,7.959650,8.684333
cuda,TrOCRForCausalLM,32,1.663907,6.378716,2.452575,9.492833,3.233324,1.240446,0.244017,1.140246,1.181338,6.795856
cuda,XGLMForCausalLM,8,3.623234,17.138948,6.699987,21.743741,8.496614,2.484106,0.644803,3.771263,25.612950,15.271334
cuda,YituTechConvBert,1,3.235450,8.666301,3.635263,14.185141,4.228068,2.111418,0.429303,4.763817,10.328749,14.054996
