dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,BERT_pytorch,16,8.529261,5.336885,5.284328
cuda,Background_Matting,4,6.111141,4.094845,4.079850
cuda,LearningToPaint,96,2.346562,1.477206,1.462999
cuda,Super_SloMo,6,6.818739,4.792060,4.778241
cuda,alexnet,128,0.507407,0.212085,0.198323
cuda,attention_is_all_you_need_pytorch,256,8.242900,5.350209,5.335799
cuda,dcgan,32,0.534986,0.261360,0.247300
cuda,demucs,4,1.315706,0.533028,0.519162
cuda,densenet121,4,15.109877,10.499734,10.482069
cuda,dlrm,1024,0.616751,0.324697,0.311497
cuda,drq,1,0.695169,0.254441,0.240984
cuda,fastNLP_Bert,6,7.857340,4.734004,4.718784
cuda,functorch_dp_cifar10,64,1.682426,0.976125,0.962589
cuda,hf_Albert,8,6.280220,4.348063,4.333582
cuda,hf_Bart,4,11.831499,5.772791,5.756351
cuda,hf_Bert,4,8.752382,4.513576,4.498607
cuda,hf_Bert_large,4,17.160265,8.648707,8.631820
cuda,hf_BigBird,2,32.990819,22.936951,22.912300
cuda,hf_DistilBert,8,3.866600,2.204622,2.190366
cuda,hf_GPT2,4,7.466739,4.260152,4.245943
cuda,hf_GPT2_large,4,23.277251,13.054942,13.037545
cuda,hf_Longformer,2,29.391815,19.779661,19.742210
cuda,hf_Reformer,4,4.345227,1.809879,1.793316
cuda,hf_T5,8,10.677694,6.244193,6.228359
cuda,hf_T5_large,2,42.101634,24.484021,24.463775
cuda,lennard_jones,1000,0.373957,0.133784,0.119948
cuda,mnasnet1_0,32,5.415869,3.604100,3.589892
cuda,mobilenet_v2,96,5.677335,3.832210,3.817539
cuda,mobilenet_v2_quantized_qat,96,11.547832,9.167358,9.148392
cuda,mobilenet_v3_large,32,5.878076,3.895585,3.880958
cuda,nvidia_deeprecommender,256,0.492743,0.196172,0.182734
cuda,phlippe_densenet,128,5.770254,3.809335,3.794799
cuda,phlippe_resnet,128,2.213722,1.381845,1.367416
cuda,pytorch_CycleGAN_and_pix2pix,1,2.331741,1.575911,1.561927
cuda,pytorch_stargan,16,2.713232,1.934012,1.919971
cuda,pytorch_struct,200,0.892576,0.461907,0.449445
cuda,pytorch_unet,1,3.018252,1.987269,1.973442
cuda,resnet152,32,16.840958,11.276976,11.259192
cuda,resnet18,16,2.218723,1.391527,1.377695
cuda,resnet50,32,5.642459,3.745747,3.731309
cuda,resnet50_quantized_qat,32,11.129002,8.908742,8.890084
cuda,resnext50_32x4d,8,5.570293,3.698697,3.684453
cuda,shufflenet_v2_x1_0,128,6.236058,4.189279,4.174600
cuda,soft_actor_critic,256,0.416226,0.127906,0.114927
cuda,speech_transformer,32,9.808173,6.201627,6.185258
cuda,squeezenet1_1,32,1.089189,0.499531,0.486294
cuda,timm_efficientdet,1,39.002787,17.837098,17.818422
cuda,timm_efficientnet,32,7.945183,4.664754,4.650485
cuda,timm_nfnet,128,9.074705,4.737503,4.723062
cuda,timm_regnet,32,9.772960,5.175268,5.160166
cuda,timm_resnest,32,2.998476,1.851655,1.837749
cuda,timm_vision_transformer,32,4.948728,3.082798,3.068932
cuda,timm_vovnet,32,5.293053,2.820667,2.806981
cuda,tts_angular,64,0.319261,0.059564,0.046120
cuda,vgg16,64,0.742261,0.341134,0.327476
cuda,yolov3,16,8.764854,5.476393,5.460819
