,Compiler,torchbench,huggingface,timm_models
eager,eager,"76%, 47/62","98%, 45/46","100%, 61/61"
aot_eager,aot_eager,"74%, 46/62","98%, 45/46","95%, 58/61"
inductor,inductor,"71%, 44/62","85%, 39/46","95%, 58/61"
inductor_no_cudagraphs,inductor_no_cudagraphs,"71%, 44/62","96%, 44/46","93%, 57/61"
