dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,34.669838,30.951239,28.042271,16.163946,4.672607,24.989398,8.835448,4.745078,0.564058,47.046887,104.444607,60.890691
cuda,beit_base_patch16_224,64,20.771325,18.345853,15.370765,10.287916,5.963699,14.696180,3.302306,1.739390,0.246616,0.847725,2.880866,11.361094
cuda,botnet26t_256,128,23.739271,21.565376,18.592232,13.896018,3.826462,19.686472,5.754270,2.371309,0.134534,29.857354,59.398981,39.606946
cuda,cait_m36_384,4,52.721620,44.581684,41.071813,22.129068,21.689549,31.805910,12.768992,6.671230,1.983178,7.754010,20.640883,40.037649
cuda,coat_lite_mini,128,24.243191,22.026300,19.078746,13.948927,6.918375,23.940905,6.803888,2.699278,0.217293,13.847070,39.607414,30.896785
cuda,convit_base,64,22.474397,20.153066,17.157256,11.166691,8.069489,16.397386,4.543259,2.151345,0.268239,6.311095,9.705592,19.773878
cuda,convmixer_768_32,32,18.998513,17.552465,14.575788,6.219512,3.247634,10.584947,2.780067,1.793638,0.282312,3.937693,11.788654,3.154191
cuda,convnext_base,64,23.858468,19.536514,16.609678,10.148155,7.327116,18.511829,4.630956,2.435518,0.469305,11.232532,16.534852,27.120901
cuda,crossvit_9_240,128,29.461095,26.023834,23.017761,14.314951,11.245622,22.956513,5.951566,3.052221,0.404901,22.912949,34.603815,43.026093
cuda,cspdarknet53,64,26.661666,22.478837,19.551701,10.697388,3.251069,17.105611,4.203476,2.729874,0.333279,27.212410,58.683341,37.120102
cuda,deit_base_distilled_patch16_224,64,18.488707,16.535559,13.523983,8.991310,5.897806,13.633326,2.986135,1.529961,0.198971,2.537655,3.562646,13.201079
cuda,dla102,128,33.921602,29.835295,26.941752,13.550863,4.703111,20.370222,7.124441,3.507206,0.554463,18.588250,42.410958,30.498437
cuda,dm_nfnet_f0,128,23.845398,19.461772,16.530357,8.426825,3.827730,16.225025,4.637475,2.070467,0.272593,25.246395,30.357489,37.090856
cuda,dpn107,32,41.547706,34.803653,31.704450,15.790048,5.309283,24.022650,7.216884,4.030239,0.558375,16.700854,31.585210,30.686901
cuda,eca_botnext26ts_256,128,25.400761,23.085672,20.073602,14.697755,4.222286,20.192206,5.925694,2.433554,0.156636,32.691148,63.317231,42.562339
cuda,eca_halonext26ts,128,30.202368,27.819125,24.826451,19.272414,4.494657,28.867605,11.551453,4.184746,0.161591,33.271147,68.661100,47.521270
cuda,ese_vovnet19b_dw,128,16.083232,14.336545,11.345347,8.119878,1.685150,13.287712,2.933610,1.468057,0.111492,29.369565,53.504817,36.317069
cuda,fbnetc_100,128,25.590075,22.291717,19.284513,11.590677,3.205734,17.517427,4.192626,2.312027,0.288778,46.772134,102.302522,56.127224
cuda,fbnetv3_b,128,38.021748,32.469212,29.535375,15.675395,5.464242,24.114513,7.558502,3.769820,0.643172,56.666889,110.463639,70.956812
cuda,gernet_l,128,22.206371,18.661717,15.720672,8.695097,2.755304,13.129236,2.654835,1.716695,0.227399,25.833560,49.808440,33.220500
cuda,ghostnet_100,128,36.109035,30.916896,28.022040,16.242936,4.418533,27.267524,7.616407,3.891607,0.482378,103.397418,182.576276,119.172893
cuda,gluon_inception_v3,128,34.418447,30.677559,27.916048,15.927152,4.671123,24.620188,8.864271,4.809067,0.582019,46.389250,103.016335,60.100377
cuda,gluon_xception65,32,38.341147,33.370044,30.638574,13.588321,5.572490,18.961524,6.698953,3.266937,0.712475,14.750846,31.394626,26.174862
cuda,gmixer_24_224,128,25.353209,21.849503,19.036779,11.071356,7.499854,17.059451,5.213971,2.563137,0.401766,0.198138,6.287458,13.890336
cuda,gmlp_s16_224,128,25.353923,21.581844,18.771600,11.279580,7.404132,18.901048,5.279166,2.695084,0.392967,0.204052,13.004166,15.439086
cuda,hrnet_w18,128,94.449404,86.667397,83.815428,38.109685,16.892391,53.479021,23.526742,12.921662,4.935255,41.024117,86.895891,74.508961
cuda,inception_v3,128,34.511183,30.775620,27.952099,16.018135,4.651794,24.661335,8.792843,4.737744,0.565956,46.990594,104.026567,60.629436
cuda,jx_nest_base,32,33.790700,29.231727,26.479627,16.296936,12.308802,24.003552,8.724850,3.911453,0.573776,11.843291,20.117704,32.146662
cuda,lcnet_050,128,16.905672,15.279328,12.459277,8.250659,1.905288,12.633521,2.744614,1.400544,0.124186,42.287028,74.472956,48.687834
cuda,mixer_b16_224,128,16.207443,14.314131,11.472781,7.927472,4.407225,11.797997,1.832530,1.075817,0.145911,0.156744,5.480355,8.538054
cuda,mixnet_l,128,32.699931,26.853842,24.131384,13.649411,4.049845,21.604520,5.867307,3.458580,0.502705,64.988687,100.710611,77.290674
cuda,mnasnet_100,128,21.895422,19.248755,16.420245,10.179866,2.452279,15.323874,3.637312,1.905845,0.207531,44.345856,90.736345,52.118983
cuda,mobilenetv2_100,128,22.640072,19.967095,17.161957,10.558618,2.520887,15.763103,3.722290,1.904632,0.226480,45.764807,98.680553,53.679913
cuda,mobilenetv3_large_100,128,23.602535,20.862014,18.057410,11.419043,2.755843,18.394528,4.159358,2.187530,0.242024,67.635052,121.353889,77.553415
cuda,mobilevit_s,64,37.518231,33.985568,31.191686,23.402339,8.510890,35.032389,12.843134,6.162837,0.353899,55.926376,134.646195,76.294842
cuda,nfnet_l0,128,22.440005,18.868101,15.878525,8.280205,2.870137,16.336189,4.591659,2.010372,0.271172,32.005815,41.234405,43.134129
cuda,pit_b_224,64,20.936223,18.740641,15.762108,10.763054,8.034200,15.551416,3.761493,1.781532,0.225499,9.216133,12.262285,22.174734
cuda,pnasnet5large,16,66.180922,58.989578,56.033209,27.275139,10.208006,41.783405,18.018755,10.038898,1.876225,28.239686,49.766805,53.784949
cuda,poolformer_m36,64,35.345403,30.370190,27.480477,15.993480,7.471262,29.510701,14.221345,5.940322,0.587860,9.859388,26.384799,31.184837
cuda,regnety_002,128,21.901443,18.650856,15.752633,9.589317,2.457348,14.854662,3.373213,1.817532,0.237384,43.355419,74.913259,51.253525
cuda,repvgg_a2,128,22.236069,18.803800,15.895502,8.888730,2.653736,13.287807,3.221866,1.559279,0.213729,15.405856,29.299467,22.657013
cuda,res2net101_26w_4s,64,55.569165,49.182595,46.191277,21.980645,7.715647,32.154504,13.531885,6.654235,1.479855,29.603378,59.555217,48.150091
cuda,res2net50_14w_8s,128,50.912327,45.349325,42.408905,20.055684,6.967305,31.306985,12.528496,6.218721,1.247739,21.691509,40.123494,40.494354
cuda,res2next50,128,30.972027,27.790892,24.768970,13.026337,4.251774,20.207253,6.793157,3.611982,0.480677,18.422333,39.339331,30.175073
cuda,resmlp_12_224,128,14.525649,12.805517,9.775615,7.098268,3.221351,22.399498,1.796432,1.452724,0.131968,0.142146,7.124910,18.741261
cuda,resnest101e,64,49.225860,42.185059,39.217282,18.212264,7.001433,28.847853,10.700090,5.547034,1.142108,44.257080,77.718655,62.488823
cuda,rexnet_100,128,30.853586,26.984841,24.015933,15.147624,3.551457,25.990391,5.920382,2.973702,0.317814,149.897439,242.228802,164.544482
cuda,sebotnet33ts_256,64,29.862205,26.775114,23.857324,17.098948,5.440781,23.613222,7.824351,3.491756,0.216392,37.058892,70.797636,49.207787
cuda,selecsls42b,128,19.442039,17.888800,14.987779,9.670493,2.172668,15.840630,4.012649,1.996496,0.168327,29.510364,61.819135,38.003762
cuda,spnasnet_100,128,25.828025,22.552877,19.419037,11.741503,3.190020,17.439596,4.228657,2.294628,0.283547,48.937878,101.482964,58.048293
cuda,swin_base_patch4_window7_224,64,42.632105,37.069021,34.132398,21.778186,13.693241,35.004927,12.759500,5.993349,0.652956,19.882252,35.858263,47.145610
cuda,swsl_resnext101_32x16d,32,30.764534,27.007291,24.214297,11.065435,4.628873,16.056815,5.395846,2.676904,0.470836,7.191581,10.690971,17.190869
cuda,tf_efficientnet_b0,128,25.351458,22.041032,19.224417,11.662389,3.253283,18.857625,4.821762,2.675481,0.293268,66.407267,111.084398,77.073624
cuda,tf_mixnet_l,128,34.422537,27.957579,25.179447,14.453462,4.131453,22.863311,6.288762,3.705117,0.514999,65.334934,100.750516,78.176733
cuda,tinynet_a,128,27.756663,23.886571,21.159285,12.334656,3.494358,19.754212,5.689834,2.720130,0.370390,57.490855,102.662769,68.888592
cuda,tnt_s_patch16_224,128,32.254767,28.129986,25.278992,14.474823,13.467294,19.899338,6.669200,3.281063,0.646494,7.901127,12.625745,27.088664
cuda,twins_pcpvt_base,64,43.313289,37.340382,34.618674,20.949339,17.465765,29.232965,10.016590,4.650341,1.070465,36.288203,58.968808,62.419280
cuda,visformer_small,128,19.386144,17.554017,14.725589,9.610309,3.564428,14.258878,2.905076,1.445239,0.180593,17.262778,30.804336,25.630360
cuda,vit_base_patch16_224,64,18.614322,16.570001,13.657301,8.878617,5.851469,13.262667,2.841002,1.466723,0.195928,2.615079,3.646488,12.974148
cuda,volo_d1_224,64,29.595220,26.383630,23.425605,14.916255,11.556363,21.544954,6.901887,3.236897,0.432492,13.529827,22.640818,31.954651
cuda,xcit_large_24_p8_224,5,53.481076,45.971707,42.305018,22.493928,18.501744,34.931143,14.355930,7.041304,1.832634,0.393465,34.600503,31.880239
