dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,25.804424,23.419815,19.831492,12.240385,1.867382,23.524061,3.550263,1.341131,0.168913,1.790525,13.266612
cuda,AlbertForQuestionAnswering,4,25.231511,22.848606,19.172676,11.542285,1.836041,20.689071,3.528619,1.332372,0.164173,1.426412,11.098692
cuda,BartForCausalLM,4,31.426811,27.021133,23.308091,14.847156,2.312883,22.843932,4.422167,2.054907,0.252186,2.534608,10.458890
cuda,BartForConditionalGeneration,2,59.492332,47.844688,43.967232,21.573928,7.319095,28.598663,10.967515,4.801493,1.490409,0.484267,14.695084
cuda,BertForMaskedLM,16,31.026070,26.167585,22.367093,12.918862,2.209707,21.589356,4.492011,1.948418,0.348078,5.960341,11.028906
cuda,BertForQuestionAnswering,16,31.109419,26.286363,22.615416,13.228625,2.201939,20.195845,4.487273,1.944214,0.506193,5.691592,9.315435
cuda,BlenderbotForCausalLM,4,44.284281,35.025153,31.580632,15.232308,4.719725,25.048889,8.460096,4.236758,0.496920,5.403141,14.831485
cuda,BlenderbotSmallForCausalLM,64,22.207934,18.824766,15.426495,9.637823,1.573761,16.689962,2.955310,1.417199,0.170802,2.240340,8.730259
cuda,BlenderbotSmallForConditionalGeneration,64,42.099058,34.535880,30.102758,15.233967,4.009096,22.195046,7.265342,3.299142,0.789094,1.286560,11.207385
cuda,CamemBert,16,29.710712,24.512490,21.295682,12.218832,2.523464,17.977248,4.423863,1.977885,0.353311,4.925416,8.429945
cuda,DebertaForMaskedLM,4,33.386119,27.392069,24.159411,16.168375,2.122219,26.191655,4.453385,2.314240,0.318141,2.021173,12.354385
cuda,DebertaForQuestionAnswering,8,37.033040,30.924815,27.034071,18.949462,2.096821,30.151936,4.687560,2.115331,0.316801,2.568910,13.507530
cuda,DebertaV2ForMaskedLM,1,53.369650,39.497812,35.889135,19.601039,3.499312,29.869875,6.593986,3.623319,0.624305,1.931031,14.169774
cuda,DebertaV2ForQuestionAnswering,2,52.593054,38.947129,34.918700,18.278149,4.143335,29.086278,7.625749,3.849604,0.635517,15.351667
cuda,DistilBertForMaskedLM,128,18.896964,16.690978,13.032150,8.292449,1.181330,13.569059,2.315512,1.067933,0.162062,3.976200,6.532720
cuda,DistilBertForQuestionAnswering,256,19.569160,17.326367,13.557777,8.772651,1.162246,14.047428,2.368099,1.059108,0.143463,3.000223,6.510695
cuda,DistillGPT2,16,17.062630,15.056476,11.852177,7.705729,1.230540,11.911715,2.207375,0.963021,0.132165,1.880639,5.502259
cuda,ElectraForCausalLM,32,34.024041,28.740434,25.211213,16.166293,2.274348,28.134138,4.664347,2.027445,0.356048,8.012905,14.391262
cuda,ElectraForQuestionAnswering,64,31.487125,26.299749,22.217830,13.136227,2.251892,22.931580,4.537153,1.972975,0.358700,6.178210,12.193509
cuda,GPT2ForSequenceClassification,4,23.518653,20.122302,16.729480,8.976389,2.603141,13.040680,3.847508,1.755213,0.310470,1.212834,7.011838
cuda,LayoutLMForMaskedLM,16,31.533381,26.659095,23.342556,13.605154,2.295967,22.160456,4.609545,2.018102,0.353218,6.005996,11.002460
cuda,LayoutLMForSequenceClassification,16,31.566820,26.738556,23.568918,14.328988,2.288066,23.491807,4.755311,2.014323,0.354177,7.802805,11.934174
cuda,M2M100ForConditionalGeneration,16,74.036652,54.130061,50.659885,25.231810,7.756103,35.831933,11.557976,5.862562,0.871818,3.210530,18.782722
