dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,27.916249,24.107683,20.963242,10.797644,2.807728,15.232593,5.085057,2.045652,0.368885,13.314422,7.601216
cuda,Background_Matting,4,27.311924,24.485932,19.718776,11.778198,3.071289,17.522772,5.938449,3.028079,0.283003,8.953082
cuda,LearningToPaint,96,17.050412,15.915421,10.697977,7.486031,1.100902,10.702749,1.659658,0.747709,0.093833,4.381046
cuda,Super_SloMo,6,27.526952,25.282396,20.739485,13.266322,2.720773,18.365497,6.243253,2.493471,0.171852,7.920161
cuda,alexnet,128,9.534407,9.161244,4.587834,4.090552,0.202446,6.413881,1.006201,0.320799,0.019320,2.534946
cuda,attention_is_all_you_need_pytorch,256,30.238642,26.406409,22.815757,12.640127,3.030627,17.371504,5.078167,2.244689,0.431615,13.839621,7.935025
cuda,dcgan,32,9.174260,8.841572,4.300699,3.712905,0.220014,5.292351,0.375085,0.110867,0.015522,1.810885
cuda,demucs,4,20.011772,18.961174,14.184849,12.789089,0.541689,18.098173,1.429684,0.681636,0.056524,1.695772,5.879509
cuda,densenet121,4,64.549232,56.676703,51.737174,31.267290,7.544729,43.618976,15.275332,5.379549,0.785340,20.790241
cuda,dlrm,1024,6.098082,5.771456,2.313780,1.746168,0.170506,3.334254,0.519504,0.147360,0.016735,1.769207
cuda,drq,1,11.835273,11.285846,5.857763,5.266447,0.155843,7.790380,0.426263,0.121587,0.020399,2.692165
cuda,fastNLP_Bert,6,33.226834,28.753479,25.215830,16.190718,2.528480,21.968614,4.432191,2.054020,0.351928,5.772172,8.456994
cuda,functorch_dp_cifar10,64,14.606418,13.478314,8.967930,5.928941,1.383648,11.408325,2.504089,0.862103,0.084360,6.924501,0.651673
cuda,hf_Albert,8,25.900317,23.720976,19.795642,12.143566,1.852415,21.844738,3.553138,1.347716,0.166498,4.152201,11.678481
cuda,hf_Bart,4,42.196514,34.325752,30.987645,18.871786,3.468241,27.106236,5.683403,2.694187,0.345914,4.716712,11.898856
cuda,hf_Bert,4,30.549655,25.712464,21.880146,12.692737,2.458516,19.963926,4.283160,1.978209,0.351613,7.470497,9.872139
cuda,hf_Bert_large,4,51.477644,40.472922,36.813567,19.094692,4.598717,29.298306,8.720582,3.736797,0.968703,11.972655,15.093092
cuda,hf_BigBird,2,81.481622,70.034010,66.185246,36.716236,10.245589,57.104094,23.414853,10.551173,0.629730,10.553531,31.115562
cuda,hf_DistilBert,8,18.298226,16.326028,13.011148,8.292872,1.633177,12.839983,2.126341,1.068629,0.148082,5.219107,6.258380
cuda,hf_GPT2,4,24.360685,20.964959,17.730208,9.836730,2.605330,13.790030,4.068242,1.747649,0.306168,1.685237,6.684855
cuda,hf_GPT2_large,4,61.161844,49.390872,45.488695,22.041576,7.022631,33.315531,14.809997,5.119844,1.551686,1.297412,18.668690
cuda,hf_Longformer,2,80.237834,69.446333,66.047324,43.530474,7.353633,61.803018,22.341505,8.323827,0.466823,5.065717,26.037599
cuda,hf_Reformer,4,24.456564,21.855316,18.657695,16.373441,1.051757,20.216382,1.656254,0.783029,0.071940,3.372154,4.952678
cuda,hf_T5,8,37.349815,32.716422,29.007759,19.000743,2.807655,27.606899,4.450343,2.297713,0.296695,8.184173,11.585326
cuda,hf_T5_large,2,105.401548,85.365808,81.747456,43.142493,11.964574,58.221881,20.365824,7.635626,1.864235,37.474287,28.009885
cuda,lennard_jones,1000,6.375446,5.950109,2.589762,2.232992,0.076625,3.442721,0.104349,0.067494,0.008624,1.292182
cuda,mnasnet1_0,32,27.632331,24.776321,20.784210,12.987793,2.690298,17.570849,4.285414,1.957350,0.258152,7.630370,2.297287
cuda,mobilenet_v2,96,29.283162,26.651706,22.635789,13.913997,3.066326,17.989527,4.964944,2.422953,0.291439,7.287517
cuda,mobilenet_v3_large,32,30.137562,27.132889,23.111128,14.474971,3.214003,22.179497,5.149091,2.220176,0.287685,11.068864,27.323553
cuda,nvidia_deeprecommender,256,6.284244,5.918175,2.920449,2.373042,0.140145,5.475419,0.303010,0.091455,0.012480,3.253118,0.423407
cuda,phlippe_densenet,128,29.882596,27.222159,23.216655,15.220087,3.370668,20.345601,5.149951,2.380479,0.282583,8.640308
cuda,phlippe_resnet,128,13.702337,12.622645,8.711530,5.661909,1.036083,7.586308,1.259365,0.868020,0.089729,3.015043
cuda,pytorch_CycleGAN_and_pix2pix,1,12.989036,12.038571,8.141267,4.790786,1.297828,7.739918,2.348332,0.892609,0.080688,4.301984
cuda,pytorch_stargan,16,15.240959,14.090680,10.125641,6.745649,1.156502,10.370447,1.538927,0.531219,0.071690,33.680010,4.838657
cuda,pytorch_struct,200,6.885779,6.328995,3.282218,2.346889,0.178520,5.710713,0.468237,0.179352,0.027256,3.558754,5.708591
cuda,pytorch_unet,1,16.674415,15.393170,11.468034,7.765766,1.266735,11.169452,2.776450,1.112196,0.103568,4.733937
cuda,resnet152,32,58.615820,49.225192,44.879110,21.222763,9.588860,25.415321,10.602503,4.664253,1.130032,14.541372,3.058693
cuda,resnet18,16,17.604290,16.344590,10.833876,7.706109,1.127280,11.922405,2.111951,0.864609,0.089221,5.398030,2.103651
cuda,resnet50,32,26.142214,23.455071,18.814574,10.782276,2.883657,15.764862,4.300545,1.836287,0.260952,8.014794,2.316504
cuda,resnext50_32x4d,8,25.568211,22.885796,17.946260,9.822707,2.777997,14.555699,3.428467,2.357465,0.240736,7.655344,2.370920
cuda,shufflenet_v2_x1_0,128,29.416634,26.530712,21.843636,12.647460,3.213769,17.315721,5.223027,2.765745,0.348134,8.042083
cuda,soft_actor_critic,256,7.677594,7.346632,3.827372,3.525921,0.069897,5.520895,0.091320,0.055870,0.008112,2.071008
cuda,speech_transformer,32,36.011370,30.570843,27.043991,15.279937,3.047226,22.119984,6.100493,2.669354,0.401083,10.072102
cuda,squeezenet1_1,32,12.200394,11.411133,6.838744,5.574116,0.484889,9.325669,1.697069,0.752807,0.060031,4.258941
cuda,timm_efficientdet,1,123.117728,104.082083,99.041566,64.513993,13.585165,131.326857,23.286048,7.365994,1.431236,38.475887,82.734396
cuda,timm_efficientnet,32,35.392333,30.848724,26.021311,16.141247,3.631771,24.936502,5.848303,2.453811,0.344745,12.609869,34.627552
cuda,timm_nfnet,128,31.902308,27.128721,22.348964,11.861564,4.233758,18.192630,5.926671,2.340253,0.327357,11.420300
cuda,timm_regnet,32,34.776469,29.425156,24.569808,13.510561,4.086041,19.689811,5.518402,2.389996,0.411947,10.705222,19.170611
cuda,timm_resnest,32,23.572473,22.086517,17.336648,13.249900,1.687464,20.668556,3.574406,1.540539,0.120898,39.214384,9.178043
cuda,timm_vision_transformer,8,24.953263,22.363903,17.675518,11.484055,1.798848,20.822955,3.589459,1.710345,0.269418,16.710457,11.685666
