,Compiler,torchbench,huggingface,timm_models
eager,eager,"98%, 47/48","100%, 43/43","100%, 66/66"
ts_nvfuser,ts_nvfuser,"85%, 41/48","86%, 37/43","100%, 66/66"
aot_eager,aot_eager,"92%, 44/48","81%, 35/43","94%, 62/66"
aot_cudagraphs,aot_cudagraphs,"88%, 42/48","77%, 33/43","91%, 60/66"
aot_nvfuser,aot_nvfuser,"58%, 28/48","0%, 0/43","83%, 55/66"
inductor_cudagraphs,inductor_cudagraphs,"73%, 35/48","86%, 37/43","88%, 58/66"
