dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,BERT_pytorch,16,8.378555,5.186988,5.136177
cuda,Background_Matting,4,5.637630,3.531801,3.516007
cuda,LearningToPaint,96,2.167011,1.256359,1.242583
cuda,Super_SloMo,6,6.311196,4.180605,4.166574
cuda,alexnet,128,0.514153,0.207486,0.194146
cuda,attention_is_all_you_need_pytorch,256,8.273773,5.142293,5.125942
cuda,dcgan,32,0.518796,0.227370,0.213925
cuda,demucs,4,1.342251,0.517254,0.503670
cuda,densenet121,4,14.391947,9.284259,9.265556
cuda,dlrm,1024,0.635024,0.318640,0.301296
cuda,drq,1,0.712385,0.245658,0.231691
cuda,fastNLP_Bert,6,7.929027,4.582952,4.567081
cuda,functorch_dp_cifar10,64,1.666744,0.937490,0.923740
cuda,hf_Albert,8,5.968821,4.044853,4.031534
cuda,hf_Bart,4,9.518663,5.554574,5.539823
cuda,hf_Bert,4,7.544503,4.062418,4.047384
cuda,hf_Bert_large,4,15.762711,8.384158,8.367228
cuda,hf_BigBird,2,32.180603,21.687338,21.658394
cuda,hf_DistilBert,8,3.698036,2.020216,2.006203
cuda,hf_GPT2,4,7.130671,3.935317,3.920547
cuda,hf_GPT2_large,4,22.997516,12.080050,12.062532
cuda,hf_Longformer,2,27.476869,18.420994,18.376273
cuda,hf_Reformer,4,5.033610,1.555576,1.534255
cuda,hf_T5,8,10.299539,5.936486,5.922188
cuda,hf_T5_large,2,45.522939,24.233102,24.213050
cuda,lennard_jones,1000,0.372303,0.125660,0.112425
cuda,mnasnet1_0,32,5.045363,3.138128,3.123697
cuda,mobilenet_v2,96,5.278025,3.350060,3.334969
cuda,mobilenet_v2_quantized_qat,96,10.515462,7.922570,7.786990
cuda,mobilenet_v3_large,32,5.461677,3.390732,3.376396
cuda,nvidia_deeprecommender,256,0.497465,0.182828,0.168614
cuda,phlippe_densenet,128,5.334357,3.301324,3.286330
cuda,phlippe_resnet,128,2.034686,1.173068,1.159643
cuda,pytorch_CycleGAN_and_pix2pix,1,2.221096,1.433903,1.419556
cuda,pytorch_stargan,16,2.566683,1.747795,1.734051
cuda,pytorch_struct,200,0.877333,0.434520,0.422137
cuda,pytorch_unet,1,2.764035,1.709461,1.695710
cuda,resnet152,32,15.640378,9.606068,9.587974
cuda,resnet18,16,2.094122,1.218894,1.205260
cuda,resnet50,32,5.192341,3.219578,3.205321
cuda,resnet50_quantized_qat,32,10.172654,7.766116,7.747391
cuda,resnext50_32x4d,8,5.330414,3.325620,3.310209
cuda,shufflenet_v2_x1_0,128,5.863759,3.692832,3.677711
cuda,soft_actor_critic,256,0.423689,0.121502,0.108676
cuda,speech_transformer,32,9.696377,5.840650,5.823260
cuda,squeezenet1_1,32,1.135871,0.499386,0.485226
cuda,timm_efficientnet,32,7.710597,4.209632,4.195203
cuda,timm_nfnet,128,9.016570,4.417206,4.403145
cuda,timm_regnet,32,9.340707,4.537850,4.523006
cuda,timm_resnest,32,2.829944,1.626357,1.612472
cuda,timm_vision_transformer,32,5.031691,3.022259,3.008035
cuda,timm_vovnet,32,5.046886,2.452861,2.439207
cuda,tts_angular,64,0.329714,0.059364,0.046157
cuda,vgg16,64,0.760787,0.333364,0.318375
cuda,yolov3,16,8.292861,4.799084,4.782689
