dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,1.2497,18.0340,0.8420
cuda,AlbertForQuestionAnswering,4,1.2553,17.8668,0.8646
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,4,1.0999,21.8942,0.7149
cuda,BartForConditionalGeneration,2,1.0958,48.3418,0.7817
cuda,BertForMaskedLM,64,1.0598,22.6856,0.6385
cuda,BertForQuestionAnswering,128,1.1132,21.4848,0.6329
cuda,BigBird,1,1.0994,40.9783,0.8224
cuda,BlenderbotSmallForCausalLM,64,1.0078,17.8778,0.7147
cuda,BlenderbotSmallForConditionalGeneration,64,1.0645,34.2410,0.6977
cuda,CamemBert,1,2.4303,20.7983,0.7487
cuda,DebertaForMaskedLM,4,1.0896,102.0889,0.3862
cuda,DebertaForQuestionAnswering,8,1.0530,105.1824,0.2902
cuda,DistilBertForMaskedLM,64,1.0514,13.2136,0.6531
cuda,DistilBertForQuestionAnswering,64,1.1707,12.5547,0.6981
cuda,DistillGPT2,1,2.1160,17.0940,0.8070
cuda,ElectraForCausalLM,32,1.4123,29.5401,0.7929
cuda,ElectraForQuestionAnswering,64,1.4261,22.8632,0.7054
cuda,GPT2ForSequenceClassification,4,1.7892,18.7462,1.0595
cuda,GoogleFnet,1,1.9193,22.2475,0.7698
cuda,LayoutLMForMaskedLM,16,1.2095,23.1539,0.6950
cuda,LayoutLMForSequenceClassification,16,1.3070,34.8362,0.7189
cuda,M2M100ForConditionalGeneration,8,1.4195,74.1513,0.7621
cuda,MBartForCausalLM,32,0.9991,22.8570,0.6836
cuda,MBartForConditionalGeneration,16,1.0954,47.7283,0.7209
cuda,MT5ForConditionalGeneration,8,2.6304,38.9148,0.7603
cuda,MegatronBertForCausalLM,16,1.1393,37.0113,0.7161
cuda,MegatronBertForQuestionAnswering,16,1.1416,35.7900,0.7528
cuda,MobileBertForMaskedLM,32,1.9050,58.5870,0.4998
cuda,MobileBertForQuestionAnswering,64,1.4585,57.8288,0.4536
cuda,OPTForCausalLM,32,1.1854,19.7390,0.6761
cuda,PLBartForCausalLM,32,1.0288,15.2233,0.7381
cuda,PLBartForConditionalGeneration,16,1.2173,30.7748,0.7397
cuda,PegasusForCausalLM,32,0.9911,24.0143,0.7774
cuda,PegasusForConditionalGeneration,16,1.0973,48.3685,0.8436
cuda,RobertaForCausalLM,64,1.1446,21.5907,0.6375
cuda,RobertaForQuestionAnswering,128,1.1110,20.1625,0.6329
cuda,Speech2Text2ForCausalLM,128,1.1248,16.1798,0.6775
cuda,T5ForConditionalGeneration,4,1.0186,31.4236,0.7711
cuda,T5Small,1,1.3289,36.4878,0.7934
cuda,TrOCRForCausalLM,32,1.0034,21.8763,0.6827
cuda,XGLMForCausalLM,8,1.1773,93.9752,0.8157
cuda,YituTechConvBert,1,3.6869,53.6193,0.7901
