dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.771739,7.200777,2.932233,9.788716,3.915635,1.591294,0.309285,9.082150,5.641838
cuda,Background_Matting,4,1.789563,6.529583,2.826385,11.337566,4.706515,2.126306,0.220782,7.779885,7.725631
cuda,LearningToPaint,96,0.701447,4.135393,0.985119,6.432637,1.520766,0.636794,0.079012,24.003189,3.318958
cuda,Super_SloMo,6,1.973860,8.181619,2.984634,10.260110,5.416173,1.951412,0.136361,5.150142
cuda,alexnet,128,0.137450,1.686703,0.195800,2.432305,0.442462,0.192288,0.015007,0.947440
cuda,attention_is_all_you_need_pytorch,256,2.235465,7.450476,2.448393,10.068347,4.119872,1.735925,0.358546,9.114561,5.186448
cuda,dcgan,32,0.140771,1.997540,0.189940,2.630650,0.209249,0.087463,0.012712,6.699169,0.829985
cuda,demucs,4,0.299415
cuda,densenet121,4,4.107872,20.163289,7.199773,34.123616,17.076789,5.626329,0.777049,340.070576,22.025370
cuda,dlrm,2048,0.429293,1.297589,0.176319,2.395295,0.381255,0.129683,0.015636,1.281846
cuda,drq,1,0.251583,1.812219,0.144697,2.868792,0.153107,0.079310,0.015694,1.209361
cuda,fastNLP_Bert,6,2.757736,8.679793,2.160037,11.778264,4.064027,1.670796,0.299430,4.257686,5.365653
cuda,hf_Albert,8,2.189548,3.671987,1.845712,6.961726,3.191484,1.125237,0.142580,5.219083,3.098121
cuda,hf_Bart,4,3.156215,9.080999,3.156430,13.130450,4.972094,1.990113,0.398592,4.130370,7.613502
cuda,hf_Bert,4,2.649137,5.215447,2.382353,8.057575,3.778509,1.500923,0.287538,5.329358,0.416724
cuda,hf_DistilBert,8,1.178053,3.407190,1.272368,5.504678,2.016418,0.835109,0.118699,3.426389,2.109338
cuda,hf_GPT2,4,2.518303,4.910970,1.975147,7.892162,3.487749,1.401465,0.250598,5.044577,1.902739
cuda,hf_GPT2_large,4,8.471890,13.459359,7.238284,20.224857,10.317008,3.963017,1.286244,14.266793,1.341393
cuda,hf_Reformer,4,2.345939,8.021942,0.741502,8.789864,1.153776,0.754480,0.051140,3.125394,1.546032
cuda,hf_T5,8,3.308010,7.280452,2.478721,11.055614,4.246304,1.579873,0.304164,5.920827,6.373123
cuda,hf_T5_large,2,17.807911,24.723206,9.637420,38.212722,21.382965,5.972588,2.522472,25.130558,23.607639
cuda,lennard_jones,1000,0.107536,0.985150,0.078508,1.549830,0.071750,0.045514,0.006570,0.647536
cuda,mnasnet1_0,32,1.657510,8.527911,2.547958,13.190243,5.202232,1.978188,0.252310,93.419304,7.311546
cuda,mobilenet_v2,96,1.653325,9.116162,2.726158,13.420938,5.445250,2.051619,0.276496,54.080626,7.127063
cuda,mobilenet_v3_large,32,1.749418,8.989157,3.124659,14.809005,5.582978,2.240054,0.281528,116.180801,9.043411
cuda,nvidia_deeprecommender,256,0.207270,1.260102,0.120811,2.352251,0.118018,0.063977,0.009501,1.220254,0.435728
cuda,pytorch_CycleGAN_and_pix2pix,1,0.725267,2.666517,1.259437,4.537984,1.786063,0.716395,0.074909,3.176280
cuda,pytorch_stargan,16,0.660146,2.223871,0.923628,3.727083,0.956489,0.494334,0.048224,2.462532,19.245472
cuda,pytorch_struct,200,0.290751,1.246624,0.146692,2.792650,0.260628,0.133772,0.022552,1.704644,18.898489
cuda,pytorch_unet,1,0.794351,4.012008,1.088583,6.515044,2.305743,0.796098,0.080918,0.688903,3.634166
cuda,resnet152,32,4.901253,16.763703,7.741120,23.673773,11.498996,4.609385,1.241540,48.892190,14.927064
cuda,resnet18,16,0.677089,4.773439,1.172414,7.400745,1.976211,0.805502,0.073945,29.690673,3.845325
cuda,resnet50,32,1.683954,8.191054,2.455319,13.241076,4.574951,1.950053,0.270106,49.157484,7.883420
cuda,resnext50_32x4d,8,1.714484,7.616044,2.360332,12.704358,4.447114,1.962192,0.250834,81.523784,7.539753
cuda,shufflenet_v2_x1_0,128,1.857578,8.366230,2.556746,14.219253,5.813422,2.502970,0.309966,51.567200,8.514210
cuda,soft_actor_critic,256,0.154682,1.606552,0.068916,2.592269,0.070500,0.041085,0.006394,1.059312
cuda,speech_transformer,32,3.186913,8.086389,2.611854,12.583493,4.792439,2.158779,0.292796,7.237557
cuda,squeezenet1_1,32,0.338987,3.713610,0.484492,5.901837,1.422129,0.572765,0.047155,45.937317,2.693306
cuda,tacotron2,64,6.643500,16.148622,3.733443,19.692077,5.806211,3.319520,0.482253,3.409871,7.430136
cuda,timm_efficientdet,1,22.961580,23.650125,11.764393,38.737758,20.548242,7.031307,1.813286,196.457649,27.293269
cuda,timm_efficientnet,32,2.723175,9.359463,3.794928,14.939784,5.704898,2.900422,0.349648,91.677774,9.496964
cuda,timm_nfnet,128,3.065723,9.655172,6.225407,14.846597,6.820790,2.426736,0.298769,29.154404,12.071451
cuda,timm_regnet,32,3.484588,8.541970,3.644028,14.017196,5.413296,2.385626,0.433572,33.607858,9.258124
cuda,timm_resnest,32,0.928795,6.804049,1.462286,11.945319,4.506453,1.679396,0.111926,43.370486,6.652643
cuda,timm_vision_transformer,8,1.511091,4.910502,2.065859,10.865356,3.439316,1.363561,0.208888,14.752409,8.106327
cuda,timm_vision_transformer_large,8,5.161097,12.561281,7.963200,28.370681,11.199102,4.049248,1.235367,10.409880,24.489235
cuda,timm_vovnet,32,2.118983,6.597883,2.335113,11.625676,4.463007,1.717495,0.167232,72.070282,7.436641
cuda,tts_angular,64,0.113227,0.986952,0.046780,1.512433,0.027105,0.014502,0.001450,0.574148
cuda,vgg16,64,0.212696,1.881732,0.293185,2.730211,0.686839,0.413050,0.027153,1.151852
cuda,yolov3,16,4.192823,40.690982,4.554554,1015.828565,17.104557,6.889858,0.410849,47.727706,979.836277
