dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,3.141634,14.406801,4.924162,24.352835,11.369589,4.591521,0.637329,54.912857,15.044217
cuda,beit_base_patch16_224,64,2.012596,6.483870,2.133281,9.986513,3.778339,1.555349,0.237294,1.790298,5.728585
cuda,botnet26t_256,128,1.835203,11.601414,2.818212,17.459973,7.880305,2.719598,0.179177,30.098486,8.747371
cuda,cait_m36_384,4,6.545431,14.098322,7.663554,26.287308,13.816336,5.733505,1.798699,7.230643,20.913980
cuda,coat_lite_mini,128,1.798482,7.679290,2.508778,15.789051,7.325840,2.385582,0.208272,48.611122,10.711911
cuda,convit_base,64,2.032066,6.569870,2.809515,12.719126,5.401048,2.264434,0.287721,6.013918,9.068345
cuda,convmixer_768_32,32,2.361014,7.065710,2.954693,11.178089,4.304233,1.975847,0.350542,6.862921,7.425544
cuda,convnext_base,64,2.599096,8.908277,4.836642,17.820344,8.846080,3.236404,0.519468,39.065371,13.920943
cuda,crossvit_9_240,128,2.978662,8.840052,3.614668,15.189612,7.314696,2.690030,0.393044,9.097678,10.110234
cuda,cspdarknet53,64,3.721736,10.063421,3.794340,15.776051,6.009696,2.993804,0.405852,52.919249,9.654797
cuda,deit_base_distilled_patch16_224,64,1.610908,5.527535,2.036627,12.199514,4.091734,1.503060,0.217013,2.653093,8.794986
cuda,dla102,128,3.740937,14.025043,6.028798,21.490423,9.110404,3.855015,0.726105,46.707561,13.679091
cuda,dm_nfnet_f0,128,3.035055,9.959155,6.367548,15.503564,6.841792,2.421537,0.296201,29.257110,12.098399
cuda,dpn107,32,6.120770,14.872906,5.640154,25.925201,11.874260,4.731111,0.667591,76.370869,17.553576
cuda,eca_botnext26ts_256,128,2.126469,12.122163,3.201285,18.546589,7.811643,3.186388,0.194255,30.287137,9.718610
cuda,eca_halonext26ts,128,1.980543,16.364425,3.306058,27.261553,14.200798,5.328475,0.205121,38.381087,14.289674
cuda,ese_vovnet19b_dw,128,1.388696,7.559198,1.803734,12.280428,4.655694,1.649538,0.147234,34.726909,6.579493
cuda,fbnetc_100,128,3.264526,10.382011,3.669238,16.563196,6.277871,2.532846,0.368718,61.179957,9.973094
cuda,fbnetv3_b,128,5.262911,14.548127,5.472859,22.969323,10.924548,3.964981,0.802031,65.660445,14.112441
cuda,gernet_l,128,3.019330,8.143064,2.818309,12.775691,4.460671,1.951476,0.313236,25.200456,7.554905
cuda,ghostnet_100,128,4.637961,13.523679,4.507063,25.344442,11.569432,4.345925,0.541991,150.192819,16.505066
cuda,gluon_inception_v3,128,3.077135,14.212548,4.806058,24.334628,11.139184,5.213121,0.646986,55.083941,15.094953
cuda,gluon_xception65,32,4.312141,13.818606,5.237208,20.996046,9.476821,4.336327,0.951241,28.203657,12.641911
cuda,gmixer_24_224,128,2.763765,7.158505,2.560238,13.377004,5.745186,2.348923,0.379056,10.926774,8.913987
cuda,gmlp_s16_224,128,2.422524,11.215644,4.508445,17.599006,9.122498,3.063805,0.434315,11.019331,11.058496
cuda,hrnet_w18,128,11.791321,41.937143,24.134238,57.535478,31.876572,10.660100,4.992341,69.311112,40.334178
cuda,inception_v3,128,3.050240,14.280257,4.824753,23.868420,11.291000,4.563686,0.651023,56.341595,14.586662
cuda,jx_nest_base,32,3.426430,12.835764,5.773927,23.548645,12.426067,4.358812,0.680433,21.661405,16.680189
cuda,lcnet_050,128,1.428755,6.740119,2.090770,10.631230,3.737547,1.468861,0.152774,33.013252,6.045480
cuda,mixer_b16_224,128,1.230681,6.038891,2.456952,9.164249,3.030062,1.087913,0.146458,7.948725,5.667909
cuda,mixnet_l,128,6.921083,13.549297,4.748327,21.308398,8.313584,4.483610,0.626003,59.007940,12.669914
cuda,mnasnet_100,128,2.644808,8.904777,2.566333,14.150687,5.510325,2.076772,0.268216,46.732935,7.909515
cuda,mobilenetv2_100,128,2.672457,9.499828,2.877955,14.405583,5.645321,2.416432,0.300688,47.619655,7.897591
cuda,mobilenetv3_large_100,128,2.481776,9.659759,2.840463,16.291590,6.430582,2.333058,0.304398,56.522371,9.578274
cuda,mobilevit_s,64,3.104406,21.496308,5.032233,39.439591,21.763005,10.724092,0.387094,60.289209,23.105514
cuda,nfnet_l0,128,2.762390,7.554017,3.005946,11.841583,4.358910,1.844524,0.294654,22.821913,7.425709
cuda,pit_b_224,64,1.795526,6.110228,2.332176,10.566872,4.300078,1.710605,0.244771,3.357028,6.883534
cuda,pnasnet5large,16,8.663003,30.372174,10.922570,47.326568,23.790681,10.204883,3.306906,102.315216,28.314153
cuda,poolformer_m36,64,2.938616,17.383179,8.339462,32.175771,16.544251,5.401902,0.791006,25.556468,23.385239
cuda,regnety_002,128,2.616591,7.982152,2.800288,13.548060,4.837518,2.055420,0.283215,42.584831,8.467398
cuda,repvgg_a2,128,3.020854,7.726615,2.786151,11.588932,4.091724,1.587292,0.240499,12.046340,7.054386
cuda,res2net101_26w_4s,64,6.238641,22.088136,8.090139,33.664894,16.830956,6.771844,1.807055,63.693803,20.529555
cuda,res2net50_14w_8s,128,5.474503,19.532924,7.628865,32.336447,15.547499,6.051353,1.374042,130.261776,21.474157
cuda,res2next50,128,2.986877,12.708028,4.895945,21.158368,9.114399,3.727204,0.578356,43.452142,13.503056
cuda,resmlp_12_224,128,1.048248,3.950130,1.684175,10.224530,2.317339,1.076630,0.132352,7.650090,8.020088
cuda,resnest101e,64,6.644908,16.984536,7.105275,28.423546,14.087706,5.795885,1.305128,48.311078,20.112649
cuda,rexnet_100,128,3.196170,11.970284,4.333882,19.599754,7.923538,2.940476,0.361789,86.102901,12.102299
cuda,sebotnet33ts_256,64,2.618156,13.804880,4.210427,22.453705,10.241741,4.096168,0.267090,42.495493,12.966078
cuda,selecsls42b,128,1.342762,7.674479,2.140717,13.057465,5.062239,1.785769,0.194139,30.829256,7.598087
cuda,spnasnet_100,128,3.290445,10.433532,3.802162,15.473748,6.033009,2.425964,0.354226,54.862436,9.253324
