dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,2.265851,3.794125,2.083038,8.495361,3.081552,1.122381,0.143342,1.258729,8.132767,0.797062
cuda,AlbertForQuestionAnswering,4,2.398754,3.759813,1.872139,8.371293,3.061484,1.134083,0.138975,0.900601,7.675461,0.411033
cuda,BartForCausalLM,4,2.290076,6.341781,2.398736,9.562722,3.622277,1.394105,0.264197,2.130497,2.346182,7.856265
cuda,BartForConditionalGeneration,2,6.742054,13.887779,5.604159,20.211057,9.157056,3.510351,1.050171,1.006477,1.164081,13.209608
cuda,BertForMaskedLM,16,2.894882,5.308606,2.633223,8.009253,3.630612,1.536826,0.295582,1.744284,7.190531,1.433110
cuda,BertForQuestionAnswering,16,2.913403,5.308720,2.600282,7.910684,3.612438,1.525342,0.287513,1.337246,6.650410,1.024031
cuda,BlenderbotSmallForCausalLM,64,1.602721,3.907440,1.608149,6.231028,2.403845,1.021592,0.164778,2.799586,6.803928,2.485437
cuda,BlenderbotSmallForConditionalGeneration,64,4.264977,8.532741,3.599787,13.305522,6.171272,2.466363,0.568916,1.974976,1.870478,10.587779
cuda,CamemBert,16,2.901095,5.329032,2.653087,7.956841,3.644752,1.529486,0.289051,0.655993,6.048878,0.341179
cuda,DebertaForMaskedLM,4,6.793989,15.022357,3.424800,19.046864,5.057126,2.401760,0.335253,20.337878,0.951207,28.042101
cuda,DebertaForQuestionAnswering,8,6.883394,15.364010,3.384467,19.441943,5.068858,2.417026,0.332942,22.220267,1.813515,29.946396
cuda,DebertaV2ForMaskedLM,1,11.699306,18.358398,4.614027,23.601807,6.137160,3.179478,0.594110,58.101354,1.490961,68.387969
cuda,DebertaV2ForQuestionAnswering,2,12.039207,17.915537,5.325142,23.320165,7.296629,3.663493,0.585873,61.664108,0.577922,72.838718
cuda,DistilBertForMaskedLM,128,1.189493,3.315782,1.279311,5.125730,1.794840,0.841371,0.121522,1.398599,4.545721,1.139846
cuda,DistilBertForQuestionAnswering,256,1.192386,3.221788,1.224007,5.232033,1.799061,0.835973,0.117129,0.843011,4.134282,0.548865
cuda,DistillGPT2,16,1.264567,4.111982,1.076724,6.159115,1.913909,0.805462,0.111896,2.175550,2.345479,5.347448
cuda,ElectraForCausalLM,32,2.919149,7.127272,2.648560,10.347181,3.437499,1.604088,0.290470,3.280583,2.575861,9.264481
cuda,ElectraForQuestionAnswering,64,2.997633,5.418915,2.631236,7.988274,3.642375,1.528698,0.290241,1.650128,6.963299,1.329604
cuda,GPT2ForSequenceClassification,4,2.473932,4.956001,2.060804,7.675959,3.190906,1.409389,0.252804,1.537899,6.412805,1.245644
cuda,LayoutLMForMaskedLM,16,3.302725,5.536702,2.451681,8.527198,4.036103,1.553034,0.298943,1.803746,7.362426,1.429617
cuda,LayoutLMForSequenceClassification,16,3.302852,5.717391,2.433760,9.689049,4.632402,1.788102,0.297975,6.139827,12.900429,5.649536
cuda,M2M100ForConditionalGeneration,16,6.272739,12.757800,4.564521,21.466910,8.491655,3.722244,0.846023,5.014034,12.228444,18.726243
cuda,MBartForCausalLM,4,2.301367,6.822992,2.494938,10.170902,3.706450,1.445347,0.283030,2.126838,2.177336,8.077245
cuda,MBartForConditionalGeneration,2,6.343900,12.526142,5.815380,19.898404,9.611391,3.590908,1.120915,1.072027,0.584617,14.539737
cuda,MT5ForConditionalGeneration,16,5.152145,9.749392,3.661471,16.210743,6.688182,2.218773,0.497695,4.374578,19.671907,14.681607
cuda,MegatronBertForCausalLM,4,5.750764,9.645209,5.067121,15.033240,7.875652,3.025010,0.836646,1.167343,11.845759,0.396066
cuda,MegatronBertForQuestionAnswering,8,5.684875,9.598243,5.005515,14.885865,7.289151,2.956307,0.849401,1.301275,11.825688,0.489705
cuda,MobileBertForMaskedLM,64,13.614262,10.887428,6.348584,25.662141,12.882907,6.922416,2.929195,2.837692,24.343021,1.706341
cuda,MobileBertForQuestionAnswering,128,13.800791,10.325088,6.813801,26.150613,14.401172,5.529343,3.223409,2.800573,25.823165,1.003094
cuda,OPTForCausalLM,2,2.353142,5.761707,1.966878,9.350006,3.897267,1.555374,0.275230,2.462220,2.429612,8.111336
cuda,PLBartForCausalLM,8,1.217524,4.723387,1.261637,6.775243,1.727503,0.799157,0.116231,1.388697,1.498244,4.947823
cuda,PLBartForConditionalGeneration,4,3.270933,7.735772,3.090045,12.074072,4.588464,1.969057,0.394150,2.670767,2.668620,10.236663
cuda,PegasusForCausalLM,32,2.350852,6.833723,2.531136,10.858329,3.803215,1.542531,0.296361,2.823700,2.468529,9.488268
cuda,PegasusForConditionalGeneration,32,6.040452,12.391184,5.664321,20.280421,9.007086,3.739991,0.824220,2.762370,0.657506,16.588323
cuda,Reformer,16,2.320919,8.529297,0.769377,9.502205,1.206414,0.616271,0.058933,1.542362,1.608902,3.334677
cuda,RobertaForCausalLM,16,2.858441,6.122489,2.665190,8.557269,3.705779,1.565708,0.297497,0.657304,0.713596,5.868286
cuda,RobertaForQuestionAnswering,16,2.933798,5.364509,2.627253,7.576959,3.581132,1.516626,0.289404,0.441635,5.391716
cuda,Speech2Text2ForCausalLM,256,1.257113,5.286365,0.870512,7.816367,1.731735,0.736814,0.113323,1.645711,1.339682,5.096904
cuda,T5ForConditionalGeneration,4,3.837709,7.447355,2.265728,11.645748,4.691679,1.620312,0.305285,3.006362,6.325289,9.597017
cuda,T5Small,4,3.549640,7.498481,2.267397,11.760058,4.777849,1.631715,0.309613,2.866169,6.279261,9.521634
cuda,TrOCRForCausalLM,32,2.311014,6.414410,2.404289,9.889525,3.753159,1.486412,0.278882,1.253248,1.332575,7.237569
cuda,XGLMForCausalLM,8,4.844904,12.061188,5.786546,18.591936,8.079959,3.017352,0.785690,5.018661,31.987587,17.573633
cuda,XLNetLMHeadModel,8,6.727801,89.490725,5.701011,96.228077,10.756272,79.534869,0.899567,8.062922,13.138712
