dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,BERT_pytorch,16,12.259092,8.023284,7.971759
cuda,Background_Matting,4,8.485631,5.567539,5.552002
cuda,LearningToPaint,96,3.223723,2.061191,2.046731
cuda,Super_SloMo,6,8.442434,5.963330,5.949079
cuda,alexnet,128,0.756160,0.391630,0.377858
cuda,attention_is_all_you_need_pytorch,256,12.033850,8.147263,8.132420
cuda,dcgan,32,0.696318,0.369999,0.355895
cuda,demucs,4,2.158121,1.087385,1.073334
cuda,densenet121,4,20.832119,13.493005,13.474546
cuda,dlrm,1024,0.764298,0.448534,0.435070
cuda,drq,1,1.035596,0.480161,0.464943
cuda,fastNLP_Bert,6,11.855564,7.463221,7.447383
cuda,functorch_dp_cifar10,64,2.530640,1.558408,1.544389
cuda,hf_Albert,8,8.751377,6.376354,6.361031
cuda,hf_Bart,4,17.744541,9.343040,9.324301
cuda,hf_Bert,4,12.548544,7.099780,7.084269
cuda,hf_Bert_large,4,25.826387,14.343516,14.326200
cuda,hf_BigBird,2,37.952344,25.978922,25.953153
cuda,hf_DistilBert,8,5.805723,3.712207,3.697412
cuda,hf_GPT2,4,10.376683,6.282266,6.267070
cuda,hf_GPT2_large,4,33.668528,19.187102,19.169403
cuda,hf_Longformer,2,32.693705,21.977038,21.939065
cuda,hf_Reformer,4,5.486603,2.694309,2.677345
cuda,hf_T5,8,13.081566,7.983779,7.967772
cuda,hf_T5_large,2,54.859879,31.256063,31.234581
cuda,lennard_jones,1000,0.577705,0.288231,0.274354
cuda,mnasnet1_0,32,7.402010,4.837141,4.822344
cuda,mobilenet_v2,96,8.339544,5.552435,5.537006
cuda,mobilenet_v3_large,32,8.600963,5.589784,5.574750
cuda,nvidia_deeprecommender,256,0.746057,0.381006,0.367400
cuda,phlippe_densenet,128,7.961165,5.206676,5.191568
cuda,phlippe_resnet,128,3.013478,1.909286,1.895136
cuda,pytorch_CycleGAN_and_pix2pix,1,3.159218,2.164397,2.150311
cuda,pytorch_stargan,16,3.495613,2.485291,2.470767
cuda,pytorch_struct,200,1.368242,0.799239,0.786148
cuda,pytorch_unet,1,4.028053,2.575764,2.561420
cuda,resnet152,32,24.947733,15.157383,15.137974
cuda,resnet18,16,3.027162,1.926631,1.912346
cuda,resnet50,32,7.924034,5.228132,5.213063
cuda,resnext50_32x4d,8,7.909972,5.217066,5.201765
cuda,shufflenet_v2_x1_0,128,8.657055,5.596539,5.580982
cuda,soft_actor_critic,256,0.559114,0.229176,0.215103
cuda,speech_transformer,32,14.921855,9.533287,9.515678
cuda,squeezenet1_1,32,1.873674,1.027188,1.013172
cuda,timm_efficientdet,1,52.244140,25.076237,25.056486
cuda,timm_efficientnet,32,11.330075,6.786737,6.771421
cuda,timm_nfnet,128,12.549697,6.828017,6.812839
cuda,timm_regnet,32,13.754256,7.464388,7.448698
cuda,timm_resnest,32,4.344971,2.794989,2.780345
cuda,timm_vision_transformer,32,7.885117,5.096009,5.081332
cuda,timm_vovnet,32,6.804301,3.763114,3.749037
cuda,tts_angular,64,0.492191,0.183056,0.169805
cuda,vgg16,64,1.203000,0.666235,0.652883
cuda,yolov3,16,12.182830,7.531849,7.515543
