dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForQuestionAnswering,4,11.594506,10.023595,4.063593,1.682435,8.278965,3.344258,1.191470,0.152629,1.052670,1.080421,7.032033
cuda,BartForCausalLM,4,16.275194,13.014706,6.466316,2.033802,9.730944,3.710205,1.628278,0.284864,1.393827,1.498150,6.798399
cuda,BartForConditionalGeneration,2,41.883976,34.130198,17.036659,6.167001,21.673670,9.680720,3.988954,1.052733,0.854184,1.277789,11.933086
cuda,BertForMaskedLM,16,16.337530,13.060819,5.965595,2.309441,8.802967,3.911441,1.671214,0.290910,1.887524,2.062303,7.145296
cuda,BertForQuestionAnswering,16,16.290208,13.074974,6.069364,2.296805,8.864397,3.882612,1.674267,0.285870,1.565422,1.640626,6.768075
cuda,BlenderbotSmallForCausalLM,64,10.413479,8.414206,3.839179,1.337699,6.084434,2.439402,1.106522,0.171784,2.421244,6.076231,2.088384
cuda,BlenderbotSmallForConditionalGeneration,64,27.101142,21.897571,10.298825,3.370308,14.252292,6.784242,2.744350,0.581620,2.020420,1.886758,9.528949
cuda,CamemBert,16,16.599510,13.240003,6.088876,2.353549,8.842655,3.944209,1.684606,0.292190,0.824567,0.949239,6.046080
cuda,DebertaForMaskedLM,4,26.788843,20.063963,11.272005,2.661966,14.587286,4.726383,2.290406,0.363858,15.645641,2.362833,21.884706
cuda,DebertaForQuestionAnswering,8,26.450948,19.725140,10.948366,2.649536,14.155468,4.761206,2.313051,0.368976,16.447418,2.735842,22.567314
cuda,DebertaV2ForMaskedLM,1,39.747691,27.768431,13.577448,3.907352,15.461105,5.469954,2.904018,0.637366,33.064743,1.838159,39.287314
cuda,DistilBertForMaskedLM,128,9.605266,8.167224,4.315538,1.101830,6.308477,1.924226,0.895031,0.131377,1.501816,3.719670,4.654857
cuda,DistilBertForQuestionAnswering,256,10.000622,8.551315,4.608732,1.106431,6.709773,1.964110,1.082926,0.127411,0.899588,2.912194,4.165033
cuda,DistillGPT2,16,10.426877,9.015332,5.441366,1.110988,7.393471,2.003534,0.883418,0.114108,0.868511,2.170845,3.982713
cuda,ElectraForCausalLM,32,18.227627,14.873486,7.694658,2.314750,13.680178,4.077317,1.726736,0.288334,3.639655,3.849437,12.056793
cuda,ElectraForQuestionAnswering,64,16.657897,13.332035,6.145212,2.322511,11.240449,3.948627,1.686793,0.290110,2.230817,2.231748,9.761355
cuda,GPT2ForSequenceClassification,4,17.001695,14.098202,7.647465,2.167953,9.995895,3.675879,1.845660,0.253807,0.278824,1.425009,4.893258
cuda,GoogleFnet,16,10.882399,9.169881,5.471862,1.233326,8.522771,1.954506,0.869786,0.130281,5.136204,1.785684,9.501995
cuda,LayoutLMForMaskedLM,16,18.417196,14.831938,7.473629,2.183984,10.396832,3.994211,1.718512,0.295904,1.990167,2.518653,7.405778
cuda,LayoutLMForSequenceClassification,16,18.610737,15.017983,7.736689,2.242911,12.467810,4.837253,1.992178,0.289553,6.018201,6.514900,13.296781
cuda,M2M100ForConditionalGeneration,16,39.740915,31.763539,14.978725,5.144387,21.223700,8.981404,4.131395,0.790165,3.764440,8.639874,15.691206
cuda,MBartForCausalLM,4,17.724026,14.572728,8.040307,2.254525,11.060760,3.571074,1.654367,0.281589,1.387354,1.337633,6.769824
cuda,MBartForConditionalGeneration,2,41.160722,33.327598,16.016782,6.245246,20.675091,9.769264,4.082453,1.079304,0.849299,0.554572,12.031235
cuda,MT5ForConditionalGeneration,16,28.013734,22.942464,10.250872,3.397352,14.642602,6.546344,2.405547,0.532665,3.489423,21.171066,11.745208
cuda,MegatronBertForCausalLM,4,32.108924,25.535695,11.392542,4.451581,16.246808,8.477281,3.329264,0.732419,1.108560,1.798362,10.638516
cuda,MegatronBertForQuestionAnswering,8,32.375374,25.703458,11.609970,4.438640,16.230204,8.259047,3.266475,0.750607,1.608332,1.545954,11.158249
cuda,MobileBertForMaskedLM,64,36.315660,29.073123,7.816882,5.659908,20.885025,10.396173,4.829220,2.544044,3.098571,3.623469,22.159382
cuda,MobileBertForQuestionAnswering,128,36.331951,29.133149,7.756179,5.602245,20.685438,10.235746,4.768261,2.493069,2.823104,2.360230,21.690773
cuda,OPTForCausalLM,2,16.922419,13.954849,6.749710,2.041866,9.841544,4.263128,1.739143,0.280225,1.488428,1.881110,6.727724
cuda,PLBartForCausalLM,8,9.819185,8.251074,4.481554,1.111262,6.712131,1.862112,0.887714,0.129398,1.091510,1.221575,4.491178
cuda,PLBartForConditionalGeneration,4,21.400944,17.420426,8.198036,2.824243,12.346114,5.272316,2.222113,0.424357,1.672979,1.770835,8.790426
cuda,PegasusForCausalLM,32,16.024465,12.987059,6.237601,2.004795,9.775630,3.744159,1.648464,0.281304,1.697286,1.569629,7.348059
cuda,PegasusForConditionalGeneration,32,30.106959,26.289824,10.790235,4.008061,17.245741,8.142437,3.454691,0.721170,2.041572,0.655810,12.733431
cuda,RobertaForCausalLM,16,16.477494,13.227688,6.161527,2.334656,8.719006,3.979865,1.718630,0.294709,0.864460,1.319850,5.869561
cuda,RobertaForQuestionAnswering,16,16.553261,13.263770,6.138188,2.328418,8.592877,3.917695,1.677711,0.288840,0.588718,0.619544,5.484779
cuda,Speech2Text2ForCausalLM,256,9.321149,7.574762,4.280615,0.942144,6.742789,1.703642,0.845895,0.125360,1.296517,1.084625,4.755833
cuda,T5ForConditionalGeneration,4,20.259784,16.764453,7.999432,2.312123,11.330595,4.771541,1.779447,0.338267,2.134098,6.706453,7.908460
cuda,T5Small,4,20.182396,16.679167,7.869568,2.278542,11.135904,4.722501,1.748957,0.331347,2.141834,6.704244,7.817420
cuda,XGLMForCausalLM,8,34.370274,28.333153,13.964269,4.785620,19.845747,9.349743,3.489623,0.801233,4.031357,22.186904,14.928295
cuda,XLNetLMHeadModel,8,47.351114,40.252391,19.182868,7.345479,24.459946,14.329096,3.852433,0.934416,10.307375,12.942086
cuda,YituTechConvBert,16,24.400501,19.795336,9.286845,3.882723,14.692733,6.135152,2.456302,0.495379,6.216033,9.173740,15.680300
