dev,name,batch_size,speedup
cuda,adv_inception_v3,128,1.1330
cuda,beit_base_patch16_224,128,0.9622
cuda,botnet26t_256,128,1.1914
cuda,cait_m36_384,4,0.9860
cuda,coat_lite_mini,128,1.0742
cuda,convit_base,64,1.2066
cuda,convmixer_768_32,64,1.0426
cuda,convnext_base,0,0.0000
cuda,crossvit_9_240,64,1.0426
cuda,cspdarknet53,64,1.0728
cuda,deit_base_distilled_patch16_224,128,1.0218
cuda,densenet121,128,1.1555
cuda,dla102,128,1.2977
cuda,dm_nfnet_f0,128,0.9985
cuda,dpn107,64,1.0002
cuda,eca_botnext26ts_256,128,1.1652
cuda,eca_halonext26ts,128,1.1572
cuda,ecaresnet101d,128,1.2594
cuda,ese_vovnet19b_dw,128,1.0765
cuda,fbnetc_100,128,1.0343
cuda,fbnetv3_b,128,0.9847
cuda,gernet_l,128,1.0214
cuda,ghostnet_100,128,0.9995
cuda,gluon_inception_v3,128,1.1337
cuda,gluon_senet154,64,1.1477
cuda,gluon_xception65,32,1.0337
cuda,gmixer_24_224,128,1.0686
cuda,gmlp_s16_224,128,1.0049
cuda,hardcorenas_a,128,1.0725
cuda,hrnet_w18,128,1.3220
cuda,inception_v3,128,1.1338
cuda,jx_nest_base,64,0.9997
cuda,lcnet_050,128,1.2951
cuda,legacy_senet154,0,0.0000
cuda,levit_128,0,0.0000
cuda,mixer_b16_224,128,0.9927
cuda,mixnet_l,128,1.0311
cuda,mnasnet_100,128,1.0282
cuda,mobilenetv2_100,128,1.0479
cuda,mobilenetv3_large_100,128,1.0536
cuda,mobilevit_s,128,1.0907
cuda,nasnetalarge,16,1.1033
cuda,nfnet_l0,128,1.1716
cuda,pit_b_224,64,1.0621
cuda,pnasnet5large,16,1.0878
cuda,poolformer_m36,0,0.0000
cuda,regnety_002,128,1.3470
cuda,repvgg_a2,128,0.9981
cuda,res2net101_26w_4s,128,1.1720
cuda,res2net50_14w_8s,128,1.2407
cuda,res2next50,128,1.1761
cuda,resmlp_12_224,0,0.0000
cuda,resnest101e,64,1.2016
cuda,resnet18,128,1.1768
cuda,rexnet_100,128,1.0429
cuda,sebotnet33ts_256,128,1.1699
cuda,selecsls42b,128,1.2030
cuda,spnasnet_100,128,0.9844
cuda,swin_base_patch4_window7_224,64,0.9999
cuda,swsl_resnext101_32x16d,32,1.1090
cuda,tf_efficientnet_b0,128,1.0368
cuda,tf_mixnet_l,128,1.0285
cuda,tinynet_a,128,0.9916
cuda,tnt_s_patch16_224,128,1.5855
cuda,twins_pcpvt_base,128,1.1007
cuda,visformer_small,128,1.0202
cuda,vit_base_patch16_224,128,0.9820
cuda,volo_d1_224,128,1.1436
cuda,xcit_large_24_p8_224,0,0.0000
