dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,dm_nfnet_f0,128,0.6945,0.9985,1.4212
cuda,nfnet_l0,128,1.124,1.1716,1.3021
cuda,res2next50,128,1.1016,1.1761,1.18
cuda,regnety_002,128,1.1704,1.347,1.1659
cuda,gluon_inception_v3,128,1.111,1.1337,1.1568
cuda,inception_v3,128,1.1109,1.1338,1.1564
cuda,adv_inception_v3,128,1.1109,1.133,1.1545
cuda,gmlp_s16_224,128,1.0133,1.0049,1.1287
cuda,resnet18,128,1.1487,1.1768,1.1182
cuda,selecsls42b,128,1.1895,1.203,1.1092
cuda,gmixer_24_224,128,1.0235,1.0686,1.1089
cuda,lcnet_050,128,0.8858,1.2951,1.0588
cuda,rexnet_100,128,0.9842,1.0429,1.0542
cuda,hardcorenas_a,128,1.0366,1.0725,1.0436
cuda,ese_vovnet19b_dw,128,1.0538,1.0765,1.0412
cuda,mobilenetv3_large_100,128,0.9895,1.0536,1.0002
cuda,visformer_small,128,1.0252,1.0202,0.996
cuda,mobilenetv2_100,128,0.9171,1.0479,0.9831
cuda,tinynet_a,128,0.9184,0.9916,0.9822
cuda,mnasnet_100,128,1.0286,1.0282,0.9472
cuda,fbnetv3_b,128,0.8556,0.9847,0.9355
cuda,gernet_l,128,1.0038,1.0214,0.935
cuda,cspdarknet53,64,0.8635,1.0728,0.9341
cuda,repvgg_a2,128,0.9434,0.9981,0.9289
cuda,fbnetc_100,128,1.0156,1.0343,0.9219
cuda,mixer_b16_224,128,0.9754,0.9927,0.9031
cuda,spnasnet_100,128,0.9751,0.9844,0.8682
cuda,resmlp_12_224,128,1.1983,0.0,0.7058
cuda,tnt_s_patch16_224,128,1.2955,1.5855,0.0
cuda,hrnet_w18,128,1.2519,1.322,0.0
cuda,dla102,128,1.2516,1.2977,0.0
cuda,ecaresnet101d,128,1.194,1.2594,0.0
cuda,res2net50_14w_8s,128,1.1669,1.2407,0.0
cuda,convit_base,64,1.1487,1.2066,0.0
cuda,resnest101e,64,1.1251,1.2016,0.0
cuda,botnet26t_256,128,1.1504,1.1914,0.0
cuda,res2net101_26w_4s,128,1.1029,1.172,0.0
cuda,sebotnet33ts_256,128,1.063,1.1699,0.0
cuda,eca_botnext26ts_256,128,1.0184,1.1652,0.0
cuda,eca_halonext26ts,128,1.0178,1.1572,0.0
cuda,densenet121,128,1.1026,1.1555,0.0
cuda,gluon_senet154,64,1.1524,1.1477,0.0
cuda,volo_d1_224,128,1.0709,1.1436,0.0
cuda,swsl_resnext101_32x16d,32,1.0949,1.109,0.0
cuda,nasnetalarge,16,1.0896,1.1033,0.0
cuda,twins_pcpvt_base,128,1.1166,1.1007,0.0
cuda,mobilevit_s,128,1.0585,1.0907,0.0
cuda,pnasnet5large,16,1.0818,1.0878,0.0
cuda,coat_lite_mini,128,1.0455,1.0742,0.0
cuda,pit_b_224,64,1.0409,1.0621,0.0
cuda,crossvit_9_240,64,1.0737,1.0426,0.0
cuda,convmixer_768_32,64,1.02,1.0426,0.0
cuda,tf_efficientnet_b0,128,0.9616,1.0368,0.0
cuda,gluon_xception65,32,1.0669,1.0337,0.0
cuda,mixnet_l,128,0.982,1.0311,0.0
cuda,tf_mixnet_l,128,0.9819,1.0285,0.0
cuda,deit_base_distilled_patch16_224,128,1.0367,1.0218,0.0
cuda,dpn107,64,1.0168,1.0002,0.0
cuda,swin_base_patch4_window7_224,64,1.0665,0.9999,0.0
cuda,jx_nest_base,64,1.1354,0.9997,0.0
cuda,ghostnet_100,128,1.2064,0.9995,0.0
cuda,cait_m36_384,4,0.9967,0.986,0.0
cuda,vit_base_patch16_224,128,0.9895,0.982,0.0
cuda,beit_base_patch16_224,128,0.9717,0.9622,0.0
cuda,levit_128,128,1.1434,0.0,0.0
cuda,poolformer_m36,64,1.0469,0.0,0.0
cuda,xcit_large_24_p8_224,11,1.0238,0.0,0.0
cuda,convnext_base,64,0.9876,0.0,0.0
cuda,legacy_senet154,0,0.0,0.0,0.0
