dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,adv_inception_v3,128,1.1106,1.1332,1.2249
cuda,beit_base_patch16_224,128,0.9707,0.9634,0.0
cuda,botnet26t_256,128,1.1505,1.1897,1.1973
cuda,cait_m36_384,4,0.9964,0.9862,0.0
cuda,coat_lite_mini,128,1.0453,1.0736,0.0
cuda,convit_base,64,1.1484,1.2056,0.0
cuda,convmixer_768_32,64,1.0202,1.0429,0.0
cuda,convnext_base,64,0.9878,0.0,0.0
cuda,crossvit_9_240,64,1.0392,1.0544,1.1858
cuda,cspdarknet53,64,0.8642,1.0718,1.058
cuda,deit_base_distilled_patch16_224,128,1.0358,1.0215,0.0
cuda,densenet121,128,1.1016,1.1549,0.0
cuda,dla102,128,1.2511,1.297,0.0
cuda,dm_nfnet_f0,128,0.7402,0.9984,1.4277
cuda,dpn107,64,1.0158,1.0057,0.0
cuda,eca_botnext26ts_256,128,0.8026,1.1637,1.1895
cuda,eca_halonext26ts,128,0.8075,1.1591,0.0
cuda,ecaresnet101d,128,1.1938,1.2599,0.0
cuda,ese_vovnet19b_dw,128,1.0537,1.079,1.1039
cuda,fbnetc_100,128,1.0174,1.0354,1.0079
cuda,fbnetv3_b,128,0.8564,0.9847,0.9769
cuda,gernet_l,128,1.0029,1.0218,0.9985
cuda,ghostnet_100,128,1.2055,0.9993,0.0
cuda,gluon_inception_v3,128,1.1106,0.0,1.2247
cuda,gluon_senet154,64,1.1523,1.1483,0.0
cuda,gluon_xception65,32,1.0666,1.0342,1.0574
cuda,gmixer_24_224,128,1.0724,1.068,0.8755
cuda,gmlp_s16_224,128,1.0126,1.004,1.1252
cuda,hardcorenas_a,128,1.0391,1.074,1.1052
cuda,hrnet_w18,128,1.2504,1.3222,1.2541
cuda,inception_v3,128,1.1107,1.1335,1.2234
cuda,jx_nest_base,64,1.1354,0.9996,0.0
cuda,lcnet_050,128,0.8856,1.2921,1.1024
cuda,legacy_senet154,0,0.0,0.0,0.0
cuda,levit_128,128,1.1414,0.0,0.0
cuda,mixer_b16_224,128,0.9744,0.991,0.778
cuda,mixnet_l,128,0.9384,1.0304,0.0
cuda,mnasnet_100,128,1.0283,1.0282,1.0232
cuda,mobilenetv2_100,128,0.9165,1.0489,1.1114
cuda,mobilenetv3_large_100,128,0.9931,1.0535,1.0618
cuda,mobilevit_s,128,0.8224,1.0903,0.0
cuda,nasnetalarge,16,1.0896,1.1037,0.0
cuda,nfnet_l0,128,0.9847,1.1722,1.3079
cuda,pit_b_224,64,1.041,1.0621,1.1618
cuda,pnasnet5large,16,1.0825,1.0877,0.0
cuda,poolformer_m36,64,1.0465,0.0,1.0547
cuda,regnety_002,128,1.1641,1.348,1.3552
cuda,repvgg_a2,128,0.9462,0.9982,1.055
cuda,res2net101_26w_4s,128,1.1029,1.1721,0.0
cuda,res2net50_14w_8s,128,1.1673,1.2408,1.2932
cuda,res2next50,128,1.1012,1.1769,1.2797
cuda,resmlp_12_224,128,1.1983,0.0,0.7071
cuda,resnest101e,64,1.125,1.2013,0.0
cuda,resnet18,128,1.1485,1.1764,1.2067
cuda,rexnet_100,128,0.8254,1.0444,1.1026
cuda,sebotnet33ts_256,128,0.8786,1.1694,0.0
cuda,selecsls42b,128,1.1887,1.2034,1.1799
cuda,spnasnet_100,128,0.9763,0.9786,0.9854
cuda,swin_base_patch4_window7_224,64,1.0659,0.9996,0.0
cuda,swsl_resnext101_32x16d,32,1.0942,1.1087,1.0945
cuda,tf_efficientnet_b0,128,0.776,1.0393,1.0994
cuda,tf_mixnet_l,128,0.9403,1.0285,0.0
cuda,tinynet_a,128,0.751,0.9889,1.0123
cuda,tnt_s_patch16_224,128,1.2946,1.5857,0.0
cuda,twins_pcpvt_base,128,1.1156,1.0998,0.0
cuda,visformer_small,128,1.025,1.0197,1.0535
cuda,vit_base_patch16_224,128,0.9895,0.9817,0.0
cuda,volo_d1_224,128,1.0706,1.1432,0.0
cuda,xcit_large_24_p8_224,11,1.0242,0.0,0.0
