dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,AlbertForMaskedLM,4,6.456798,4.358505,4.343844
cuda,AlbertForQuestionAnswering,4,6.373132,4.314042,4.299472
cuda,AllenaiLongformerBase,4,29.359936,19.903787,19.866294
cuda,BartForCausalLM,4,7.435960,4.136493,4.120587
cuda,BartForConditionalGeneration,2,18.040684,10.873287,10.856880
cuda,BertForMaskedLM,16,8.741014,4.439306,4.424533
cuda,BertForQuestionAnswering,16,8.736236,4.424332,4.409452
cuda,BlenderbotForCausalLM,4,14.245854,8.088420,8.068367
cuda,BlenderbotSmallForCausalLM,64,5.287220,2.934584,2.918831
cuda,BlenderbotSmallForConditionalGeneration,64,11.863545,7.093185,7.078570
cuda,CamemBert,16,8.677350,4.396246,4.381541
cuda,DebertaForMaskedLM,4,10.744145,4.997701,4.970519
cuda,DebertaForQuestionAnswering,8,10.751530,5.011177,4.983764
cuda,DebertaV2ForMaskedLM,1,18.696639,8.237039,8.196074
cuda,DebertaV2ForQuestionAnswering,2,18.656790,8.291656,8.250569
cuda,DistilBertForMaskedLM,128,3.900794,2.378918,2.364793
cuda,DistilBertForQuestionAnswering,256,3.886538,2.382037,2.367646
cuda,DistillGPT2,16,3.914870,2.279961,2.266273
cuda,ElectraForCausalLM,32,8.806319,4.463864,4.448892
cuda,ElectraForQuestionAnswering,64,8.760461,4.465246,4.450550
cuda,GPT2ForSequenceClassification,4,7.352862,4.204283,4.190387
cuda,GoogleFnet,16,4.305954,2.240445,2.222650
cuda,LayoutLMForMaskedLM,16,8.719138,4.570306,4.555095
cuda,LayoutLMForSequenceClassification,16,8.487314,4.514546,4.499417
cuda,M2M100ForConditionalGeneration,16,17.406718,10.406498,10.387076
cuda,MBartForCausalLM,4,7.536460,4.191261,4.175469
cuda,MBartForConditionalGeneration,2,17.955249,10.855349,10.839419
cuda,MT5ForConditionalGeneration,16,14.788036,8.764357,8.748570
cuda,MegatronBertForCausalLM,4,17.141187,8.776179,8.760571
cuda,MegatronBertForQuestionAnswering,8,17.166788,8.787085,8.771581
cuda,MobileBertForMaskedLM,64,34.619743,17.121994,17.101823
cuda,MobileBertForQuestionAnswering,128,34.630704,17.112557,17.092050
cuda,OPTForCausalLM,2,7.465784,4.165559,4.149077
cuda,PLBartForCausalLM,8,4.224380,2.181284,2.166450
cuda,PLBartForConditionalGeneration,4,10.901047,5.550901,5.534544
cuda,PegasusForCausalLM,32,7.477926,4.213934,4.196736
cuda,PegasusForConditionalGeneration,32,14.883422,10.692127,10.673960
cuda,RobertaForCausalLM,16,8.745749,4.426176,4.411201
cuda,RobertaForQuestionAnswering,16,8.642916,4.394033,4.379287
cuda,Speech2Text2ForCausalLM,256,3.937165,2.096380,2.081295
cuda,T5ForConditionalGeneration,4,10.405025,6.013252,5.997712
cuda,T5Small,4,10.510892,6.097411,6.081934
cuda,TrOCRForCausalLM,32,7.733016,4.309468,4.292250
cuda,XGLMForCausalLM,8,14.384441,8.669669,8.650131
cuda,XLNetLMHeadModel,8,22.333979,14.490150,14.471297
cuda,YituTechConvBert,16,13.019193,7.051860,7.036568
