dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,BERT_pytorch,16,0.9843,100.7325,1.1265
cuda,Background_Matting,4,1.0792,69.0900,0.9682
cuda,LearningToPaint,96,0.9721,39.1172,0.6275
cuda,Super_SloMo,6,0.9920,27.4705,0.9891
cuda,alexnet,128,1.0035,3.1265,0.7457
cuda,attention_is_all_you_need_pytorch,256,0.9536,131.9068,0.9678
cuda,dcgan,32,0.8093,4.4151,0.7634
cuda,demucs,4,1.0004,0.3081,0.9886
cuda,densenet121,4,0.7665,166.6010,0.8558
cuda,dlrm,2048,1.0523,2.8631,0.7306
cuda,drq,1,0.7622,4.5372,0.8777
cuda,fastNLP_Bert,6,1.1757,102.4501,1.2131
cuda,functorch_dp_cifar10,0,0.0000
cuda,hf_Albert,8,1.5572,115.8684,1.0621
cuda,hf_Bart,4,0.9077,152.7631,1.0863
cuda,hf_Bert,4,0.9029,105.5213,1.0011
cuda,hf_BigBird,2,0.9081,97.7114,1.1745
cuda,hf_DistilBert,8,0.5249,47.6289,1.0216
cuda,hf_GPT2,4,0.3845,83.3684,1.1241
cuda,hf_GPT2_large,0,0.0000
cuda,hf_Longformer,0,0.0000
cuda,hf_Reformer,4,0.7364,15.8557,0.9862
cuda,hf_T5,8,1.2243,89.2411,0.9326
cuda,hf_T5_large,0,0.0000
cuda,lennard_jones,1000,0.6859,1.3833,0.9995
cuda,mnasnet1_0,32,0.9187,72.6196,0.8259
cuda,mobilenet_v2,96,1.3370,98.2439,0.9872
cuda,mobilenet_v2_quantized_qat,96,1.4595,182.1821,1.1946
cuda,mobilenet_v3_large,32,0.8637,99.4439,0.8098
cuda,moco,0,0.0000
cuda,nvidia_deeprecommender,256,0.9769,4.8685,0.5598
cuda,pytorch_CycleGAN_and_pix2pix,1,0.8510,33.2275,0.8952
cuda,pytorch_stargan,0,0.0000
cuda,pytorch_struct,200,0.7933,4.4928,0.5097
cuda,pytorch_unet,1,1.0897,30.2876,0.8497
cuda,resnet152,32,0.8990,187.9947,0.8735
cuda,resnet18,16,0.8903,29.6240,0.6948
cuda,resnet50,32,0.9880,77.8733,0.7968
cuda,resnet50_quantized_qat,32,1.1563,168.9774,1.2258
cuda,resnext50_32x4d,8,0.8145,65.6794,0.8203
cuda,shufflenet_v2_x1_0,128,0.9026,82.8984,0.8683
cuda,soft_actor_critic,256,0.7097,1.6238,0.9636
cuda,speech_transformer,32,0.8256,151.5973,1.0210
cuda,squeezenet1_1,32,0.8733,4.6323,0.9761
cuda,tacotron2,64,0.7419,63.4764,1.0227
cuda,timm_efficientdet,1,0.7648,489.8015,1.1336
cuda,timm_efficientnet,32,0.8165,107.6890,0.9880
cuda,timm_nfnet,128,1.1336,154.9050,0.7594
cuda,timm_regnet,32,1.0931,111.4363,0.8784
cuda,timm_resnest,32,1.1652,59.6083,0.7927
cuda,timm_vision_transformer,8,0.6511,75.7931,1.0642
cuda,timm_vision_transformer_large,0,0.0000
cuda,timm_vovnet,32,0.9012,56.9466,0.7737
cuda,tts_angular,64,0.9705,1.0940,0.9884
cuda,vgg16,64,0.9977,3.1157,0.6640
cuda,yolov3,16,1.1515,112.9184,0.8549
