dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,adv_inception_v3,128,1.1297,141.0937,0.8721
cuda,beit_base_patch16_224,0,0.0000
cuda,botnet26t_256,0,0.0000
cuda,cait_m36_384,0,0.0000
cuda,coat_lite_mini,128,1.0761,93.4558,0.9857
cuda,convit_base,0,0.0000
cuda,convmixer_768_32,0,0.0000
cuda,convnext_base,0,0.0000
cuda,crossvit_9_240,128,1.0384,176.9135,1.1496
cuda,cspdarknet53,64,1.1739,119.4252,0.8912
cuda,deit_base_distilled_patch16_224,64,0.9808,74.8667,1.2337
cuda,dla102,128,1.2837,177.2127,0.9530
cuda,dm_nfnet_f0,128,1.1378,156.0689,0.7593
cuda,dpn107,32,1.0272,169.2750,0.8941
cuda,eca_botnext26ts_256,0,0.0000
cuda,eca_halonext26ts,0,0.0000
cuda,ese_vovnet19b_dw,128,1.1492,54.6904,0.9303
cuda,fbnetc_100,128,1.2459,107.9298,0.7446
cuda,fbnetv3_b,128,1.2422,234.0961,0.9108
cuda,gernet_l,128,1.0983,90.3277,0.7938
cuda,ghostnet_100,128,1.2911,162.4053,0.9348
cuda,gluon_inception_v3,128,1.1291,146.3270,0.8721
cuda,gluon_xception65,32,1.0805,154.4863,0.8929
cuda,gmixer_24_224,128,1.0442,137.5712,1.4758
cuda,gmlp_s16_224,128,1.0351,154.4669,0.9833
cuda,hrnet_w18,128,1.2841,673.3057,0.8646
cuda,inception_v3,128,1.1291,146.6623,0.8721
cuda,jx_nest_base,0,0.0000
cuda,lcnet_050,128,1.2877,65.9257,0.8321
cuda,mixer_b16_224,128,0.8778,73.8370,1.4125
cuda,mixnet_l,128,1.0985,154.5902,0.7911
cuda,mnasnet_100,128,1.2515,90.6505,0.8279
cuda,mobilenetv2_100,128,1.2863,100.6769,0.9861
cuda,mobilenetv3_large_100,128,1.2862,121.1619,0.8112
cuda,mobilevit_s,0,0.0000
cuda,nfnet_l0,128,1.1046,132.4120,0.7759
cuda,pit_b_224,64,1.0321,97.6379,1.0452
cuda,pnasnet5large,16,1.0895,349.4073,1.1918
cuda,poolformer_m36,0,0.0000
cuda,regnety_002,128,0.9668,91.4548,0.7597
cuda,repvgg_a2,128,1.1384,155.1510,0.6570
cuda,res2net101_26w_4s,64,1.1065,247.9385,0.8933
cuda,res2net50_14w_8s,128,1.2465,261.1243,0.8609
cuda,res2next50,128,1.1811,159.8804,0.8620
cuda,resmlp_12_224,128,1.0056,32.4958,0.8133
cuda,resnest101e,64,1.1690,282.3439,0.9266
cuda,rexnet_100,128,1.1608,143.3703,1.0507
cuda,sebotnet33ts_256,0,0.0000
cuda,selecsls42b,128,1.2149,73.8437,0.8951
cuda,spnasnet_100,128,1.2088,112.2471,0.8412
cuda,swin_base_patch4_window7_224,0,0.0000
cuda,swsl_resnext101_32x16d,32,1.1086,125.9041,0.8676
cuda,tf_efficientnet_b0,128,1.1647,128.2825,0.9895
cuda,tf_mixnet_l,128,1.0947,155.1872,0.8574
cuda,tinynet_a,128,1.1486,143.0197,0.9898
cuda,tnt_s_patch16_224,0,0.0000
cuda,twins_pcpvt_base,0,0.0000
cuda,visformer_small,0,0.0000
cuda,vit_base_patch16_224,64,0.9514,73.1389,1.2305
cuda,volo_d1_224,0,0.0000
cuda,xcit_large_24_p8_224,0,0.0000
