dev,name,batch_size,time,memory,graphs
cuda,adv_inception_v3,128,7.0355,15.0433,2
cuda,beit_base_patch16_224,64,6.7099,11.0206,2
cuda,botnet26t_256,128,6.5371,13.5574,2
cuda,cait_m36_384,2,19.2970,10.8265,2
cuda,coat_lite_mini,128,6.3699,13.3571,2
cuda,convit_base,32,5.0075,7.8448,27
cuda,convmixer_768_32,32,5.5972,13.6109,2
cuda,convnext_base,32,8.3191,8.8016,2
cuda,crossvit_9_240,64,8.3538,4.2220,2
cuda,cspdarknet53,64,10.9650,15.3587,2
cuda,deit_base_distilled_patch16_224,64,5.5577,10.2420,2
cuda,densenet121,64,13.1447,8.5089,14
cuda,dla102,64,7.9734,10.0003,2
cuda,dm_nfnet_f0,128,14.3653,14.2149,2
cuda,dpn107,32,23.7940,11.6027,2
cuda,eca_botnext26ts_256,128,7.1256,17.8952,2
cuda,eca_halonext26ts,128,7.5057,18.0110,2
cuda,ecaresnet101d,64,10.7235,12.2370,2
cuda,ese_vovnet19b_dw,128,4.9214,10.8743,2
cuda,fbnetc_100,128,9.0417,8.1126,2
cuda,fbnetv3_b,128,14.9200,11.7649,2
cuda,gernet_l,128,9.5550,10.3975,2
cuda,ghostnet_100,128,6.5500,5.3461,2
cuda,gluon_inception_v3,128,7.0974,15.0433,2
cuda,gluon_senet154,32,18.2419,13.2121,2
cuda,gluon_xception65,32,7.8188,14.5669,2
cuda,gmixer_24_224,64,7.9525,7.9080,2
cuda,gmlp_s16_224,64,7.3969,9.3718,2
cuda,hardcorenas_a,128,5.5889,6.5509,2
cuda,hrnet_w18,128,33.1342,17.8579,2
cuda,inception_v3,128,7.0933,15.0433,2
cuda,jx_nest_base,64,9.2307,19.7422,2
cuda,lcnet_050,128,4.5229,2.3340,2
cuda,legacy_senet154,32,14.5324,13.2130,2
cuda,levit_128,128,8.1101,3.3075,2
cuda,mixer_b16_224,64,4.5921,8.3271,2
cuda,mixnet_l,64,17.9920,8.7723,2
cuda,mnasnet_100,128,7.1267,6.4145,2
cuda,mobilenetv2_100,128,7.1433,11.3788,2
cuda,mobilenetv3_large_100,128,7.1268,6.6108,2
cuda,mobilevit_s,64,9.3670,14.3498,2
cuda,nasnetalarge,16,43.9426,16.3970,2
cuda,nfnet_l0,128,10.8468,13.2683,2
cuda,pit_b_224,64,6.0075,14.8408,2
cuda,pnasnet5large,16,33.9188,18.0261,2
cuda,poolformer_m36,64,10.9580,16.8016,2
cuda,regnety_002,128,8.1642,3.1245,2
cuda,repvgg_a2,128,9.0507,6.4988,2
cuda,res2net101_26w_4s,64,13.3340,11.7873,2
cuda,res2net50_14w_8s,128,10.9425,17.0183,2
cuda,res2next50,128,7.1158,17.3280,2
cuda,resmlp_12_224,128,4.3894,7.3500,2
cuda,resnest101e,32,15.6616,9.0958,2
cuda,resnet18,128,3.3700,3.9583,2
cuda,rexnet_100,128,9.5778,14.3860,2
cuda,sebotnet33ts_256,64,8.6890,12.8977,2
cuda,selecsls42b,128,4.0785,6.8294,2
cuda,spnasnet_100,128,8.8622,7.0067,2
cuda,swin_base_patch4_window7_224,64,14.5917,15.0304,2
cuda,swsl_resnext101_32x16d,32,7.8485,15.7779,2
cuda,tf_efficientnet_b0,128,9.0135,14.0403,2
cuda,tf_mixnet_l,64,21.6430,9.5387,2
cuda,tinynet_a,128,9.9307,11.0325,2
cuda,tnt_s_patch16_224,64,10.8574,9.7062,2
cuda,twins_pcpvt_base,32,13.9819,6.4129,2
cuda,visformer_small,128,5.1376,11.5011,2
cuda,vit_base_patch16_224,64,5.5605,10.1640,2
cuda,volo_d1_224,64,8.7084,10.2487,2
cuda,xcit_large_24_p8_224,5,16.2863,10.1702,2
