dev,name,batch_size,time,memory,graphs
cuda,adv_inception_v3,128,484.6604,15.5702,2
cuda,beit_base_patch16_224,64,137.7669,10.9476,2
cuda,botnet26t_256,128,291.2978,16.8086,2
cuda,cait_m36_384,2,399.7359,11.4283,2
cuda,coat_lite_mini,128,568.9969,16.3205,2
cuda,convit_base,32,134.9287,10.0612,27
cuda,convmixer_768_32,32,70.1896,13.5855,2
cuda,convnext_base,32,563.2685,9.8204,2
cuda,crossvit_9_240,64,341.0091,4.4694,2
cuda,cspdarknet53,64,215.3909,13.7079,2
cuda,deit_base_distilled_patch16_224,64,114.0184,10.8359,2
cuda,densenet121,64,600,0,0
cuda,dla102,64,314.3112,10.6051,2
cuda,dm_nfnet_f0,128,248.9313,13.8211,2
cuda,dpn107,32,600,0,0
cuda,eca_botnext26ts_256,128,299.5626,15.9702,2
cuda,eca_halonext26ts,128,324.8335,17.6405,2
cuda,ecaresnet101d,64,285.9735,11.4447,2
cuda,ese_vovnet19b_dw,128,190.4050,11.2915,2
cuda,fbnetc_100,128,336.7111,8.9854,2
cuda,fbnetv3_b,128,488.7332,11.1511,2
cuda,gernet_l,128,169.7426,11.0234,2
cuda,ghostnet_100,128,600,0,0
cuda,gluon_inception_v3,128,486.5501,15.5702,2
cuda,gluon_senet154,32,347.1695,12.4346,2
cuda,gluon_xception65,32,228.3563,13.9854,2
cuda,gmixer_24_224,64,175.5305,5.5521,2
cuda,gmlp_s16_224,64,182.8934,9.8422,2
cuda,hardcorenas_a,128,327.6533,7.4532,2
cuda,hrnet_w18,128,600,0,0
cuda,inception_v3,128,483.8016,15.5668,2
cuda,jx_nest_base,64,496.4064,25.6532,2
cuda,lcnet_050,128,205.3656,2.2644,2
cuda,legacy_senet154,32,343.6723,12.3190,2
cuda,levit_128,128,0,0,0
cuda,mixer_b16_224,64,127.6471,9.7249,2
cuda,mixnet_l,64,533.1946,8.6755,2
cuda,mnasnet_100,128,304.4700,7.1845,2
cuda,mobilenetv2_100,128,300.1236,10.3256,2
cuda,mobilenetv3_large_100,128,375.5129,7.2405,2
cuda,mobilevit_s,64,600,0,0
cuda,nasnetalarge,16,600,0,0
cuda,nfnet_l0,128,190.7743,9.1573,2
cuda,pit_b_224,64,262.6767,18.3125,2
cuda,pnasnet5large,16,0,0,0
cuda,poolformer_m36,64,237.5396,15.0691,2
cuda,regnety_002,128,229.1466,3.6158,2
cuda,repvgg_a2,128,135.8008,7.2622,2
cuda,res2net101_26w_4s,64,470.1733,13.4093,2
cuda,res2net50_14w_8s,128,445.8269,20.1498,2
cuda,res2next50,128,308.9933,21.2391,2
cuda,resmlp_12_224,128,151.3743,12.1078,2
cuda,resnest101e,32,412.0363,10.2149,2
cuda,resnet18,128,112.1341,4.3858,2
cuda,rexnet_100,128,600,0,0
cuda,sebotnet33ts_256,64,358.4837,13.9394,2
cuda,selecsls42b,128,246.7738,8.0997,2
cuda,spnasnet_100,128,356.6435,8.1073,2
cuda,swin_base_patch4_window7_224,64,600,0,0
cuda,swsl_resnext101_32x16d,32,183.4732,18.1175,2
cuda,tf_efficientnet_b0,128,401.1326,11.6391,2
cuda,tf_mixnet_l,64,599.4277,8.8936,2
cuda,tinynet_a,128,414.7281,7.3747,2
cuda,tnt_s_patch16_224,64,311.7397,10.4682,2
cuda,twins_pcpvt_base,32,600,0,0
cuda,visformer_small,128,193.8944,12.2872,2
cuda,vit_base_patch16_224,64,108.4053,10.7458,2
cuda,volo_d1_224,64,0,0,0
cuda,xcit_large_24_p8_224,5,0,0,0
