dev,name,batch_size,time,memory,graphs
cuda,adv_inception_v3,128,49.4574,14.8537,2
cuda,beit_base_patch16_224,64,15.3690,11.9922,2
cuda,botnet26t_256,128,42.4955,14.8521,2
cuda,cait_m36_384,2,45.5324,10.5789,2
cuda,coat_lite_mini,128,15.3449,13.3553,2
cuda,convit_base,32,11.6206,7.2158,27
cuda,convmixer_768_32,32,11.3781,13.6970,2
cuda,convnext_base,32,22.3592,8.4023,2
cuda,crossvit_9_240,64,26.2406,4.9251,2
cuda,cspdarknet53,64,44.8340,12.5337,2
cuda,deit_base_distilled_patch16_224,64,11.5159,11.5942,2
cuda,densenet121,64,111.1696,8.9019,14
cuda,dla102,64,48.5259,9.6198,2
cuda,dm_nfnet_f0,128,36.7386,13.9529,2
cuda,dpn107,32,82.4915,12.0623,2
cuda,eca_botnext26ts_256,128,56.8648,16.4934,2
cuda,eca_halonext26ts,128,58.5561,16.5178,2
cuda,ecaresnet101d,64,47.3888,11.4629,2
cuda,ese_vovnet19b_dw,128,32.1742,10.3699,2
cuda,fbnetc_100,128,46.4748,9.3101,2
cuda,fbnetv3_b,128,75.8684,11.0179,2
cuda,gernet_l,128,38.2018,10.3346,2
cuda,ghostnet_100,128,6.5171,5.3461,2
cuda,gluon_inception_v3,128,48.5702,14.8537,2
cuda,gluon_senet154,32,58.4060,13.3291,2
cuda,gluon_xception65,32,37.0960,15.2042,2
cuda,gmixer_24_224,64,16.2211,6.5301,2
cuda,gmlp_s16_224,64,13.1470,9.3718,2
cuda,hardcorenas_a,128,53.2770,6.1303,2
cuda,hrnet_w18,128,109.3372,18.7136,2
cuda,inception_v3,128,48.7634,14.8537,2
cuda,jx_nest_base,64,9.0119,19.7422,2
cuda,lcnet_050,128,32.3000,2.1741,2
cuda,legacy_senet154,32,54.4229,13.3301,2
cuda,levit_128,128,0,0,0
cuda,mixer_b16_224,64,11.0389,8.3279,2
cuda,mixnet_l,64,67.4469,9.5267,2
cuda,mnasnet_100,128,39.3063,7.0065,2
cuda,mobilenetv2_100,128,39.2136,10.2651,2
cuda,mobilenetv3_large_100,128,62.4131,6.4752,2
cuda,mobilevit_s,64,45.9849,13.3081,2
cuda,nasnetalarge,16,115.2213,13.0368,2
cuda,nfnet_l0,128,28.9332,12.6527,2
cuda,pit_b_224,64,13.5597,17.6235,2
cuda,pnasnet5large,16,104.9535,15.0506,2
cuda,poolformer_m36,64,25.3104,18.0292,2
cuda,regnety_002,128,46.1940,3.1360,2
cuda,repvgg_a2,128,39.9236,7.6390,2
cuda,res2net101_26w_4s,64,58.1943,12.0501,2
cuda,res2net50_14w_8s,128,61.0570,17.4819,2
cuda,res2next50,128,54.6957,18.0142,2
cuda,resmlp_12_224,128,0,0,0
cuda,resnest101e,32,68.8363,9.1062,2
cuda,resnet18,128,26.4644,4.6580,2
cuda,rexnet_100,128,103.8789,11.5224,2
cuda,sebotnet33ts_256,64,54.5555,13.4482,2
cuda,selecsls42b,128,33.5856,6.7833,2
cuda,spnasnet_100,128,45.3074,7.5985,2
cuda,swin_base_patch4_window7_224,64,14.6145,15.0304,2
cuda,swsl_resnext101_32x16d,32,35.7346,16.3801,2
cuda,tf_efficientnet_b0,128,65.1064,11.6539,2
cuda,tf_mixnet_l,64,72.2705,9.6816,2
cuda,tinynet_a,128,64.9329,9.2728,2
cuda,tnt_s_patch16_224,64,23.7183,11.0848,2
cuda,twins_pcpvt_base,32,42.1757,6.6370,2
cuda,visformer_small,128,24.3873,11.3553,2
cuda,vit_base_patch16_224,64,10.2643,11.5056,2
cuda,volo_d1_224,64,27.7419,12.0635,2
cuda,xcit_large_24_p8_224,5,54.8731,9.4568,2
