dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,15.902422,13.965569,11.408985,6.100561,1.653657,11.824284,3.146178,1.435141,0.147599,0.002585,7.218491,7.519780
cuda,AlbertForQuestionAnswering,4,15.934097,14.022612,11.440879,6.148801,1.629007,11.847279,2.939497,1.643328,0.146264,0.002453,3.514599,7.470292
cuda,BartForCausalLM,4,24.154421,20.763095,17.750744,12.340868,1.654310,18.806387,2.639035,1.730263,0.200399,3.622626,1.910124,11.916171
cuda,BartForConditionalGeneration,2,39.308806,32.101316,28.923573,14.115576,4.302176,21.429958,7.689460,3.830572,1.041298,0.738684,0.465744,12.761888
cuda,BertForMaskedLM,16,18.937389,15.543380,13.057287,6.900532,1.763660,12.078046,2.888560,1.848310,0.270567,0.002355,2.596262,7.109626
cuda,BertForQuestionAnswering,16,19.303051,15.883122,13.422047,7.254619,1.748497,12.374593,3.096858,1.836109,0.265954,0.002454,2.229808,7.038506
cuda,BlenderbotSmallForCausalLM,64,15.900290,13.483727,10.738736,7.094460,1.109680,13.720653,1.882436,1.182843,0.133721,3.505973,2.450869,11.360542
cuda,BlenderbotSmallForConditionalGeneration,64,28.705369,23.901762,20.289511,10.150682,2.639059,16.699567,5.096593,2.615876,0.554208,1.479598,2.357969,10.940165
cuda,CamemBert,16,19.333208,15.888457,13.410301,7.247247,1.779697,11.781994,3.143987,1.862926,0.273840,0.002456,1.258856,6.481826
cuda,DistilBertForMaskedLM,128,13.613766,12.097732,9.565357,6.492420,0.933693,10.452372,1.751059,0.881112,0.114967,3.445553,8.686012,8.423637
cuda,DistilBertForQuestionAnswering,256,13.829686,12.298166,9.688898,6.567702,0.955663,10.705808,1.822745,0.886945,0.110289,3.749483,10.661433,8.927399
cuda,DistillGPT2,16,15.178580,13.502482,9.763742,6.858153,1.009565,11.661849,1.912304,0.892397,0.101606,0.992015,4.032262,6.884880
cuda,ElectraForCausalLM,32,23.880486,20.469480,17.996132,11.802599,1.762503,23.579707,3.101000,1.671814,0.267499,1.828451,8.517704,15.535385
cuda,ElectraForQuestionAnswering,64,19.292418,15.896416,13.397639,7.228084,1.767879,15.839546,3.393990,1.590731,0.269304,0.002404,2.839876,10.548428
cuda,GPT2ForSequenceClassification,4,21.077391,17.763242,14.140497,8.668094,1.874997,11.867733,3.063344,1.620655,0.233333,0.277861,1.541279,5.695030
cuda,GoogleFnet,16,16.072016,14.014581,11.519689,8.415425,1.075517,14.932412,1.676314,0.910937,0.117285,4.117453,2.088727,11.827626
cuda,LayoutLMForMaskedLM,16,20.817678,17.086262,13.999239,7.686879,1.798066,13.300021,3.192012,1.865542,0.275813,1.929876,2.601492,9.513119
cuda,LayoutLMForSequenceClassification,16,21.221945,17.535222,14.177301,7.887862,1.771965,15.027423,4.129485,1.824784,0.265619,6.317449,6.894330,15.397755
cuda,M2M100ForConditionalGeneration,16,43.528146,34.408272,31.647570,17.638691,4.023455,28.864690,6.976987,4.289579,0.582069,16.523400,21.543131,32.194482
cuda,MBartForCausalLM,4,24.452509,20.966985,17.663874,12.208264,1.716254,19.099463,2.727437,1.785960,0.199847,3.730350,1.918447,12.516497
cuda,MBartForConditionalGeneration,2,41.399059,34.071519,30.929268,15.778899,4.101872,23.451317,8.146613,3.964937,1.012079,0.749175,0.413156,12.936561
cuda,MT5ForConditionalGeneration,16,31.895880,25.899026,23.302914,12.175470,3.249925,19.547312,5.483596,2.224920,0.460135,39.938030,74.726130,51.154114
cuda,MegatronBertForCausalLM,4,32.867112,26.092777,23.295502,11.413784,3.514929,18.283011,6.686776,3.189354,0.743975,1.002891,3.107603,11.721188
cuda,MegatronBertForQuestionAnswering,8,33.514141,26.729970,23.641224,11.780221,3.462529,19.392107,6.563151,3.097953,0.694987,1.502589,2.065286,12.909791
cuda,MobileBertForMaskedLM,64,50.231105,36.254304,32.828708,11.567510,5.626215,26.275512,9.223273,5.765792,2.399230,18.832085,34.326376,39.738623
cuda,MobileBertForQuestionAnswering,128,47.466594,33.672039,31.001996,11.034981,5.580862,26.123108,9.086501,5.716820,2.349521,14.990300,29.240455,36.222293
cuda,PLBartForCausalLM,8,17.172510,15.166575,12.566766,9.455254,0.924757,598.802978,1.529441,0.929676,0.104759,2.177619,1.634234,592.543895
cuda,PLBartForConditionalGeneration,4,28.587726,23.517563,20.835976,13.415434,2.237640,20.880104,3.465497,2.196367,0.274902,3.107234,2.258110,13.027876
cuda,PegasusForCausalLM,32,20.331034,17.067068,14.515084,8.996897,1.695683,15.367152,2.695836,1.744190,0.198442,4.098240,2.327776,12.338043
cuda,PegasusForConditionalGeneration,32,37.076643,32.935802,30.354976,15.749780,3.843911,24.165987,7.415965,3.919871,0.708840,2.220803,1.884688,14.878885
