dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,AlbertForMaskedLM,2,1.308385,3.773968
cuda,AlbertForQuestionAnswering,2,1.295738,3.760936
cuda,BartForCausalLM,2,1.361363,3.330456
cuda,BartForConditionalGeneration,1,3.504303,9.349331
cuda,BertForMaskedLM,64,1.608111,3.475986
cuda,BertForQuestionAnswering,64,1.605948,3.451395
cuda,BlenderbotSmallForCausalLM,64,0.987931,2.205292
cuda,BlenderbotSmallForConditionalGeneration,32,2.256646,6.160429
cuda,CamemBert,1,1.611571,3.431052
cuda,DebertaForMaskedLM,4,4.849609,4.739305
cuda,DebertaForQuestionAnswering,4,4.871055,4.757259
cuda,DistilBertForMaskedLM,16,0.811312,1.801816
cuda,DistilBertForQuestionAnswering,32,0.782146,1.761983
cuda,DistillGPT2,1,0.907985,1.681441
cuda,ElectraForCausalLM,1,1.617824,3.451236
cuda,ElectraForQuestionAnswering,64,1.683907,3.555989
cuda,GPT2ForSequenceClassification,4,1.650167,3.358978
cuda,GoogleFnet,1,1.023154,1.613943
cuda,LayoutLMForMaskedLM,16,1.725391,3.540978
cuda,LayoutLMForSequenceClassification,16,1.724632,3.552096
cuda,M2M100ForConditionalGeneration,2,2.934069,8.248111
cuda,MBartForCausalLM,16,1.374866,3.312041
cuda,MBartForConditionalGeneration,8,3.530581,9.481979
cuda,MT5ForConditionalGeneration,2,3.541427,8.594287
cuda,MegatronBertForCausalLM,2,3.315696,7.146896
cuda,MegatronBertForQuestionAnswering,8,3.303848,7.050955
cuda,MobileBertForMaskedLM,16,7.960093,17.618653
cuda,MobileBertForQuestionAnswering,32,8.055648,17.665445
cuda,OPTForCausalLM,4,1.428727,3.473496
cuda,PLBartForCausalLM,16,0.811233,1.717319
cuda,PLBartForConditionalGeneration,8,1.872310,4.780188
cuda,PegasusForCausalLM,8,1.415299,3.400528
cuda,PegasusForConditionalGeneration,4,3.240823,9.067777
cuda,RobertaForCausalLM,4,1.626264,3.512493
cuda,RobertaForQuestionAnswering,64,1.616569,3.486260
cuda,Speech2Text2ForCausalLM,64,0.859203,1.767097
cuda,T5ForConditionalGeneration,4,2.480080,5.579211
cuda,T5Small,1,2.455953,5.482719
cuda,TrOCRForCausalLM,8,1.336050,3.261165
cuda,XGLMForCausalLM,1,2.661052,7.166330
cuda,XLNetLMHeadModel,4,4.174538,15.578699
cuda,YituTechConvBert,1,2.293347,6.005059
