dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,15.510698,12.678825,6.327955,2.276172,8.401779,3.257704,1.332604,0.267432,0.000007,8.126092,4.448211
cuda,Background_Matting,4,15.079790,12.919877,7.096944,2.714495,10.093308,5.044548,2.511665,0.261940,0.486569,6.293140
cuda,LearningToPaint,96,6.765014,5.873153,3.369530,0.981439,3.936968,1.235877,0.589021,0.087944,0.269473,1.857986
cuda,Super_SloMo,6,15.228785,12.727080,7.619149,2.655987,10.314540,5.443340,2.039774,0.113434,0.374073,5.805577
cuda,alexnet,128,1.987992,1.845834,1.564279,0.200338,2.718060,0.731978,0.255556,0.012572,0.170020,1.530633
cuda,attention_is_all_you_need_pytorch,256,31.097650,28.549663,21.882049,2.260538,24.147682,3.758072,1.535584,0.305468,0.605917,8.982327,5.244491
cuda,dcgan,32,1.883353,1.717800,1.320533,0.178577,1.904487,0.174519,0.076646,0.011535,0.108108,0.877988
cuda,demucs,4,0.221384
cuda,densenet121,4,38.173139,33.074012,17.514932,6.209652,22.749068,13.515118,4.229144,0.823351,0.813454,12.513231
cuda,dlrm,1024,1.666331,1.406529,1.022991,0.148429,1.965035,0.336031,0.101029,0.014205,0.119968,1.218151
cuda,drq,1,2.292026,2.050568,1.711287,0.111143,2.669196,0.111081,0.057909,0.012499,0.254233,1.330338
cuda,fastNLP_Bert,6,16.397426,13.602286,8.112687,1.830008,11.500962,3.236934,1.341670,0.248491,0.774398,4.243548,6.088011
cuda,functorch_dp_cifar10,64,5.648942,5.202516,2.956111,1.220210,5.362954,1.944697,0.627999,0.059594,3.523461,7.192066,3.301974
cuda,hf_Albert,8,10.280993,8.164073,3.269387,1.925065,6.354103,2.770083,1.031385,0.139681,3.609730,8.699966,3.190559
cuda,hf_Bart,4,19.757102,16.390615,8.867782,2.482908,13.050611,4.470960,1.708937,0.354291,2.820909,3.531946,9.606874
cuda,hf_Bert,4,14.265080,11.490144,5.926349,1.807328,8.913920,3.140357,1.256826,0.244381,0.684471,5.571369,0.368131
cuda,hf_DistilBert,8,6.766853,5.592738,2.914580,0.937103,4.876958,1.563217,0.658228,0.112808,2.140333,5.085395,1.839065
cuda,hf_GPT2,4,13.077466,10.193037,4.678271,1.913269,6.861810,2.766471,1.207359,0.216055,2.391427,6.572509,2.143537
cuda,hf_Longformer,2,127.816399,117.735588,102.852450,7.150832,107.930233,87.263467,4.322531,0.402402,17.346244,0.715294,29.906506
cuda,hf_Reformer,4,11.508668,8.866252,7.695033,0.728281,8.557077,1.098593,0.543405,0.047542,2.571545,3.478577,4.201397
cuda,hf_T5_large,2,68.926121,49.767370,21.760773,8.201370,35.205006,19.134297,5.194230,2.273610,4.514523,23.103205,26.631530
cuda,lennard_jones,1000,1.184601,1.094236,0.889086,0.057630,1.409812,0.042721,0.029438,0.005537,0.098036,0.680179
cuda,mnasnet1_0,32,14.898142,12.936436,7.183830,2.416611,8.482643,3.666945,1.566347,0.264972,3.580074,7.394986,3.378530
cuda,mobilenet_v2,96,16.310572,14.239819,8.053583,2.457059,8.942713,4.106346,1.934440,0.305336,0.374527,3.823397
cuda,mobilenet_v3_large,32,15.462845,13.339358,7.166677,2.497734,9.385133,3.975816,1.646191,0.288579,35.483892,40.300309,35.225847
cuda,nvidia_deeprecommender,256,1.491301,1.330067,1.045895,0.130707,2.093311,0.100854,0.058729,0.008623,0.524588,1.708415,0.397438
cuda,pytorch_CycleGAN_and_pix2pix,1,4.521612,3.736753,1.768584,0.849736,4.050006,1.343270,0.577213,0.051154,0.139981,3.301672
cuda,pytorch_stargan,16,6.315451,5.484186,3.076673,0.984662,4.093359,1.078062,0.382787,0.055386,20.621291,40.551320,22.662697
cuda,pytorch_struct,200,1.939669,1.660039,1.137368,0.136936,2.392619,0.170267,0.094418,0.018506,16.093380,17.495599,15.948139
cuda,pytorch_unet,1,7.332473,6.345325,3.608788,1.148278,5.169768,2.229624,0.835434,0.089081,0.255374,3.009934
cuda,resnet152,32,39.719894,33.543950,15.517882,7.519606,16.668671,9.462767,3.327892,1.263587,4.121596,13.089095,3.083076
cuda,resnet18,16,6.889570,6.081181,3.930401,1.108093,4.799678,1.641359,0.697553,0.084037,3.008915,5.022117,2.831398
cuda,resnet50,32,14.281506,12.229625,6.302525,2.340720,7.512745,3.414754,1.380032,0.257808,3.585047,7.231353,3.362102
cuda,resnext50_32x4d,8,13.447570,11.403845,5.487337,2.164455,6.848072,2.912821,1.326478,0.225608,3.456944,7.078519,3.253991
cuda,shufflenet_v2_x1_0,128,16.622861,14.317551,7.873294,2.766779,9.758905,4.804076,2.321721,0.382617,0.366497,5.129352
cuda,soft_actor_critic,256,1.719573,1.572142,1.391608,0.055686,2.257555,0.048729,0.029242,0.005689,0.209914,1.135619
cuda,speech_transformer,32,18.574361,15.036223,8.532238,2.513241,12.221981,4.015868,1.772759,0.266859,0.130048,6.451028
cuda,squeezenet1_1,32,2.818632,2.503801,1.927839,0.402045,3.498681,1.166647,0.650436,0.034030,0.144136,2.128459
cuda,timm_efficientdet,1,63.040243,47.642988,23.257971,11.130049,35.618759,18.865292,7.507457,1.700514,32.985497,44.081606,56.915638
cuda,timm_efficientnet,32,17.760910,14.487517,7.667284,3.029649,10.204148,4.821508,1.866845,0.330996,42.437612,48.118874,42.159215
cuda,timm_nfnet,128,14.029795,10.491910,4.138108,3.283297,9.940177,3.928125,1.550393,0.262549,1.148491,10.343131,0.705014
cuda,timm_regnet,32,18.933899,14.629024,6.667008,2.968390,8.861047,4.292599,1.541867,0.367501,23.268082,28.564351,22.875455
cuda,timm_resnest,32,9.618854,8.505756,5.613506,1.272849,8.186475,3.157369,1.292681,0.108014,34.997245,46.077488,38.891315
cuda,timm_vision_transformer,8,9.253977,7.711340,3.923911,1.352831,7.137078,2.614768,1.097806,0.170691,14.519627,18.086099,19.150384
cuda,timm_vision_transformer_large,8,27.800719,22.416825,9.542499,5.049280,15.581903,7.880467,3.317340,0.983551,12.728297,13.511832,24.039537
cuda,timm_vovnet,32,12.703113,10.332804,5.831837,1.890180,8.062510,3.755561,1.500169,0.178104,3.443495,7.638918,3.099236
cuda,tts_angular,64,1.109042,1.011404,0.910685,0.046056,1.404486,0.026835,0.014319,0.001529,0.095957,0.637971
cuda,vgg16,64,2.075445,1.869572,1.466386,0.259068,2.684551,0.715305,0.304420,0.021465,0.211536,1.696915
cuda,yolov3,16,22.807091,19.380605,10.589391,3.538291,13.388660,7.149654,2.464327,0.459052,0.538640,7.019791
