dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,adv_inception_v3,128,1.561100,4.632385
cuda,beit_base_patch16_224,64,1.387724,3.099744
cuda,botnet26t_256,128,1.327195,2.066212
cuda,cait_m36_384,2,3.732445,12.672579
cuda,coat_lite_mini,128,1.402026,3.538147
cuda,convit_base,32,1.430874,3.737535
cuda,convmixer_768_32,32,1.246657,3.167665
cuda,convnext_base,32,1.574252,3.968039
cuda,crossvit_9_240,64,1.796890,4.691223
cuda,cspdarknet53,64,2.139135,3.108717
cuda,deit_base_distilled_patch16_224,64,1.116996,2.610531
cuda,dla102,64,1.645728,5.200458
cuda,dm_nfnet_f0,128,2.119661,4.220834
cuda,dpn107,32,3.905474,7.310530
cuda,eca_botnext26ts_256,64,1.400474,2.400576
cuda,eca_halonext26ts,64,1.443974,2.782655
cuda,ese_vovnet19b_dw,128,1.050640,1.552194
cuda,fbnetc_100,128,1.949870,2.850141
cuda,fbnetv3_b,128,3.115558,4.774554
cuda,gernet_l,128,1.962947,2.610954
cuda,ghostnet_100,128,1.989264,4.555434
cuda,gluon_inception_v3,128,1.616608,4.823742
cuda,gluon_xception65,32,1.821478,5.969509
cuda,gmixer_24_224,64,1.634540,4.457927
cuda,gmlp_s16_224,64,1.479620,3.574615
cuda,hrnet_w18,2,5.575629,18.707805
cuda,inception_v3,128,1.457525,4.516271
cuda,jx_nest_base,32,2.437398,6.321003
cuda,lcnet_050,128,1.007884,1.290699
cuda,mixer_b16_224,64,0.920612,1.711098
cuda,mixnet_l,64,5.282896,5.918184
cuda,mnasnet_100,128,1.594431,2.305390
cuda,mobilenetv2_100,128,1.602716,2.141820
cuda,mobilenetv3_large_100,128,1.671627,2.383151
cuda,mobilevit_s,32,1.814176,3.604517
cuda,nfnet_l0,64,1.820108,4.641725
cuda,pit_b_224,64,1.178867,2.862094
cuda,pnasnet5large,16,4.295855,15.747960
cuda,poolformer_m36,64,1.975166,4.942876
cuda,regnety_002,128,1.595755,2.983655
cuda,repvgg_a2,128,1.887227,2.280265
cuda,res2net101_26w_4s,64,2.755664,10.093083
cuda,res2net50_14w_8s,2,2.397428,8.706222
cuda,res2next50,2,1.524651,4.489290
cuda,resmlp_12_224,128,0.879889,1.634791
cuda,resnest101e,32,3.071759,9.656435
cuda,rexnet_100,128,1.879146,3.450404
cuda,sebotnet33ts_256,64,1.691519,3.200023
cuda,selecsls42b,128,0.784139,1.884580
cuda,spnasnet_100,128,1.937744,2.857406
cuda,swin_base_patch4_window7_224,64,3.319647,7.935304
cuda,swsl_resnext101_32x16d,32,1.549908,5.081967
cuda,tf_efficientnet_b0,128,1.923314,3.602967
cuda,tf_mixnet_l,64,5.694278,5.849918
cuda,tinynet_a,128,2.082883,4.227035
cuda,tnt_s_patch16_224,64,2.002597,6.631485
cuda,twins_pcpvt_base,32,2.736569,8.794594
cuda,visformer_small,128,1.006810,2.393232
cuda,vit_base_patch16_224,64,1.061944,2.384274
cuda,volo_d1_224,64,1.725389,4.810864
cuda,xcit_large_24_p8_224,5,3.353343,11.238539
