dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,adv_inception_v3,128,1.3540,30.5874,0.8986
cuda,beit_base_patch16_224,64,1.0111,14.9873,0.9807
cuda,botnet26t_256,128,1.2309,16.8631,0.8241
cuda,cait_m36_384,2,1.0750,48.6341,0.9705
cuda,coat_lite_mini,0,0.0000
cuda,convit_base,32,1.2843,22.9870,0.7569
cuda,convmixer_768_32,32,1.0610,13.5293,1.2752
cuda,convnext_base,32,1.1550,26.9520,0.8841
cuda,crossvit_9_240,64,1.1887,21.6829,0.6682
cuda,cspdarknet53,64,1.0902,18.5574,0.8748
cuda,deit_base_distilled_patch16_224,64,1.1072,10.6137,0.9806
cuda,dla102,64,1.3304,62.8412,1.0551
cuda,dm_nfnet_f0,128,1.4470,23.2868,1.0182
cuda,dpn107,32,1.0598,84.0942,0.9057
cuda,eca_botnext26ts_256,64,1.1725,17.2332,1.0900
cuda,eca_halonext26ts,64,1.1660,20.4141,1.0799
cuda,ese_vovnet19b_dw,128,1.1543,10.0475,0.9899
cuda,fbnetc_100,128,1.0900,17.3851,0.8510
cuda,fbnetv3_b,128,1.0496,29.5604,1.0011
cuda,gernet_l,128,1.0060,14.1259,0.7919
cuda,ghostnet_100,128,1.7480,25.8676,1.1484
cuda,gluon_inception_v3,128,1.3562,27.5718,0.8986
cuda,gluon_xception65,32,1.0454,28.0767,1.1251
cuda,gmixer_24_224,64,1.3553,27.5349,1.5227
cuda,gmlp_s16_224,64,1.1319,43.5577,0.9948
cuda,hrnet_w18,2,4.2548,84.2434,0.6455
cuda,inception_v3,128,1.3559,27.8550,0.8986
cuda,jx_nest_base,32,1.2714,31.6178,0.9183
cuda,lcnet_050,128,1.3606,10.0680,0.9626
cuda,mixer_b16_224,64,1.0697,38.8351,0.9656
cuda,mixnet_l,64,1.0037,27.1796,1.0079
cuda,mnasnet_100,128,1.1145,14.2018,0.9237
cuda,mobilenetv2_100,128,1.0722,14.4281,1.0092
cuda,mobilenetv3_large_100,128,1.1496,16.4500,1.0159
cuda,mobilevit_s,32,1.0742,27.3028,1.0009
cuda,nfnet_l0,64,1.3569,17.1770,1.2966
cuda,pit_b_224,64,1.2303,13.8708,0.8356
cuda,pnasnet5large,16,1.1921,66.2911,1.2806
cuda,poolformer_m36,64,1.1547,41.0939,1.0511
cuda,regnety_002,128,1.4349,14.3689,0.8596
cuda,repvgg_a2,128,1.0547,13.1047,0.7662
cuda,res2net101_26w_4s,64,1.2044,46.2709,0.9236
cuda,res2net50_14w_8s,2,1.0822,37.9811,0.7977
cuda,res2next50,2,1.0930,21.0867,0.7982
cuda,resmlp_12_224,128,0.8282,11.6168,0.9792
cuda,resnest101e,32,1.3138,56.0417,0.9271
cuda,rexnet_100,128,1.1577,21.9473,1.1165
cuda,sebotnet33ts_256,64,1.1651,20.6772,1.0011
cuda,selecsls42b,128,1.2328,12.4821,0.9992
cuda,spnasnet_100,128,1.0379,17.0338,0.9302
cuda,swin_base_patch4_window7_224,64,1.1403,42.2442,0.9135
cuda,swsl_resnext101_32x16d,32,1.0921,22.1354,0.8715
cuda,tf_efficientnet_b0,128,1.1612,18.6448,1.1228
cuda,tf_mixnet_l,64,1.0325,27.8270,1.0812
cuda,tinynet_a,128,1.0356,21.8723,1.1275
cuda,tnt_s_patch16_224,64,1.5056,32.7608,0.6138
cuda,twins_pcpvt_base,32,0.9813,45.4248,0.9615
cuda,visformer_small,128,1.0329,12.9079,0.9336
cuda,vit_base_patch16_224,64,1.1011,10.6919,0.9836
cuda,volo_d1_224,0,0.0000
cuda,xcit_large_24_p8_224,5,1.0925,57.6647,1.0100
