dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,Background_Matting,4,0.828160,3.094384
cuda,LearningToPaint,96,0.546435,1.149551
cuda,alexnet,128,0.351349,0.415883
cuda,dcgan,32,0.340427,0.343326
cuda,demucs,4,0.607187
cuda,densenet121,4,1.994164,9.334581
cuda,drq,1,0.386531,0.416400
cuda,functorch_dp_cifar10,64,0.509688,1.366422
cuda,hf_Reformer,4,2.389956,0.600300
cuda,lennard_jones,1000,0.358995,0.197768
cuda,mnasnet1_0,32,0.853402,2.850620
cuda,mobilenet_v2,96,0.849190,2.652001
cuda,mobilenet_v3_large,32,0.924047,3.498495
cuda,nvidia_deeprecommender,256,0.345648,0.265638
cuda,pytorch_CycleGAN_and_pix2pix,1,0.524395,1.926620
cuda,pytorch_stargan,16,0.555326,1.697848
cuda,pytorch_struct,200,0.420080,0.635718
cuda,pytorch_unet,1,0.579932,1.229068
cuda,resnet18,16,0.532579,1.201064
cuda,resnet50,32,0.903707,3.113573
cuda,resnext50_32x4d,8,0.899312,3.116343
cuda,shufflenet_v2_x1_0,128,0.999183,3.493313
cuda,soft_actor_critic,256,0.303209,0.221043
cuda,squeezenet1_1,32,0.467991,1.200066
cuda,timm_efficientnet,32,1.661308,4.402813
cuda,timm_nfnet,128,2.020818,6.022488
cuda,timm_regnet,32,2.228186,5.436382
cuda,timm_resnest,32,0.608460,1.740058
cuda,timm_vision_transformer,8,0.990961,3.507123
cuda,timm_vovnet,32,1.479462,2.520978
cuda,tts_angular,64,0.469141,0.153097
cuda,vgg16,64,0.396365,0.712876
cuda,yolov3,16,2.862691,4.866251
