,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.02x,1.00x
aot_eager,aot_eager,1.01x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.09x,1.14x,1.05x
aot_nvfuser,aot_nvfuser,1.04x,1.02x,1.09x
inductor,inductor,1.35x,1.63x,1.16x
