dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,densenet121,4,1.0727,1.4577,4.3943
cuda,maml_omniglot,1,1.0064,1.1021,2.7582
cuda,drq,1,1.0694,1.0905,2.4841
cuda,timm_vision_transformer,8,1.0627,1.3243,2.4487
cuda,resnext50_32x4d,8,1.1109,1.376,2.0144
cuda,resnet18,16,1.1652,1.3958,1.9333
cuda,pytorch_CycleGAN_and_pix2pix,1,1.2028,1.3045,1.9106
cuda,BERT_pytorch,16,0.0,1.7968,1.7853
cuda,dcgan,32,0.929,1.1396,1.7467
cuda,squeezenet1_1,32,1.0808,1.1604,1.6809
cuda,timm_regnet,32,1.208,1.477,1.6507
cuda,shufflenet_v2_x1_0,128,1.3422,1.4232,1.6061
cuda,timm_resnest,32,1.2697,1.3155,1.5608
cuda,hf_Albert,8,1.4614,1.5177,1.5594
cuda,soft_actor_critic,256,0.9906,0.9971,1.4008
cuda,mobilenet_v2,96,1.0539,1.4867,1.372
cuda,pytorch_unet,1,1.1807,1.1893,1.3526
cuda,resnet50,32,1.2597,1.2899,1.286
cuda,LearningToPaint,96,1.2402,1.2678,1.2683
cuda,pytorch_stargan,16,1.0922,1.1105,1.2402
cuda,hf_Bert,4,1.1391,1.1013,1.1678
cuda,Background_Matting,4,1.1488,1.1563,1.1655
cuda,vgg16,64,0.9993,0.9971,1.1292
cuda,hf_DistilBert,8,1.0076,1.0523,1.1042
cuda,hf_Bart,4,1.0695,1.0627,1.0679
cuda,alexnet,128,0.9945,0.9978,1.0662
cuda,timm_vovnet,32,1.1765,1.1756,1.0113
cuda,nvidia_deeprecommender,256,0.9989,0.9265,0.7438
cuda,mobilenet_v2_quantized_qat,96,1.4669,1.7551,0.0
cuda,resnet50_quantized_qat,32,1.3617,1.634,0.0
cuda,timm_efficientnet,32,1.2725,1.4709,0.0
cuda,mobilenet_v3_large,32,1.1976,1.4659,0.0
cuda,hf_GPT2,4,1.4291,1.4177,0.0
cuda,mnasnet1_0,32,1.232,1.3727,0.0
cuda,timm_efficientdet,1,0.1206,1.3679,0.0
cuda,timm_nfnet,128,0.7431,1.2276,0.0
cuda,pytorch_struct,200,1.0052,1.1053,0.0
cuda,hf_Longformer,2,1.1314,1.035,0.0
cuda,speech_transformer,32,1.1168,1.0214,0.0
cuda,demucs,4,0.9998,0.999,0.0
cuda,moco,32,1.1075,0.9989,0.0
cuda,yolov3,16,1.15,0.996,0.0
cuda,tts_angular,64,0.9904,0.9934,0.0
cuda,vision_maskrcnn,4,0.0,0.9565,0.0
cuda,hf_T5,8,0.0,0.897,0.0
cuda,hf_BigBird,2,0.9827,0.8646,0.0
cuda,fastNLP_Bert,6,1.2939,0.0,0.0
cuda,attention_is_all_you_need_pytorch,256,1.0308,0.0,0.0
cuda,Super_SloMo,0,0.0,0.0,0.0
cuda,detectron2_maskrcnn,0,0.0,0.0,0.0
cuda,dlrm,0,0.0,0.0,0.0
cuda,fambench_xlmr,0,0.0,0.0,0.0
cuda,hf_Reformer,0,0.0,0.0,0.0
cuda,maml,0,0.0,0.0,0.0
cuda,opacus_cifar10,0,0.0,0.0,0.0
cuda,pyhpc_equation_of_state,0,0.0,0.0,0.0
cuda,pyhpc_isoneutral_mixing,0,0.0,0.0,0.0
cuda,pyhpc_turbulent_kinetic_energy,0,0.0,0.0,0.0
cuda,tacotron2,0,0.0,0.0,0.0
