dev,name,batch_size,accuracy,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks
cuda,AlbertForMaskedLM,1,pass,492,5,7,5
cuda,AlbertForQuestionAnswering,1,fail_accuracy,486,5,7,5
cuda,AllenaiLongformerBase,1,fail_to_run,88,10,18,7
cuda,BartForCausalLM,1,pass,874,15,11,8
cuda,BartForConditionalGeneration,1,pass,2280,2,4,3
cuda,BertForMaskedLM,1,pass,770,4,7,4
cuda,BertForQuestionAnswering,1,pass,771,4,7,4
cuda,BlenderbotForCausalLM,1,pass_due_to_skip,0,0,0,0
cuda,BlenderbotSmallForCausalLM,1,pass,591,11,11,8
cuda,BlenderbotSmallForConditionalGeneration,1,pass,1526,2,4,3
cuda,CamemBert,1,pass,777,4,7,4
cuda,DebertaForMaskedLM,1,pass,1042,54,51,11
cuda,DebertaForQuestionAnswering,1,pass,1043,54,51,11
cuda,DebertaV2ForMaskedLM,1,pass_due_to_skip,0,0,0,0
cuda,DebertaV2ForQuestionAnswering,1,pass,1704,102,87,11
cuda,DistilBertForMaskedLM,1,pass,416,2,4,3
cuda,DistilBertForQuestionAnswering,1,pass,418,2,4,3
cuda,DistillGPT2,1,pass,488,2,4,3
cuda,ElectraForCausalLM,1,pass,779,6,10,6
cuda,ElectraForQuestionAnswering,1,pass,776,4,7,4
cuda,GPT2ForSequenceClassification,1,pass,954,3,5,4
cuda,LayoutLMForMaskedLM,1,pass,805,6,8,5
cuda,LayoutLMForSequenceClassification,1,pass,801,7,9,6
cuda,M2M100ForConditionalGeneration,1,pass,2284,20,17,7
cuda,MBartForCausalLM,1,pass,877,15,11,8
cuda,MBartForConditionalGeneration,1,pass,2293,2,4,3
cuda,MT5ForConditionalGeneration,1,pass,1543,8,11,4
cuda,MegatronBertForCausalLM,1,pass,1505,4,7,4
cuda,MegatronBertForQuestionAnswering,1,pass,1502,4,7,4
cuda,MobileBertForMaskedLM,1,pass,1443,3,7,4
cuda,MobileBertForQuestionAnswering,1,pass,1447,3,7,4
cuda,OPTForCausalLM,1,pass,925,15,11,8
cuda,PLBartForCausalLM,1,pass,454,9,11,8
cuda,PLBartForConditionalGeneration,1,pass,1176,11,14,7
cuda,PegasusForCausalLM,1,pass,868,17,12,8
cuda,PegasusForConditionalGeneration,1,pass,1244,7,15,6
cuda,RobertaForCausalLM,1,pass,781,4,7,4
cuda,RobertaForQuestionAnswering,1,pass,778,4,7,4
cuda,Speech2Text2ForCausalLM,1,pass,455,11,12,8
cuda,T5ForConditionalGeneration,1,pass,1062,8,11,4
cuda,T5Small,1,pass,1062,8,11,4
cuda,TrOCRForCausalLM,1,pass,873,15,11,8
cuda,XGLMForCausalLM,1,pass,1772,29,12,8
cuda,XLNetLMHeadModel,1,pass,1483,28,20,8
cuda,YituTechConvBert,1,pass,1202,6,10,6
