dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,47.972254,42.443877,38.607715,23.694760,6.056810,33.890366,10.720205,5.778214,0.665755,47.616828,105.760235,64.324977
cuda,beit_base_patch16_224,64,30.299402,26.662688,22.891957,15.343066,6.816578,19.517444,4.406324,2.810463,0.325819,0.884224,3.245877,12.087529
cuda,botnet26t_256,128,31.172094,28.543693,24.724927,18.867108,4.344511,27.069900,6.276427,3.203166,0.172971,27.860351,54.335914,40.577277
cuda,cait_m36_384,4,84.154763,66.898772,63.002301,34.958967,25.101604,44.340260,18.114403,9.636315,2.536422,8.973105,22.870915,44.896039
cuda,coat_lite_mini,128,34.238795,31.158029,27.376203,20.112658,7.904772,32.665312,8.087842,3.774265,0.275155,15.508907,44.790185,36.165414
cuda,convit_base,64,31.527104,28.146915,24.346843,15.907144,8.419182,23.194899,6.074016,2.988516,0.344083,6.399115,9.878374,22.333296
cuda,convmixer_768_32,32,22.707023,21.070656,17.284936,7.395451,3.337694,13.475824,3.623302,2.159541,0.335474,3.728429,13.411482,2.939099
cuda,convnext_base,64,38.962734,32.174573,28.394289,17.984854,9.009739,27.867199,7.275656,3.816862,0.627795,13.809903,32.281596,33.032469
cuda,crossvit_9_240,128,42.108133,36.795755,32.980312,20.412947,11.883886,32.226907,8.827301,4.341837,0.540612,19.517152,34.806914,43.538459
cuda,cspdarknet53,64,36.938384,31.704550,27.920626,16.387364,4.510513,23.592058,5.690068,3.111585,0.389314,27.629873,58.637702,39.681433
cuda,deit_base_distilled_patch16_224,64,26.985245,24.127988,20.311629,13.582860,6.455947,24.073592,4.660885,2.356500,0.283829,2.433039,3.708231,19.565338
cuda,dla102,128,47.746763,41.566473,37.772948,20.930055,5.690049,28.798373,9.402782,4.601630,0.666816,18.356025,41.949034,32.727142
cuda,dm_nfnet_f0,128,34.227740,28.465284,24.664154,13.703296,4.369478,22.536157,6.750181,2.910656,0.358023,25.388071,31.150454,38.897604
cuda,dpn107,32,57.607844,48.671397,44.693180,25.237035,6.257923,35.356534,9.578768,5.125266,0.670405,16.694236,30.852843,34.001617
cuda,eca_botnext26ts_256,128,32.412497,29.590218,25.736338,19.056334,4.581178,27.127273,6.583611,3.036322,0.188185,33.097532,60.366803,45.949816
cuda,eca_halonext26ts,128,37.412948,34.448000,31.135865,24.109041,4.787066,35.688079,12.802624,4.936512,0.208798,31.245694,60.302911,48.007517
cuda,ese_vovnet19b_dw,128,21.690421,19.444205,16.030444,11.652994,2.027663,17.563813,3.865243,1.860383,0.151293,27.920897,48.216062,35.995883
cuda,fbnetc_100,128,36.337993,31.801242,28.103117,17.428452,4.006576,24.323645,5.853735,3.072747,0.365552,46.442297,92.694060,57.646635
cuda,fbnetv3_b,128,55.174076,47.220404,43.847845,24.745685,6.911650,34.557436,10.663601,5.590233,0.770112,56.243411,108.428743,73.497676
cuda,gernet_l,128,29.382313,24.873508,21.513246,12.631733,3.376781,17.697989,3.863836,2.339772,0.294303,24.960472,47.538467,33.668185
cuda,ghostnet_100,128,50.046427,42.880319,39.556574,24.494646,5.444049,36.998056,10.120909,4.935797,0.573834,102.175130,179.032515,120.559552
cuda,gluon_inception_v3,128,47.106313,41.438481,38.109260,22.990488,6.065442,32.791005,10.781024,5.835041,0.688146,46.473164,101.566127,62.809239
