dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,BERT_pytorch,16,1.892138,11.336327
cuda,Background_Matting,4,0.905572,3.912381
cuda,LearningToPaint,96,0.544683,1.102905
cuda,Super_SloMo,6,1.104513,4.210715
cuda,alexnet,128,0.354013,0.387702
cuda,attention_is_all_you_need_pytorch,256,1.681532,14.369220
cuda,dcgan,32,0.341417,0.224462
cuda,demucs,4,0.647780
cuda,densenet121,4,1.977346,12.610798
cuda,drq,1,0.398891,0.438626
cuda,hf_BigBird,2,8.185177,7.301211
cuda,hf_Longformer,2,4.888124,78.825603
cuda,mnasnet1_0,32,0.828678,2.886092
cuda,mobilenet_v2,96,0.849814,2.740267
cuda,mobilenet_v3_large,32,0.936954,3.297141
cuda,moco,32,1.897365,0.021126
cuda,nvidia_deeprecommender,256,0.348440,0.258310
cuda,pytorch_CycleGAN_and_pix2pix,1,0.572970,2.575348
cuda,pytorch_stargan,16,0.560570,2.493438
cuda,pytorch_struct,200,0.433048,1.103051
cuda,pytorch_unet,1,0.597241,1.230893
cuda,resnet18,16,0.523162,1.145915
cuda,resnet50,32,0.895171,3.115213
cuda,resnext50_32x4d,8,0.938585,3.186234
cuda,shufflenet_v2_x1_0,128,0.993639,4.018959
cuda,soft_actor_critic,256,0.304952,0.180201
cuda,squeezenet1_1,32,0.502922,1.246927
cuda,tacotron2,64,12.910784,23.558667
cuda,timm_efficientdet,1,12.955517,25.608810
cuda,timm_efficientnet,32,1.460378,4.698710
cuda,timm_nfnet,128,2.116075,7.221255
cuda,timm_regnet,32,1.869382,5.940134
cuda,timm_resnest,32,0.615038,1.995572
cuda,timm_vision_transformer,8,1.070509,6.943638
cuda,timm_vovnet,32,1.055392,2.501249
cuda,tts_angular,64,0.493266,0.059001
cuda,vgg16,64,0.465452,0.752380
cuda,yolov3,16,6.072786,5.880616
