dev,name,batch_size,speedup,start_latency,peak_memory
cuda,BERT_pytorch,16,3.3875,47.3867,7.8468
cuda,Background_Matting,4,1.2578,47.2163,7.3204
cuda,LearningToPaint,96,1.6517,33.4704,1.3463
cuda,Super_SloMo,0,0.0000
cuda,alexnet,128,1.1379,15.5011,4.8072
cuda,attention_is_all_you_need_pytorch,256,1.4886,73.8278,8.2068
cuda,dcgan,32,2.5057,9.3395,0.2321
cuda,demucs,0,0.0000
cuda,densenet121,4,1.0536,194.9153,0.8012
cuda,dlrm,0,0.0000
cuda,drq,0,0.0000
cuda,fastNLP_Bert,0,0.0000
cuda,hf_Albert,8,2.3150,45.7165,6.9701
cuda,hf_Bart,4,1.5911,39.7222,15.5372
cuda,hf_Bert,4,1.7170,27.5979,10.3834
cuda,hf_BigBird,2,3.9136,102.4963,14.3614
cuda,hf_DistilBert,8,1.4139,14.5419,9.8022
cuda,hf_GPT2,4,2.0476,34.5794,13.5356
cuda,hf_Longformer,2,1.7282,116.0393,13.7987
cuda,hf_Reformer,0,0.0000
cuda,hf_T5,8,1.9949,45.6516,17.8637
cuda,mnasnet1_0,32,2.4720,91.0158,1.2739
cuda,mobilenet_v2,96,1.7521,59.4622,4.0803
cuda,mobilenet_v3_large,32,2.8381,91.4769,1.3011
cuda,moco,0,0.0000
cuda,nvidia_deeprecommender,256,0.8691,7.7883,16.3434
cuda,pytorch_CycleGAN_and_pix2pix,1,1.9693,19.9231,0.9962
cuda,pytorch_stargan,16,1.2919,33.2815,1.3045
cuda,pytorch_struct,0,0.0000
cuda,pytorch_unet,1,1.5335,24.4659,3.0746
cuda,resnet18,16,2.7845,27.0031,1.1264
cuda,resnet50,32,1.7372,33.8949,3.3019
cuda,resnext50_32x4d,8,3.1077,40.3825,2.2627
cuda,shufflenet_v2_x1_0,128,1.3641,66.8418,1.9659
cuda,soft_actor_critic,0,0.0000
cuda,speech_transformer,0,0.0000
cuda,squeezenet1_1,32,2.1811,21.9417,0.5933
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,0,0.0000
cuda,timm_efficientnet,32,2.6924,72.8658,1.4192
cuda,timm_nfnet,128,1.5004,87.3445,10.2337
cuda,timm_regnet,32,1.5024,66.1599,6.4257
cuda,timm_resnest,0,0.0000
cuda,timm_vision_transformer,0,0.0000
cuda,timm_vovnet,32,1.2898,65.7453,2.8929
cuda,tts_angular,0,0.0000
cuda,vgg16,64,1.2552,13.2160,12.5581
cuda,vision_maskrcnn,0,0.0000
cuda,yolov3,0,0.0000
