dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,AllenaiLongformerBase,1,4.886238,84.023280
cuda,BertForQuestionAnswering,64,1.726766,9.918904
cuda,BigBird,1,8.383687,7.392193
cuda,DebertaForMaskedLM,4,3.560518,9.466293
cuda,DebertaForQuestionAnswering,4,3.659477,9.523413
cuda,DistilBertForQuestionAnswering,32,0.850326,4.587493
cuda,ElectraForQuestionAnswering,64,1.756843,10.250354
cuda,LayoutLMForSequenceClassification,16,1.886581,10.437999
cuda,MT5ForConditionalGeneration,2,3.757512,24.475233
cuda,MegatronBertForQuestionAnswering,8,3.691925,25.164537
cuda,MobileBertForQuestionAnswering,32,8.443641,79.516017
cuda,PegasusForCausalLM,8,1.550730,9.964347
cuda,PegasusForConditionalGeneration,4,3.619777,29.586355
cuda,RobertaForQuestionAnswering,64,1.755912,10.238626
cuda,Speech2Text2ForCausalLM,64,0.924398,4.573215
